Owner,Team,League,Recipient,Amount,Election Year,Party
Robert H. Castellini,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$20,000 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN VICTORY COMMITTEE,"$20,000 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,"$10,000 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,"$10,000 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2016,Bipartisan
Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,"$10,000 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2018,Bipartisan
Robert H. Castellini,Cincinnati Reds,MLB,NRSC,"$10,000 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,"$10,000 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,"RIGHT TO RISE PAC, INC.","$8,682 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,COLLINS FOR SENATOR,"$5,600 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,"$5,600 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,CARLOS CURBELO CONGRESS,"$5,400 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,RICK SCOTT FOR FLORIDA,"$5,400 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,"$5,400 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,Portman for Senate Committee,"$5,400 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,"$5,300 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,"$5,200 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,PERDUE FOR SENATE,"$5,200 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,"$5,000 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,JONI FOR IOWA,"$5,000 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,PROMOTING OUR REPUBLICAN TEAM PAC,"$5,000 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,CINCINNATUS PAC,"$5,000 ",2018,Democrat
Robert H. Castellini,Cincinnati Reds,MLB,"TEAM GRAHAM, INC.","$5,000 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$5,000 ",2020,Bipartisan
Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,"$2,800 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,"$2,800 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,"$2,800 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF JOE HECK,"$2,700 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF PAT TOOMEY,"$2,700 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF ROY BLUNT,"$2,700 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,"FRIENDS OF TODD YOUNG, INC.","$2,700 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,KASICH FOR AMERICA INC,"$2,700 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,SCOTT WALKER INC,"$2,700 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,THE RICHARD BURR COMMITTEE,"$2,700 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,LEAH FOR SENATE,"$2,700 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,"$2,700 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,"$2,700 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,YOUNG HOOSIER VICTORY FUND,"$2,700 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,MARSHA FOR SENATE,"$2,500 ",2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,TEAM RICK SCOTT,"$2,500 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,ISAKSON VICTORY COMMITTEE,"$2,000 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,KLINE FOR CONGRESS,"$1,000 ",2016,Republican
Robert H. Castellini,Cincinnati Reds,MLB,ALASKANS FOR DAN SULLIVAN,"$1,000 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,"$1,000 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,"YOUNG FOR IOWA, INC.","$1,000 ",2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,CLAUDIA TENNEY FOR CONGRESS,$500 ,2018,Republican
Robert H. Castellini,Cincinnati Reds,MLB,AMERICANS FOR PARNELL COMMITTEE,$500 ,2020,Republican
Robert H. Castellini,Cincinnati Reds,MLB,"ANDY BARR FOR CONGRESS, INC.",$500 ,2020,Republican
Robert Kraft,New England Patriots,NFL,Gridiron-PAC,"$10,000 ",2018,Bipartisan
Robert Kraft,New England Patriots,NFL,Gridiron-PAC,"$5,000 ",2016,Bipartisan
Robert Kraft,New England Patriots,NFL,EXPERIENCED LEADERSHIP MATTERS PAC,"$5,000 ",2020,Democrat
Robert Kraft,New England Patriots,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan
Robert Kraft,New England Patriots,NFL,LANGEVIN FOR CONGRESS,"$1,000 ",2016,Democrat
Robert Plummer,Los Angeles Dodgers,MLB,Trump Victory,"$2,800 ",2020,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",DEFENDARIZONA,"$25,000 ",2018,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",FLAKE VICTORY COMMITTEE,"$25,000 ",2018,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCCARTHY VICTORY FUND,"$10,000 ",2016,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",SCHWEIKERT VICTORY COMMITTEE,"$10,000 ",2016,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",THE DESERT CAUCUS,"$10,000 ",2016,Bipartisan
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",THE DESERT CAUCUS,"$10,000 ",2018,Bipartisan
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",AMERICANS FOR TOMORROW'S FUTURE,"$10,000 ",2020,N/A
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",THE DESERT CAUCUS,"$10,000 ",2020,Bipartisan
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR SENATE INC,"$5,600 ",2020,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",JEFF FLAKE FOR US SENATE INC,"$5,400 ",2016,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR CONGRESS,"$5,400 ",2016,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",FRIENDS OF JOHN MCCAIN INC,"$5,400 ",2016,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",FRIENDS OF JOHN BARRASSO,"$5,400 ",2018,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR SENATE INC,"$5,400 ",2018,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",KYRSTEN SINEMA FOR CONGRESS,"$5,300 ",2016,Democrat
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR CONGRESS,"$2,700 ",2018,Republican
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",SINEMA FOR ARIZONA,"$2,700 ",2018,Democrat
Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MANCHIN FOR WEST VIRGINIA,"$2,500 ",2018,Democrat
Rocky Wirtz,Chicago Blackhawks,NHL,Right to Rise USA,"$25,000 ",2016,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Graham Victory 2020,"$10,300 ",2020,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Trump Victory,"$10,000 ",2016,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,National Beer Wholesalers Association PAC,"$10,000 ",2016,Bipartisan
Rocky Wirtz,Chicago Blackhawks,NHL,Wine and Spirits Wholesalers of America Inc Pac,"$10,000 ",2016,Bipartisan
Rocky Wirtz,Chicago Blackhawks,NHL,National Beer Wholesalers Association PAC,"$10,000 ",2020,Bipartisan
Rocky Wirtz,Chicago Blackhawks,NHL,Wine and Spirits Wholesalers of America Inc PAC ,"$10,000 ",2020,Bipartisan
Rocky Wirtz,Chicago Blackhawks,NHL,"Team Graham, Inc","$5,600 ",2020,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,University Public Issues Committee,"$5,000 ",2018,"Bipartisan, but mostly Democratic"
Rocky Wirtz,Chicago Blackhawks,NHL,National Beer Wholesalers Association PAC,"$5,000 ",2018,Bipartisan
Rocky Wirtz,Chicago Blackhawks,NHL,"Wine and Spirits Wholesalers of America, Inc Pac","$5,000 ",2018,Bipartisan
Rocky Wirtz,Chicago Blackhawks,NHL,Roskam for Congress Committee,"$3,700 ",2018,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Dold for Congress,"$3,354 ",2016,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Housley for Senate Committee,"$2,700 ",2018,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Beto for Texas,"$2,700 ",2018,Democrat
Rocky Wirtz,Chicago Blackhawks,NHL,Dan Lipinski for Congress,"$2,600 ",2018,Democrat
Rocky Wirtz,Chicago Blackhawks,NHL,Schneider for Congress,"$2,000 ",2020,Democrat
Rocky Wirtz,Chicago Blackhawks,NHL,Lahood for Congress,"$1,250 ",2020,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Jeb 2016 Inc,"$1,000 ",2016,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Mike Bost for Congress Committee,"$1,000 ",2016,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,Portman for Senate Committee,"$1,000 ",2016,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,The Richard Burr Committee,"$1,000 ",2016,Republican
Rocky Wirtz,Chicago Blackhawks,NHL,University Public Issuees Committee,"$1,000 ",2016,"Bipartisan, but mostly Democratic"
Roger Goodell,Commissioner,NFL,"Hatch Election Committee, Inc","$5,400 ",2016,Republican
Roger Goodell,Commissioner,NFL,Portman for Senate Committee,"$5,400 ",2018,Republican
Roger Goodell,Commissioner,NFL,Gridiron-PAC,"$5,000 ",2016,Bipartisan
Roger Goodell,Commissioner,NFL,"Chris Christie for President, Inc.","$2,700 ",2016,Republican
Roger Goodell,Commissioner,NFL,Bennet for Colorado,"$2,700 ",2016,Democrat
Roger Goodell,Commissioner,NFL,Portman for Senate Committee,$120 ,2016,Republican
Roger Penske,Team Penske,NASCAR,Right to Rise USA,"$250,000 ",2016,Republican
Roger Penske,Team Penske,NASCAR,NRCC,"$50,000 ",2018,Republican
Roger Penske,Team Penske,NASCAR,Trump Victory,"$35,000 ",2020,Republican
Roger Penske,Team Penske,NASCAR,Stabenow Victory Fund,"$15,000 ",2016,Democrat
Roger Penske,Team Penske,NASCAR,Stabenow Victory Fund,"$15,000 ",2018,Democrat
Roger Penske,Team Penske,NASCAR,Michigan Democratic State Central Committee,"$10,000 ",2016,Democrat
Roger Penske,Team Penske,NASCAR,John James for Senate,"$5,600 ",2020,Republican
Roger Penske,Team Penske,NASCAR,Stabenow for U.S. Senate,"$5,400 ",2016,Democrat
Roger Penske,Team Penske,NASCAR,Great Lakes PAC,"$5,000 ",2016,Democrat
Roger Penske,Team Penske,NASCAR,Universal Techincal Institute PAC (UTIPAC),"$5,000 ",2016,Bipartisan
Roger Penske,Team Penske,NASCAR,Universal Technical Institute PAC (UTIPAC) ,"$5,000 ",2016,Bipartisan
Roger Penske,Team Penske,NASCAR,Universal Technical Institute PAC,"$5,000 ",2018,Bipartisan
Roger Penske,Team Penske,NASCAR,JEB 2016 INC,"$2,700 ",2016,Republican
Roger Penske,Team Penske,NASCAR,Brenda Lawrence for Congress,"$2,700 ",2018,Democrat
Roger Penske,Team Penske,NASCAR,MI14 PAC,"$2,700 ",2018,Democrat
Roger Penske,Team Penske,NASCAR,Brenda Lawrence for Congress,"$2,433 ",2016,Democrat
Roger Penske,Team Penske,NASCAR,Brenda Lawrence for Congress,"$2,000 ",2020,Democrat
Roger Penske,Team Penske,NASCAR,Caruso-Cabrera for New York,"$2,000 ",2020,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,SMP,"$500,000 ",2018,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,PROTECT THE HOUSE,"$371,500 ",2018,Republican
Ron Burkle,Pittsburgh Penguins,NHL,STANDING UP FOR CALIFORNIA'S MIDDLE CLASS,"$100,000 ",2016,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,NEW DAY FOR AMERICA,"$100,000 ",2016,Republican
Ron Burkle,Pittsburgh Penguins,NHL,MCCARTHY VICTORY FUND,"$100,000 ",2018,Republican
Ron Burkle,Pittsburgh Penguins,NHL,TAKE BACK THE HOUSE 2020,"$46,100 ",2020,Republican
Ron Burkle,Pittsburgh Penguins,NHL,Kamala Harris Victory Fund,"$15,400 ",2016,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,BOOKER SENATE VICTORY,"$5,400 ",2018,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,FEINSTEIN FOR SENATE 2024,"$5,400 ",2018,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,LOS ANGELES COUNTY DEMOCRATIC CENTRAL COMMITTEE,"$5,000 ",2018,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,Marco Rubio for President,"$2,700 ",2016,Republican
Ron Burkle,Pittsburgh Penguins,NHL,Dr. Raul Ruiz for Congress,"$2,700 ",2016,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,Tony Cardenas for Congress,"$2,700 ",2016,Democrat
Ron Burkle,Pittsburgh Penguins,NHL,CORY 2020,"$2,700 ",2020,Democrat
Ron Fowler,San Diego Padres,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2016,Bipartisan
Ron Fowler,San Diego Padres,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2018,Bipartisan
Ron Fowler,San Diego Padres,MLB,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,"$5,000 ",2016,Bipartisan
Ron Fowler,San Diego Padres,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2020,Bipartisan
Ron Fowler,San Diego Padres,MLB,"JEB 2016, INC.","$2,700 ",2016,Republican
Saul Katz,New York Mets,MLB,Office of the Commissioner of Major League Baseball PAC,"$6,667 ",2016,Bipartisan
Saul Katz,New York Mets,MLB,Office of the Commissioner of Major League Baseball PAC,"$6,666 ",2018,Bipartisan
Saul Katz,New York Mets,MLB,Office of the Commissioner of Major League Baseball PAC,"$3,333 ",2020,Bipartisan
Saul Katz,New York Mets,MLB,Meeks Victory Fund,"$2,671 ",2020,Democrat
Saul Katz,New York Mets,MLB,Crowley Leadership Fund,"$2,489 ",2018,Democrat
Saul Katz,New York Mets,MLB,Suozzi Victory Fund,"$2,432 ",2018,Democrat
Saul Katz,New York Mets,MLB,Team Rick Scott,"$2,432 ",2020,Republican
Saul Katz,New York Mets,MLB,Crowley Leadership Fund,"$1,716 ",2016,Democrat
Saul Katz,New York Mets,MLB,De Blasio 2020,"$1,490 ",2020,Democrat
Saul Katz,New York Mets,MLB,Engel for Congress,"$1,321 ",2018,Democrat
Saul Katz,New York Mets,MLB,Suozzi for Congress,"$1,300 ",2016,Democrat
Saul Katz,New York Mets,MLB,Donovan for Congress,$260 ,2016,Republican
Scott Malkin,New York Islanders,NHL,SHAHEEN FOR SENATE,"$5,600 ",2020,Democrat
Scott Malkin,New York Islanders,NHL,FRIENDS OF SCHUMER,"$2,700 ",2016,Democrat
Sheila Ford Hamp,Detroit Lions,NFL,Gridiron-PAC,"$10,000 ",2018,Bipartisan
Sheila Ford Hamp,Detroit Lions,NFL,Stabenow Victory Fund,"$10,000 ",2020,Democrat
Sheila Ford Hamp,Detroit Lions,NFL,Gridiron-PAC,"$5,000 ",2016,Bipartisan
Sheila Ford Hamp,Detroit Lions,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan
Stephen J. Bisciotti,Baltimore Ravens,NFL,Gridiron-PAC,"$5,000 ",2016,Bipartisan
Stephen M. Ross,Miami Dolphins,NFL,NRCC,"$161,800 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,REPUBLICAN NATIONAL COMMITTEE,"$50,000 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,NRCC,"$33,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,NEW JERSEY DEMOCRATIC STATE COMMITTEE,"$20,000 ",2018,Democrat
Stephen M. Ross,Miami Dolphins,NFL,SECURITY IS STRENGTH PAC,"$12,500 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,CROWLEY LEADERSHIP FUND,"$10,400 ",2018,Democrat
Stephen M. Ross,Miami Dolphins,NFL,TILLIS MAJORITY COMMITTEE,"$10,000 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,DEMOCRATIC PARTY OF VIRGINIA,"$10,000 ",2020,Democrat
Stephen M. Ross,Miami Dolphins,NFL,ALAMO PAC,"$8,000 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,MIMI WALTERS VICTORY FUND,"$6,250 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,TEXANS FOR SENATOR JOHN CORNYN INC.,"$5,600 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,THOM TILLIS COMMITTEE,"$5,600 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF MARK WARNER,"$5,600 ",2020,Democrat
Stephen M. Ross,Miami Dolphins,NFL,NEAL VICTORY FUND,"$5,600 ",2020,Democrat
Stephen M. Ross,Miami Dolphins,NFL,PETERS FOR MICHIGAN,"$5,600 ",2020,Democrat
Stephen M. Ross,Miami Dolphins,NFL,RICHARD E NEAL FOR CONGRESS COMMITTEE,"$5,600 ",2020,Democrat
Stephen M. Ross,Miami Dolphins,NFL,JEFF FLAKE FOR US SENATE INC,"$5,400 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,KEVIN MCCARTHY FOR CONGRESS,"$5,400 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF SCHUMER,"$5,400 ",2016,Democrat
Stephen M. Ross,Miami Dolphins,NFL,CARLOS CURBELO CONGRESS,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,CORNYN MAJORITY COMMITTEE,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,HELLER FOR SENATE,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,JOHN CARTER FOR CONGRESS,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,LENA FOR CONGRESS,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,MCHENRY FOR CONGRESS,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,RICK SCOTT FOR FLORIDA,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,SENSENBRENNER COMMITTEE,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,TEAM GRAHAM INC,"$5,400 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,MAST VICTORY COMMITTEE,"$5,200 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,E-PAC,"$5,000 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,"JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)","$5,000 ",2016,Democrat
Stephen M. Ross,Miami Dolphins,NFL,BLUEGRASS COMMITTEE,"$5,000 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,TEAM RYAN,"$5,000 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,WHAT A COUNTRY! PAC,"$5,000 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,FUND FOR AMERICA'S FUTURE,"$5,000 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,HURD VICTORY FUND,"$5,000 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,FORWARD TOGETHER PAC,"$5,000 ",2020,Democrat
Stephen M. Ross,Miami Dolphins,NFL,HURD VICTORY FUND,"$3,550 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,MALONEY FOR CONGRESS,"$3,500 ",2016,Democrat
Stephen M. Ross,Miami Dolphins,NFL,TEAM MCHENRY,"$3,500 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,"$3,400 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,SASSE LEADERSHIP COMMITTEE,"$2,800 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,BILL FLORES FOR CONGRESS,"$2,700 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,BRIAN MAST FOR CONGRESS,"$2,700 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,CARLOS LOPEZ-CANTERA FOR SENATE,"$2,700 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,"JEB 2016, INC.","$2,700 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,"TROTT FOR CONGRESS, INC.","$2,700 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,WYDEN FOR SENATE,"$2,700 ",2016,Democrat
Stephen M. Ross,Miami Dolphins,NFL,COLLINS FOR CONGRESS,"$2,700 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,HUIZENGA FOR CONGRESS,"$2,700 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,RENACCI FOR US SENATE,"$2,700 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,"YODER FOR CONGRESS, INC","$2,700 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,MENENDEZ FOR SENATE,"$2,700 ",2018,Democrat
Stephen M. Ross,Miami Dolphins,NFL,MADISON PAC; THE,"$2,600 ",2020,Democrat
Stephen M. Ross,Miami Dolphins,NFL,ELISE FOR CONGRESS,"$2,500 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF MIKE LEE INC,"$2,500 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,GRASSLEY HAWKEYE FUND,"$2,500 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,BLUMENTHAL FOR CONNECTICUT,"$2,500 ",2016,Democrat
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF PAT TOOMEY,"$2,500 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,RAND PAUL FOR US SENATE,"$2,500 ",2018,Republican
Stephen M. Ross,Miami Dolphins,NFL,MIKE GALLAGHER FOR WISCONSIN,"$2,500 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,PROMOTING OUR REPUBLICAN TEAM PAC,"$2,500 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,RECLAIM AMERICA PAC,"$2,500 ",2020,Republican
Stephen M. Ross,Miami Dolphins,NFL,ZELDIN FOR CONGRESS,"$1,000 ",2016,Republican
Stephen M. Ross,Miami Dolphins,NFL,NICOLE FOR NEW YORK,"$1,000 ",2020,Republican
Steve Ballmer,LA Clippers,NBA,REPUBLICAN NATIONAL COMMITTEEE,"$10,000 ",2016,Republican
Steve Ballmer,LA Clippers,NBA,DCCC,"$10,000 ",2016,Democrat
Steve Ballmer,LA Clippers,NBA,DELBENE FOR CONGRESS,"$5,400 ",2016,Democrat
Steve Ballmer,LA Clippers,NBA,DELBENE FOR CONGRESS,"$5,400 ",2018,Democrat
Steve Ballmer,LA Clippers,NBA,FRIENDS OF MARIA,"$5,400 ",2018,Democrat
Steve Ballmer,LA Clippers,NBA,MARK KELLY FOR SENATE,"$5,400 ",2020,Democrat
Steve Ballmer,LA Clippers,NBA,DCCC,"$5,000 ",2018,Democrat
Steve Ballmer,LA Clippers,NBA,Wyden For Senate,"$2,700 ",2016,Democrat
Steve Ballmer,LA Clippers,NBA,MURRAY VICTORY FUND,"$2,000 ",2016,Democrat
Steve Ballmer,LA Clippers,NBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,"$1,800 ",2016,Democrat
Steve Tisch,New York Giants,NFL,HILLARY VICTORY FUND,"$100,000 ",2016,Democrat
Steve Tisch,New York Giants,NFL,RED TO BLUE VICTORY FUND,"$33,900 ",2018,Democrat
Steve Tisch,New York Giants,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan
Steve Tisch,New York Giants,NFL,BOOKER SENATE VICTORY,"$10,000 ",2018,Democrat
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,"$5,600 ",2020,Democrat
Steve Tisch,New York Giants,NFL,FRIENDS OF SCHUMER,"$5,400 ",2016,Democrat
Steve Tisch,New York Giants,NFL,HILLARY FOR AMERICA,"$5,400 ",2016,Democrat
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,"$5,400 ",2018,Democrat
Steve Tisch,New York Giants,NFL,Gridiron-PAC,"$5,000 ",2018,Bipartisan
Steve Tisch,New York Giants,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan
Steve Tisch,New York Giants,NFL,PURPOSE PAC,"$4,600 ",2018,Democrat
Steve Tisch,New York Giants,NFL,CORY 2020,"$2,800 ",2020,Democrat
Steve Tisch,New York Giants,NFL,JEFFRIES FOR CONGRESS,"$2,800 ",2020,Democrat
Steve Tisch,New York Giants,NFL,WIN THE ERA PAC,"$2,800 ",2020,Democrat
Steve Tisch,New York Giants,NFL,WRIGHT 2016,"$2,700 ",2016,Democrat
Steve Tisch,New York Giants,NFL,FEINSTEIN FOR SENATE 2024,"$2,700 ",2018,Democrat
Steve Tisch,New York Giants,NFL,ACTBLUE,$560 ,2020,Democrat
Stuart Sternberg,Tampa Bay Rays,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2018,Bipartisan
Stuart Sternberg,Tampa Bay Rays,MLB,Charlie Crist for Congress,"$5,600 ",2020,Democrat
Stuart Sternberg,Tampa Bay Rays,MLB,Friends of Patrick Murphy,"$5,400 ",2016,Democrat
Stuart Sternberg,Tampa Bay Rays,MLB,Charlie Crist for Congress,"$5,400 ",2018,Democrat
