RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,What is typically the main dish at your Thanksgiving dinner? - Other (please specify),How is the main dish typically cooked?,How is the main dish typically cooked? - Other (please specify),What kind of stuffing/dressing do you typically have?,What kind of stuffing/dressing do you typically have? - Other (please specify),What type of cranberry saucedo you typically have?,What type of cranberry saucedo you typically have? - Other (please specify),Do you typically have gravy?,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Brussel sprouts,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Carrots,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cauliflower,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Corn,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cornbread,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Fruit salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Green beans/green bean casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Macaroni and cheese,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Mashed potatoes,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Rolls/biscuits,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Squash,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Vegetable salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Yams/sweet potato casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Apple,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Buttermilk,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Cherry,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Chocolate,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Coconut cream,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Key lime,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Peach,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pecan,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pumpkin,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Sweet Potato,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - None,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Apple cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Blondies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Brownies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Carrot cake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cheesecake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cookies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Fudge,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Ice cream,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Peach cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - None,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Do you typically pray before or after the Thanksgiving meal?,How far will you travel for Thanksgiving?,Will you watch any of the following programs on Thanksgiving? Please select all that apply. - Macy's Parade,"What's the age cutoff at your ""kids' table"" at Thanksgiving?",Have you ever tried to meet up with hometown friends on Thanksgiving night?,"Have you ever attended a ""Friendsgiving?""",Will you shop any Black Friday sales on Thanksgiving Day?,Do you work in retail?,Will you employer make you work on Black Friday?,How would you describe where you live?,Age,What is your gender?,How much total combined money did all members of your HOUSEHOLD earn last year?,US Region
4336027932,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,Brownies,,,Cookies,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,,14,No,No,No,No,,Suburban,18 - 29,Female,"$10,000 to $24,999",Pacific
4336026090,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60+,Female,"$10,000 to $24,999",West North Central
4336023531,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,21 or older,No,Yes,No,No,,Suburban,45 - 59,Female,"$150,000 to $174,999",Pacific
4336022983,Yes,Chicken,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,,Cornbread,,,Macaroni and cheese,,,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,No,Yes,No,,Urban,60+,Male,"$25,000 to $49,999",New England
4336022721,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$25,000 to $49,999",Middle Atlantic
4336022372,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,Macaroni and cheese,,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",Middle Atlantic
4336022096,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,16,No,No,Yes,No,,Suburban,18 - 29,Female,"$200,000 and up",Middle Atlantic
4336021883,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Female,"$75,000 to $99,999",Middle Atlantic
4336021180,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),"Celery sticks with cheese, olives",,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,No,No,No,No,,Suburban,60+,Male,"$125,000 to $149,999",West South Central
4336018601,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,,,,Other (please specify),Pumpkin pecan,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Urban,60+,Female,"$200,000 and up",Mountain
4336017089,Yes,I don't know,,Fried,,Bread-based,,Canned,,No,,Carrots,Cauliflower,,Cornbread,,,,,,,,,,,Apple,,,Chocolate,,,,,,,,,,,,,,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,13,No,Yes,No,Yes,Doesn't apply,Rural,18 - 29,Male,"$0 to $9,999",
4336016535,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,Brownies,,Cheesecake,Cookies,Fudge,,Peach cobbler,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,12,No,No,Yes,Yes,Yes,Urban,30 - 44,Female,"$10,000 to $24,999",Middle Atlantic
4336015865,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,18 - 29,Female,Prefer not to answer,Middle Atlantic
4336015017,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,18 - 29,Male,"$0 to $9,999",South Atlantic
4336014587,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,Cookies,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,No,No,No,No,,Suburban,18 - 29,Female,"$0 to $9,999",West North Central
4336014104,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,Chocolate,,,,Pecan,,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,Yes,No,No,No,,Rural,45 - 59,Female,Prefer not to answer,East South Central
4336013108,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,Prefer not to answer,South Atlantic
4336012118,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,Other (please specify),jumbleberry,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Suburban,60+,Female,"$125,000 to $149,999",Pacific
4336012003,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,Chocolate,,Key lime,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,Yes,Yes,No,No,,Urban,45 - 59,Female,"$75,000 to $99,999",West South Central
4336011166,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Suburban,60+,Female,"$100,000 to $124,999",Pacific
4336011139,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,"$0 to $9,999",Middle Atlantic
4336006784,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,60+,Male,"$50,000 to $74,999",West North Central
4336005220,Yes,Tofurkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,No,No,No,,Suburban,30 - 44,Male,"$0 to $9,999",Middle Atlantic
4336004344,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Male,"$25,000 to $49,999",East North Central
4336002999,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,Yes,No,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",West North Central
4336002487,Yes,Roast beef,,Fried,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,Corn,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,Buttermilk,,,,,,,Pumpkin,Sweet Potato,,,,Apple cobbler,,,,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,11,Yes,Yes,Yes,Yes,Doesn't apply,Urban,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336001840,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Rural,45 - 59,Female,"$50,000 to $74,999",West South Central
4336001546,Yes,Turkey,,Other (please specify),smoked,Other (please specify),corn bread,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,,,Cheesecake,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Rural,60+,Male,"$10,000 to $24,999",West South Central
4335999720,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Male,"$100,000 to $124,999",Pacific
4335998934,Yes,Turkey,,Other (please specify),smoked,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Urban,60+,Male,"$50,000 to $74,999",Pacific
4335996765,Yes,Turkey,,Baked,,None,,None,,No,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,Cherry,,,,,,Pumpkin,,,,,Apple cobbler,,Brownies,,,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,15,No,No,No,No,,Urban,18 - 29,Female,"$0 to $9,999",Pacific
4335996482,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",Pacific
4335992962,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,Yes,No,No,,Urban,60+,Male,"$200,000 and up",Pacific
4335992074,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,Yes,Yes,No,No,,Urban,45 - 59,Male,"$50,000 to $74,999",Pacific
4335990669,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,South Atlantic
4335990002,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),celery,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,Yes,No,Yes,Yes,Suburban,18 - 29,Female,"$10,000 to $24,999",East North Central
4335989591,Yes,Turkey,,Baked,,None,,None,,Yes,,Carrots,,Corn,,,,,Mashed potatoes,,Squash,,,,,Apple,,,,,,,Pecan,,,,,,Apple cobbler,,,,,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,13,No,No,No,No,,Suburban,18 - 29,Female,"$75,000 to $99,999",East North Central
4335988879,Yes,Turkey,,Roasted,,None,,None,,No,Brussel sprouts,,Cauliflower,,,Fruit salad,,,,,Squash,Vegetable salad,,Other (please specify),Rice or roasted potatoes,,,,,,,,,,,None,,,,,,,,,,,Peach cobbler,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,Yes,No,No,,Urban,30 - 44,Female,"$50,000 to $74,999",Pacific
4335988400,Yes,Turkey,,Baked,,Other (please specify),corn bread base;  no light bread,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,Other (please specify),custard,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Suburban,60+,Male,"$50,000 to $74,999",East South Central
4335988391,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,21 or older,No,Yes,No,No,,Urban,60+,Female,"$50,000 to $74,999",Mountain
4335988189,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,No,,Rural,60+,Male,"$100,000 to $124,999",Middle Atlantic
4335987976,Yes,Turkey,,I don't know,,None,,None,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,,,,,,,,,,,,,,
4335987642,Yes,Ham/Pork,,Roasted,,None,,None,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,,,,,,Other (please specify),Collard greens,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Green cake,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,South Atlantic
4335987129,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,Yes,Yes,No,No,,Rural,30 - 44,Female,"$100,000 to $124,999",West South Central
4335986817,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,No,No,No,Yes,Yes,Urban,60+,Male,"$125,000 to $149,999",Pacific
4335985961,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,"$0 to $9,999",Pacific
4335985936,Yes,Turkey,,Baked,,Bread-based,,None,,No,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,Yes,No,,Urban,30 - 44,Female,"$0 to $9,999",South Atlantic
4335983992,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,Cauliflower,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,No,No,,Urban,60+,Female,"$25,000 to $49,999",Pacific
4335983559,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Rural,18 - 29,Female,"$50,000 to $74,999",West North Central
4335982114,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,No,,Suburban,60+,Male,"$100,000 to $124,999",West South Central
4335981269,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,Cauliflower,,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,60+,Female,Prefer not to answer,Pacific
4335981057,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,Peach,Pecan,Pumpkin,,,,,,,Brownies,,Cheesecake,Cookies,Fudge,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,30 - 44,Male,"$200,000 and up",Pacific
4335979596,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,Brownies,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,60+,Female,"$200,000 and up",Mountain
4335979419,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,Yes,Yes,Suburban,45 - 59,Male,"$150,000 to $174,999",Pacific
4335978870,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,Apple cobbler,,,Carrot cake,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,Yes,Yes,No,No,,Urban,60+,Male,"$75,000 to $99,999",Pacific
4335977956,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,Other (please specify),Peas with pearl onions ,Apple,,,Chocolate,Coconut cream,,,Pecan,Pumpkin,,,Other (please specify),Pineapple cream pie ,,Blondies,Brownies,,Cheesecake,Cookies,,,,,Other (please specify),"Chocolate trifle, bread pudding ",Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,No,No,,Urban,30 - 44,Female,"$10,000 to $24,999",New England
4335977899,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),Dumplings ,Apple,Buttermilk,,,,,Peach,Pecan,,Sweet Potato,,,,Apple cobbler,,Brownies,,,Cookies,Fudge,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,No,No,Yes,No,,Rural,30 - 44,Female,"$50,000 to $74,999",East South Central
4335977124,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,,,,,,,,,,,,,Other (please specify),Blueberry or Peach Cobbler,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,Yes,No,No,No,,Rural,60+,Female,"$50,000 to $74,999",South Atlantic
4335976340,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,Fudge,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,No,Yes,Yes,Suburban,45 - 59,Female,"$100,000 to $124,999",West South Central
