Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,2020 Election Stance,Trump,Trump Date,Club for Growth,Party Committee,Renew America,E-PAC,VIEW PAC,Maggie's List,Winning for Women
Liam Madden,Male,White,,,No,No,Vermont,8/9/22,Representative,At-Large,"10,701",35%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ericka Bundy Redic,Female,White,,,No,No,Vermont,8/9/22,Representative,At-Large,"8,255",27%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anya Tynio,Female,White,,,No,No,Vermont,8/9/22,Representative,At-Large,"6,908",23%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stephen C. Bellows,Male,White,,,No,Yes,Vermont,8/9/22,Governor,N/A,"5,402",18%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Peter Duval,Male,White,,,No,Yes,Vermont,8/9/22,Governor,N/A,"3,627",12%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Phil Scott,Male,White,,,Yes,No,Vermont,8/9/22,Governor,N/A,"20,319",66%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Ron Johnson,Male,White,,,Yes,No,Wisconsin,8/9/22,Senator,N/A,"563,871",84%,Won,N/A,N/A,N/A,Fully denied,Yes,4/8/21,N/A,Yes,N/A,N/A,N/A,N/A,N/A
David Schroeder,Male,White,,,No,Yes,Wisconsin,8/9/22,Senator,N/A,"109,917",16%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Bryan Steil,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,1,"73,191",99%,Won,N/A,N/A,N/A,Fully accepted,Yes,8/9/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charity Barry,Female,White,,,No,No,Wisconsin,8/9/22,Representative,2,"21,711",50%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erik Olsen,Male,White,,,No,No,Wisconsin,8/9/22,Representative,2,"21,774",50%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick Van Orden,Male,White,,,No,No,Wisconsin,8/9/22,Representative,3,"65,164",99%,Won,N/A,N/A,N/A,Fully denied,Yes,8/12/21,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Tim Rogers,Male,Black,,,No,No,Wisconsin,8/9/22,Representative,4,"16,528",74%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Travis Clark,Male,Black,,,No,No,Wisconsin,8/9/22,Representative,4,"5,583",25%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scott Fitzgerald,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,5,"118,411",99%,Won,N/A,N/A,N/A,Fully denied,Yes,8/9/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Douglas H. Mullenix,Male,White,,,No,Yes,Wisconsin,8/9/22,Representative,6,"17,773",17%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glenn Grothman,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,6,"84,056",82%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David W. Kunelius II,Male,White,,,No,Yes,Wisconsin,8/9/22,Representative,7,"12,456",13%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tom Tiffany,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,7,"80,675",87%,Won,N/A,N/A,N/A,Fully denied,Yes,8/9/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shaun Clarmont,Male,White,,,No,Yes,Wisconsin,8/9/22,Representative,8,"14,377",15%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike Gallagher,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,8,"79,096",85%,Won,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Nicholson,Male,White,,,No,No,Wisconsin,8/9/22,Governor,N/A,"24,884",4%,Lost,N/A,N/A,N/A,Accepted with reservations,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rebecca Kleefisch,Female,White,,,No,No,Wisconsin,8/9/22,Governor,N/A,"291,384",42%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Timothy Ramthun,Male,White,,,No,No,Wisconsin,8/9/22,Governor,N/A,"41,639",6%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam J. Fischer,Male,White,,,No,No,Wisconsin,8/9/22,Governor,N/A,"8,139",1%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tim Michels,Male,White,,,No,No,Wisconsin,8/9/22,Governor,N/A,"326,969",47%,Won,N/A,N/A,N/A,Raised questions,Yes,6/2/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steven R. Bond,Male,White,,,No,No,Hawaii,8/13/22,Senator,N/A,"6,407",10%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wallyn Kanoelani Christian,Female,Pacific Islander (Native Hawaiian),,,No,No,Hawaii,8/13/22,Senator,N/A,"9,497",15%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Timothy A. Dalhouse,Male,White,,,No,No,Hawaii,8/13/22,Senator,N/A,"17,158",26%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asia LaVonne,Female,Black,,,No,No,Hawaii,8/13/22,Senator,N/A,"6,187",10%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bob McDermott,Male,White,,,No,No,Hawaii,8/13/22,Senator,N/A,"25,686",40%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Conrad Kress,Male,White,,,No,No,Hawaii,8/13/22,Representative,1,"13,449",50%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick C. Largey,Male,White,,,No,No,Hawaii,8/13/22,Representative,1,"5,785",22%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arturo P. Reyes,Male,Latino,,,No,No,Hawaii,8/13/22,Representative,1,"7,465",28%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe Akana,Male,Pacific Islander (Native Hawaiian),,,No,No,Hawaii,8/13/22,Representative,2,"28,200",84%,Won,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Joseph E. ""Joe"" Webster",Male,White,,,No,No,Hawaii,8/13/22,Representative,2,"5,403",16%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Duke Aiona,Male,Pacific Islander (Native Hawaiian),Asian,,No,No,Hawaii,8/13/22,Governor,N/A,"37,608",50%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gary Cordery,Male,White,,,No,No,Hawaii,8/13/22,Governor,N/A,"8,258",11%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"George ""Big Al"" Hawat",Male,White,,,No,No,Hawaii,8/13/22,Governor,N/A,140,0%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keline Kahau,Female,Pacific Islander (Native Hawaiian),,,No,No,Hawaii,8/13/22,Governor,N/A,469,1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lynn Barry Mariano,Male,Asian,,,No,No,Hawaii,8/13/22,Governor,N/A,903,1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Morgan,Male,Black,Unknown,,No,No,Hawaii,8/13/22,Governor,N/A,796,1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Moses ""Momo"" Paskowitz",Male,Unknown,,,No,No,Hawaii,8/13/22,Governor,N/A,189,0%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
B.J. Penn,Male,White,Pacific Islander (Native Hawaiian),Asian,No,No,Hawaii,8/13/22,Governor,N/A,"19,817",26%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heidi Haunani Tsuneyoshi ,Female,Pacific Islander (Native Hawaiian),White,,No,No,Hawaii,8/13/22,Governor,N/A,"7,255",10%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walter Woods,Male,Unknown,,,No,No,Hawaii,8/13/22,Governor,N/A,438,1%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Buzz A. Kelley,Male,White,,,No,Yes,Alaska,8/16/22,Senator,N/A,"4,055",2%,Made runoff,,,,No comment,No,N/A,N/A,No,No,N/A,No,No,N/A
"Samuel A. ""Al"" Merrill",Male,White,,,No,Yes,Alaska,8/16/22,Senator,N/A,"1,529",1%,Lost,N/A,N/A,N/A,Accepted with reservations,No,N/A,N/A,No,No,N/A,No,No,N/A
Lisa Murkowski,Female,White,,,Yes,No,Alaska,8/16/22,Senator,N/A,"85,794",51%,Made runoff,,,,Fully accepted,No,N/A,N/A,Yes,Yes,N/A,Yes,No,N/A
Pat L. Nolin,Male,White,,,No,Yes,Alaska,8/16/22,Senator,N/A,"2,004",1%,Lost,N/A,N/A,N/A,Avoided answering,No,N/A,N/A,No,No,N/A,No,No,N/A
John Schiess,Male,White,,,No,Yes,Alaska,8/16/22,Senator,N/A,734,0%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,No,No,N/A,No,No,N/A
Kendall L. Shorkey,Male,White,,,No,Yes,Alaska,8/16/22,Senator,N/A,627,0%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,No,No,N/A,No,No,N/A
Karl W. Speights,Male,White,,,No,Yes,Alaska,8/16/22,Senator,N/A,613,0%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,No,No,N/A,No,No,N/A
Kelly C. Tshibaka,Female,White,,,No,Yes,Alaska,8/16/22,Senator,N/A,"73,414",43%,Made runoff,,,,Raised questions,Yes,6/18/21,N/A,No,No,N/A,No,Yes,N/A
Jay R. Armstrong,Male,White,,,No,No,Alaska,8/16/22,Representative,At-Large,403,0%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,No,No,N/A,N/A
Nick Begich,Male,White,,,No,No,Alaska,8/16/22,Representative,At-Large,"50,021",43%,Made runoff,,,,Accepted with reservations,No,N/A,N/A,N/A,N/A,No,No,N/A,N/A
"Robert ""Bob"" Lyons",Male,White,,,No,No,Alaska,8/16/22,Representative,At-Large,447,0%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,No,No,N/A,N/A
Sarah Palin,Female,White,,,No,No,Alaska,8/16/22,Representative,At-Large,"57,693",49%,Made runoff,,,,Fully denied,Yes,4/3/22,N/A,N/A,N/A,Yes,No,N/A,N/A
Randy Purham,Male,Black,,,No,No,Alaska,8/16/22,Representative,At-Large,311,0%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,No,No,N/A,N/A
Brad Snowden,Male,White,,,No,No,Alaska,8/16/22,Representative,At-Large,355,0%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,No,No,N/A,N/A
Tara M. Sweeney,Female,Native American (Inupiaq),,,No,No,Alaska,8/16/22,Representative,At-Large,"7,195",6%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,N/A,N/A,N/A,No,Yes,N/A,N/A
Denise A. Williams,Female,Unknown,,,No,No,Alaska,8/16/22,Representative,At-Large,242,0%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,No,No,N/A,N/A
Mike Dunleavy,Male,White,,,Yes,No,Alaska,8/16/22,Governor,N/A,"76,534",77%,Made runoff,,,,Raised questions,Yes,12/28/21,N/A,Yes,N/A,N/A,N/A,N/A,N/A
David S. Haeg,Male,White,,,No,Yes,Alaska,8/16/22,Governor,N/A,"1,139",1%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Christopher Kurka,Male,White,,,No,Yes,Alaska,8/16/22,Governor,N/A,"7,307",7%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Charlie Pierce,Male,White,,,No,Yes,Alaska,8/16/22,Governor,N/A,"12,458",13%,Made runoff,,,,No comment,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Bruce Walden,Male,White,,,No,Yes,Alaska,8/16/22,Governor,N/A,"1,661",2%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Anthony Bouchard,Male,White,,,No,Yes,Wyoming,8/16/22,Representative,At-Large,"4,508",3%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,No,N/A,No,N/A,No,N/A,N/A
Denton Knapp,Male,White,,,No,Yes,Wyoming,8/16/22,Representative,At-Large,"2,258",1%,Lost,N/A,N/A,N/A,Raised questions,No,N/A,No,N/A,No,N/A,No,N/A,N/A
Harriet Hageman,Female,White,,,No,Yes,Wyoming,8/16/22,Representative,At-Large,"113,079",66%,Won,N/A,N/A,N/A,Fully denied,Yes,9/9/21,Yes,N/A,No,N/A,No,N/A,N/A
Liz Cheney,Female,White,,,Yes,No,Wyoming,8/16/22,Representative,At-Large,"49,339",29%,Lost,N/A,N/A,N/A,Fully accepted,No,N/A,No,N/A,Yes,N/A,Yes,N/A,N/A
Robyn M. Belinskey,Female,White,,,No,Yes,Wyoming,8/16/22,Representative,At-Large,"1,306",1%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,No,N/A,No,N/A,No,N/A,N/A
Brent Bien,Male,White,,,No,Yes,Wyoming,8/16/22,Governor,N/A,"48,572",30%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
James Scott Quick,Male,White,,,No,Yes,Wyoming,8/16/22,Governor,N/A,"4,728",3%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Mark Gordon,Male,White,,,Yes,No,Wyoming,8/16/22,Governor,N/A,"101,140",62%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Rex Rammell,Male,White,,,No,Yes,Wyoming,8/16/22,Governor,N/A,"9,378",6%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Marco Rubio,Male,Latino (Cuban),,,Yes,No,Florida,8/23/22,Senator,N/A,1,100%,Won,N/A,N/A,N/A,Fully accepted,Yes,4/9/21,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Matt Gaetz,Male,White,,,Yes,No,Florida,8/23/22,Representative,1,"73,374",70%,Won,N/A,N/A,N/A,Fully denied,Yes,8/20/22,N/A,N/A,No,N/A,N/A,N/A,N/A
Mark Lombardo,Male,White,,,No,Yes,Florida,8/23/22,Representative,1,"25,720",24%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Greg Merk,Male,White,,,No,Yes,Florida,8/23/22,Representative,1,"6,170",6%,Lost,N/A,N/A,N/A,Raised questions,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Neal Dunn,Male,White,,,Yes,No,Florida,8/23/22,Representative,2,1,100%,Won,N/A,N/A,N/A,Fully denied,Yes,8/20/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kat Cammack,Female,White,,,Yes,No,Florida,8/23/22,Representative,3,"63,279",85%,Won,N/A,N/A,N/A,Fully denied,Yes,4/6/22,N/A,N/A,N/A,N/A,Yes,Yes,N/A
Justin Waters,Male,White,,,No,Yes,Florida,8/23/22,Representative,3,"11,022",15%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A
Erick Aguilar,Male,Latino (Honduran),,,No,No,Florida,8/23/22,Representative,4,"18,605",26%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aaron Bean,Male,White,,,No,No,Florida,8/23/22,Representative,4,"49,060",68%,Won,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jon Chuba,Male,White,,,No,No,Florida,8/23/22,Representative,4,"4,388",6%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Leigha ""Luna"" Lopez",Female,Black,White,,No,Yes,Florida,8/23/22,Representative,5,"22,283",17%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mara H. Macie,Female,White,,,No,Yes,Florida,8/23/22,Representative,5,"23,607",18%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John H. Rutherford,Male,White,,,Yes,No,Florida,8/23/22,Representative,5,"87,720",66%,Won,N/A,N/A,N/A,Fully denied,Yes,8/20/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charles E. Davis,Male,White,,,No,Yes,Florida,8/23/22,Representative,6,"19,175",23%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Waltz,Male,White,,,Yes,No,Florida,8/23/22,Representative,6,"65,694",77%,Won,N/A,N/A,N/A,Accepted with reservations,Yes,9/19/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erika Benfield,Female,Latino (Puerto Rican),,,No,No,Florida,8/23/22,Representative,7,"3,964",5%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brady Duke,Male,White,,,No,No,Florida,8/23/22,Representative,7,"11,221",15%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ted Edwards,Male,White,,,No,No,Florida,8/23/22,Representative,7,"4,259",6%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cory Mills,Male,White,,,No,No,Florida,8/23/22,Representative,7,"27,757",38%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rusty Roberts,Male,White,,,No,No,Florida,8/23/22,Representative,7,"4,031",6%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony Sabatini,Male,White,,,No,No,Florida,8/23/22,Representative,7,"17,332",24%,Lost,N/A,N/A,N/A,Accepted with reservations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Armando Al Santos,Male,Latino (Puerto Rican),,,No,No,Florida,8/23/22,Representative,7,"1,504",2%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scott Sturgill,Male,White,,,No,No,Florida,8/23/22,Representative,7,"3,094",4%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bill Posey,Male,White,,,Yes,No,Florida,8/23/22,Representative,8,1,100%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jose Castillo,Male,Latino (Honduran),,,No,No,Florida,8/23/22,Representative,9,"7,537",25%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scotty Moore,Male,White,,,No,No,Florida,8/23/22,Representative,9,"16,971",56%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adianis Morales,Female,Latino,,,No,No,Florida,8/23/22,Representative,9,"3,969",13%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sergio E. Ortiz,Male,Latino,,,No,No,Florida,8/23/22,Representative,9,"1,900",6%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Lateresa ""L.A."" Jones",Female,Black,,,No,No,Florida,8/23/22,Representative,10,"1,614",6%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tuan Le,Male,Asian,,,No,No,Florida,8/23/22,Representative,10,"3,601",13%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Thuy ""Twee"" Lowe",Female,Asian (Vietnamese),,,No,No,Florida,8/23/22,Representative,10,"3,201",12%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Willie Montague,Male,Black,,,No,No,Florida,8/23/22,Representative,10,"3,176",12%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peter Weed,Male,White,,,No,No,Florida,8/23/22,Representative,10,"3,541",13%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Calvin B. Wimbish,Male,Black,,,No,No,Florida,8/23/22,Representative,10,"12,103",44%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laura Loomer,Female,White,,,No,Yes,Florida,8/23/22,Representative,11,"37,647",44%,Lost,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gavriel E. Soriano,Male,White,,,No,Yes,Florida,8/23/22,Representative,11,"4,072",5%,Lost,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel Webster,Male,White,,,Yes,No,Florida,8/23/22,Representative,11,"43,469",51%,Won,N/A,N/A,N/A,Fully denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gus Michael Bilirakis,Male,White,,,Yes,No,Florida,8/23/22,Representative,12,"67,189",80%,Won,N/A,N/A,N/A,Fully denied,Yes,11/9/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Leiser,Male,White,,,No,Yes,Florida,8/23/22,Representative,12,"4,000",5%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack Martin,Male,White,,,No,Yes,Florida,8/23/22,Representative,12,"7,790",9%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Perras,Male,White,,,No,Yes,Florida,8/23/22,Representative,12,"3,217",4%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sid Preskitt,Male,White,,,No,Yes,Florida,8/23/22,Representative,12,"2,142",3%,Lost,N/A,N/A,N/A,No comment,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Hayslett,Male,White,,,No,No,Florida,8/23/22,Representative,13,"28,108",34%,Lost,N/A,N/A,N/A,No comment,No,N/A,No,N/A,N/A,No,No,No,N/A
Moneer Kheireddine,Male,Middle Eastern,,,No,No,Florida,8/23/22,Representative,13,"1,599",2%,Lost,N/A,N/A,N/A,No comment,No,N/A,No,N/A,N/A,No,No,No,N/A
Anna Paulina Luna,Female,Latino (Mexican),,,No,No,Florida,8/23/22,Representative,13,"37,156",44%,Won,N/A,N/A,N/A,Fully denied,Yes,9/14/21,Yes,N/A,N/A,Yes,No,No,N/A
Amanda Makki,Female,Middle Eastern (Iranian),,,No,No,Florida,8/23/22,Representative,13,"14,159",17%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,No,N/A,N/A,No,Yes,Yes,N/A
Christine Y. Quinn,Female,White,,,No,No,Florida,8/23/22,Representative,13,"2,510",3%,Lost,N/A,N/A,N/A,Fully denied,No,N/A,No,N/A,N/A,No,No,No,N/A
James Judge,Male,White,,,No,No,Florida,8/23/22,Representative,14,"20,466",53%,Won,N/A,N/A,N/A,Raised questions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Samar ""Sam"" Nashagh",Male,Middle Eastern (Syrian),,,No,No,Florida,8/23/22,Representative,14,"6,650",17%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jerry Torres,Male,Latino,,,No,No,Florida,8/23/22,Representative,14,"11,398",30%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Demetries ""Commander"" Grimes",Male,White,,,No,No,Florida,8/23/22,Representative,15,"5,629",10%,Lost,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
Laurel Lee,Female,White,,,No,No,Florida,8/23/22,Representative,15,"22,481",41%,Won,N/A,N/A,N/A,Fully accepted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
"Kevin ""Mac"" McGovern",Male,White,,,No,No,Florida,8/23/22,Representative,15,"4,713",9%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
Kelli Stargel,Female,White,,,No,No,Florida,8/23/22,Representative,15,"15,072",28%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A
Jackie Toledo,Female,Latino (Peruvian),,,No,No,Florida,8/23/22,Representative,15,"6,307",12%,Lost,N/A,N/A,N/A,No comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A
Vern Buchanan,Male,White,,,Yes,No,Florida,8/23/22,Representative,16,"64,028",86%,Won,N/A,N/A,N/A,Accepted with reservations,Yes,12/20/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
