Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee
Robert L. Willis,Male,Black,,,No,No,Florida,8/23/22,Governor,N/A,"36,786",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bridget Fleming,Female,White ,,,No,No,New York,8/23/22,Representative,1,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Jackie Gordon,Female,Black (Jamaican),,,No,No,New York,8/23/22,Representative,2,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Jon Kaiman,Male,White,,,No,No,New York,8/23/22,Representative,3,"7,242",26%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Robert P. Zimmerman,Male,White,,,No,No,New York,8/23/22,Representative,3,"10,074",36%,Won,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Joshua Alexander Lafazan,Male,White,,,No,No,New York,8/23/22,Representative,3,"5,554",20%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Reema Rasool,Female,Asian ,,,No,No,New York,8/23/22,Representative,3,738,3%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Melanie D'Arrigo,Female,White,,,No,No,New York,8/23/22,Representative,3,"4,519",16%,Lost,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A
Keith M. Corbett,Male,White,,,No,No,New York,8/23/22,Representative,4,"1,260",10%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laura A. Gillen,Female,White,,,No,No,New York,8/23/22,Representative,4,"8,002",60%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Muzibul Huq,Male,Middle Eastern,,,No,No,New York,8/23/22,Representative,4,198,1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carrie Solages,Male,Black (Haitian),,,No,No,New York,8/23/22,Representative,4,"3,738",28%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gregory Meeks,Male,Black,,,Yes,No,New York,8/23/22,Representative,5,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace Meng,Female,Asian (Taiwanese),,,Yes,No,New York,8/23/22,Representative,6,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paperboy Love Prince,Nonbinary,Black,,,No,Yes,New York,8/23/22,Representative,7,"4,303",16%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nydia M. Velazquez,Female,Latino (Puerto Rican),,,Yes,No,New York,8/23/22,Representative,7,"22,797",83%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hakeem S. Jeffries,Male,Black,,,Yes,No,New York,8/23/22,Representative,8,"23,145",87%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Queen Johnson,Female,Black,,,No,Yes,New York,8/23/22,Representative,8,"3,402",13%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Yvette Clarke,Female,Black,,,Yes,No,New York,8/23/22,Representative,9,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mondaire L. Jones,Male,Black,,,Yes,No,New York,8/23/22,Representative,10,"12,933",18%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Jo Anne Simon,Female,White,,,No,Yes,New York,8/23/22,Representative,10,"4,389",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Peter J. Gleason,Male,Unknown,,,No,Yes,New York,8/23/22,Representative,10,162,0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Yan Xiong,Male,Asian,,,No,Yes,New York,8/23/22,Representative,10,742,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Daniel Goldman,Male,White,,,No,Yes,New York,8/23/22,Representative,10,"18,505",26%,Won,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Jimmy Li,Male,Asian,,,No,Yes,New York,8/23/22,Representative,10,"1,170",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Maud Maron,Female,White,,,No,Yes,New York,8/23/22,Representative,10,625,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Bill De Blasio,Male,White,,,No,Yes,New York,8/23/22,Representative,10,519,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Elizabeth Holtzman,Female,White,,,No,Yes,New York,8/23/22,Representative,10,"3,140",4%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Yuh-Line Niou,Female,Asian,,,No,Yes,New York,8/23/22,Representative,10,"16,826",24%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Carlina Rivera,Female,Latino ,,,No,Yes,New York,8/23/22,Representative,10,"11,810",17%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Quanda Francis,Female,Black,,,No,Yes,New York,8/23/22,Representative,10,129,0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Brian Robinson,Male,White,,,No,Yes,New York,8/23/22,Representative,10,341,0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Max N. Rose,Male,White,,,No,No,New York,8/23/22,Representative,11,"16,439",74%,Won,N/A,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,Yes
Brittany Ramos Debarros,Female,Black,Latino,,No,No,New York,8/23/22,Representative,11,"4,625",21%,Lost,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,N/A,N/A,N/A,No
Komi Agoda-Koussema,Male,Black,,,No,No,New York,8/23/22,Representative,11,932,4%,Lost,N/A,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,No
Carolyn B. Maloney,Female,White,,,Yes,Yes,New York,8/23/22,Representative,12,"21,916",24%,Lost,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ashmi Sheth,Female,Asian (Indian),,,No,Yes,New York,8/23/22,Representative,12,937,1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jerrold L. Nadler,Male,White,,,Yes,Yes,New York,8/23/22,Representative,12,"49,744",55%,Won,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suraj Patel,Male,Asian (Indian),,,No,Yes,New York,8/23/22,Representative,12,"17,011",19%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Francisco A. Spies,Male,Latino,,,No,Yes,New York,8/23/22,Representative,13,"2,411",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adriano Espaillat,Male,Latino (Dominican),,,Yes,No,New York,8/23/22,Representative,13,"31,582",80%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Hano,Male,White,,,No,Yes,New York,8/23/22,Representative,13,"5,041",13%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexandria Ocasio-Cortez,Female,Latino (Puerto Rican),,,Yes,No,New York,8/23/22,Representative,14,1,100%,Won,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,Yes,N/A,N/A
Ritchie J. Torres,Male,Black,Latino,,Yes,No,New York,8/23/22,Representative,15,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vedat Gashi,Male,White (Kosovar),,,No,Yes,New York,8/23/22,Representative,16,"10,009",25%,Lost,N/A,N/A,N/A,N/A,No,N/A,No,N/A,No,No,N/A,N/A
Jamaal Bowman,Male,Black,,,Yes,No,New York,8/23/22,Representative,16,"21,643",54%,Won,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,Yes,N/A,N/A
Catherine F. Parker,Female,White,,,No,Yes,New York,8/23/22,Representative,16,"7,503",19%,Lost,N/A,N/A,N/A,N/A,No,N/A,No,N/A,No,No,N/A,N/A
Mark Jaffe,Male,White,,,No,Yes,New York,8/23/22,Representative,16,608,2%,Lost,N/A,N/A,N/A,N/A,No,N/A,No,N/A,No,No,N/A,N/A
Alessandra Biaggi,Female,White,,,No,Yes,New York,8/23/22,Representative,17,"12,266",33%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A
Sean Patrick Maloney,Male,White,,,Yes,No,New York,8/23/22,Representative,17,"24,535",66%,Won,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A
Pat Ryan,Male,White,,,No,No,New York,8/23/22,Representative,18,"30,093",84%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Moses R. Mugulusi,Male,Black,,,No,No,New York,8/23/22,Representative,18,993,3%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Aisha Mills,Female,Black,,,No,No,New York,8/23/22,Representative,18,"4,730",13%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Jamie Cheney,Female,White,,,No,No,New York,8/23/22,Representative,19,"18,625",37%,Lost,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A
Josh Riley,Male,White,,,No,No,New York,8/23/22,Representative,19,"31,193",62%,Won,N/A,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A
Rostislav Rar,Male,White (Russian),,,No,Yes,New York,8/23/22,Representative,20,"2,422",12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul D. Tonko,Male,White,,,Yes,No,New York,8/23/22,Representative,20,"18,251",88%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matt Castelli,Male,White,,,No,No,New York,8/23/22,Representative,21,"19,319",81%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matt Putorti,Male,White,,,No,No,New York,8/23/22,Representative,21,"4,528",19%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chol Majok,Male,Black (Sudanese),,,No,No,New York,8/23/22,Representative,22,"3,315",12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Sam Roberts,Male,Black,,,No,No,New York,8/23/22,Representative,22,"3,662",13%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Sarah Klee Hood,Female,White,,,No,No,New York,8/23/22,Representative,22,"9,790",35%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Francis Conole,Male,White,,,No,No,New York,8/23/22,Representative,22,"10,971",39%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Max H. Della Pia,Male,White,,,No,No,New York,8/23/22,Representative,23,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steven Holden,Male,White,,,No,No,New York,8/23/22,Representative,24,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joseph D. Morelle,Male,White,,,Yes,No,New York,8/23/22,Representative,25,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emin Eddie Egriu,Male,White (Albanian),,,No,Yes,New York,8/23/22,Representative,26,"2,731",9%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Higgins,Male,White,,,Yes,No,New York,8/23/22,Representative,26,"28,485",91%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Richard E. Neal,Male,White,,,Yes,No,Massachusetts,9/6/22,Representative,1,"71,928",99%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James P. McGovern,Male,White,,,Yes,No,Massachusetts,9/6/22,Representative,2,"69,839",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lori Loureiro Trahan,Female,White,,,Yes,No,Massachusetts,9/6/22,Representative,3,"64,190",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jake Auchincloss,Male,White,,,Yes,No,Massachusetts,9/6/22,Representative,4,"67,738",99%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Katherine M. Clark,Female,White,,,Yes,No,Massachusetts,9/6/22,Representative,5,"84,845",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seth Moulton,Male,White,,,Yes,No,Massachusetts,9/6/22,Representative,6,"84,860",99%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ayanna S. Pressley,Female,Black,,,Yes,No,Massachusetts,9/6/22,Representative,7,"69,227",99%,Won,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A
Stephen F. Lynch,Male,White,,,Yes,No,Massachusetts,9/6/22,Representative,8,"73,191",99%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bill Keating,Male,White,,,Yes,No,Massachusetts,9/6/22,Representative,9,"81,530",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sonia Rosa Chang-Díaz,Female,Asian,Latino,,No,No,Massachusetts,9/6/22,Governor,N/A,"108,574",14%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maura Healey,Female,White,,,No,No,Massachusetts,9/6/22,Governor,N/A,"642,092",85%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lisa Blunt Rochester,Female,Black,,,Yes,No,Delaware,9/13/22,Representative,At-Large,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maggie Hassan,Female,White,,,Yes,No,New Hampshire,9/13/22,Senator,N/A,"88,146",94%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul J. Krautmann,Male,White,,,No,Yes,New Hampshire,9/13/22,Senator,N/A,"3,629",4%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John Riggieri,Male,White,,,No,Yes,New Hampshire,9/13/22,Senator,N/A,"1,680",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Pappas,Male,White,,,Yes,No,New Hampshire,9/13/22,Representative,1,"41,990",99%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ann McLane Kuster,Female,White,,,Yes,No,New Hampshire,9/13/22,Representative,2,"48,630",99%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tom Sherman,Male,White,,,No,No,New Hampshire,9/13/22,Governor,N/A,"82,607",97%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David N. Cicilline,Male,White,,,Yes,No,Rhode Island,9/13/22,Representative,1,"46,610",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Omar Bah,Male,Black (Gambian),,,No,No,Rhode Island,9/13/22,Representative,2,"2,600",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Spencer E. Dickinson,Male,White,,,No,No,Rhode Island,9/13/22,Representative,2,"1,318",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Joy Fox,Female,White,,,No,No,Rhode Island,9/13/22,Representative,2,"6,112",11%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Seth M. Magaziner,Male,White,,,No,No,Rhode Island,9/13/22,Representative,2,"30,309",54%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Sarah E. Morgenthau,Female,White,,,No,No,Rhode Island,9/13/22,Representative,2,"6,696",12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
David A. Segal,Male,White,,,No,No,Rhode Island,9/13/22,Representative,2,"9,067",16%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A
Matthew A. Brown,Male,White,,,No,Yes,Rhode Island,9/13/22,Governor,N/A,"9,021",8%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Helena Buonanno Foulkes,Female,White,,,No,Yes,Rhode Island,9/13/22,Governor,N/A,"33,931",30%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Nellie M. Gorbea,Female,Latino (Puerto Rican),,,No,Yes,Rhode Island,9/13/22,Governor,N/A,"29,811",26%,Lost,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Daniel J. McKee,Male,White,,,Yes,No,Rhode Island,9/13/22,Governor,N/A,"37,288",33%,Won,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Luis Daniel Muñoz,Male,Latino,,,No,Yes,Rhode Island,9/13/22,Governor,N/A,"3,547",3%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
