Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity
477222,PEPESHELDON,2,PEPECASH,1800
477222,MADMAXPEPE,2,PEPECASH,2000
477222,DOGEVSPEPE,2,PEPECASH,1994
477222,PEPEGOTSWAG,2,PEPECASH,1400
477222,MADMAXPEPE,2,PEPECASH,1776
477222,WESTERNPEPE,2,PEPECASH,2200
477222,PEPECASH,26000,RAREPEPESS,1
477223,GENIEPEPE,2,PEPECASH,4400
477223,ZENAFPEPE,3,PEPECASH,9000
477223,RESURKEKTION,30,PEPECASH,5700
477223,PEPERANGER,1,PEPECASH,2495
477223,ZENAFPEPE,2,PEPECASH,5000
477223,PEPECASH,29000,KUNISADAPEPE,1
477223,PEPESUPREME,1,PEPECASH,2000
477223,PEPEPOOL,3,PEPECASH,4200
477223,SEXAYEPEPE,4,XCP,2.6
477223,RARELORDKEK,1,XCP,3
477223,PEPERANGER,1,XCP,3
477223,PEPEROYAL,18,PEPECASH,16200
477223,GOODNITEPEPE,1,PEPECASH,1000
477223,HICKSPEPE,9,PEPECASH,2700
477223,PEPEMAORI,1,PEPECASH,1200
477223,OWLPEPE,1,PEPECASH,2000
477224,PEPESTYLE,1,PEPECASH,695
477224,THEVERYPEPE,4,PEPECASH,1200
477224,PEPECASH,1818.18181818,RAREWOLFPEPE,1
477224,PEPECASH,12000,PEPEAMCANI,1
477224,PEPECASH,22000,GEISHAPEPE,1
477224,BBAEPEPE,7,PEPECASH,4970
477224,FULLMETALPEP,1,PEPECASH,999
477224,THEVERYPEPE,5,PEPECASH,1250
477224,ULTIMATEPEPE,1,PEPECASH,969
477224,FULLMETALPEP,4,PEPECASH,4396
477224,MOONWAVEPEPE,1,PEPECASH,17000
477224,MOONWAVEPEPE,3,PEPECASH,60000
477225,PEPETERROR,17,PEPECASH,10200
477225,ERDOPEPEGAN,2,PEPECASH,1400
477225,PEPEKYRIE,1,PEPECASH,1480
477225,PEPECHAININ,10,PEPECASH,7500
477225,SMUGCHIPS,50,PEPECASH,5000
477225,SPIRITPEPE,3,PEPECASH,8700
477225,PEPEDHARMA,1,PEPECASH,3300
477225,PEPEGUEVARA,66,PEPECASH,19140
477225,HWNDUPEPE,5,PEPECASH,55.55
477225,PEPEGAIA,8,PEPECASH,28800
477225,LUPEPEN,3,PEPECASH,5070
477225,PEPEBEARD,2,PEPECASH,1400
477225,PEPECASH,3000,HAIRPEPE,1
477225,PEPECASH,10000,PEPEMONROE,1
477226,MELANCHOLIA,2,PEPECASH,10000
477226,PEPEMARKET,1,PEPECASH,4350
477226,PEPEMARKET,1,PEPECASH,4499
477227,PEPERUSSIAN,9,PEPECASH,9900
477228,PEPECASH,8000,SEGWITPEPE,1
477231,PEPELAMA,1,PEPECASH,15000
477231,PEPEDON,11,PEPECASH,10989
477231,PEPECANCAN,1,PEPECASH,1477
477231,CANNONPEPE,2,PEPECASH,3600
477231,PEPEXILE,1,PEPECASH,2000
477231,PEPESHKRELI,2,PEPECASH,2222
477231,PEPELAMA,1,PEPECASH,12000
477231,BOFPEPE,2,PEPECASH,4000
477231,GTPEPE,30,PEPECASH,3333.33
477231,YAMATOPEPE,2,PEPECASH,8888
477234,RPDUMPSTER,38,PEPECASH,190
477234,HULKPEPE,1,PEPECASH,2002
477234,PEPECASH,150000,NOFUCKSPUTIN,1
477234,IWANTTOPEPE,1,PEPECASH,4000
477235,NECROPEPE,1,PEPECASH,10000
477236,PEPECREAM,2,PEPECASH,1998
477240,PEPETODAMOON,3,XCP,21
477240,PEPETODAMOON,1,PEPECASH,3800
477240,PEPETODAMOON,1,PEPECASH,2800
477240,PEPETODAMOON,1,XCP,6.99
477241,RPDUMPSTER,22,PEPECASH,550
477241,GUMMYPEPE,4210,PEPECASH,4210
477242,FIGHTSYSTEM,1,PEPECASH,888
477243,DONTBEMENACE,1,PEPECASH,777
477243,MUNETOPEPE,2,PEPECASH,400
477243,PEPEGOP,5,PEPECASH,450
477243,CULTOFKEK,1,PEPECASH,2500
477243,MOBIUSPEPE,1,PEPECASH,350
477243,PEPELVSD,1,PEPECASH,1935
477243,PEPERRIDA,1,PEPECASH,1800
477243,PEPEPALACE,1,PEPECASH,2000
477243,SEXYLADYPEPE,1,PEPECASH,500
477248,MYRIADMPEPE,1,PEPECASH,1111
477250,ROLLINGPEPE,1,PEPECASH,1500
477251,KOJIPEPE,1,PEPECASH,3000
477251,DEXTERPEPE,2,PEPECASH,10000
477251,PEPESSANGE,1,PEPECASH,3250
477251,BACHELORPEPE,1,PEPECASH,20000
477251,PEPESMURF,1,PEPECASH,1500
477253,PEPECASH,1900,CSAT,100
477253,PEPECASH,4900,TRUMPRARE,1
477259,SHREMPEPE,100,PEPECASH,5000
477260,HWNDUPEPE,35,PEPECASH,388.85
477267,PEPECASH,10,TESTNETPEPE,250
477269,PEPECASH,115.13745,TESTNETPEPE,11513.745
477269,PEPECASH,30,TESTNETPEPE,1000
477269,PEPECASH,200,TESTNETPEPE,10000
477270,PEPECASH,7.0000023,TESTNETPEPE,5000.00164295
477271,FIGHTPEPE,1,PEPECASH,1300
477272,ICARUSPEPE,1,PEPECASH,500
477274,PRIVATEPEPE,2,XCP,2
477276,PEPEDZILLA,1,PEPECASH,1480
477282,PEPECASH,37500,PEPEPOWERTWO,3
477282,PEPECASH,37500,PEPEPOWERONE,3
477288,TESTNETPEPE,246526.75287486,PEPECASH,345.13745008
477289,TESTNETPEPE,45213.74523,PEPECASH,452.1374523
477289,TESTNETPEPE,23000,PEPECASH,230
477289,TESTNETPEPE,1329.16666653,PEPECASH,39.875
477295,TESTNETPEPE,4.16666667,PEPECASH,0.125
477295,TESTNETPEPE,500,PEPECASH,36.25
477295,TESTNETPEPE,999.9999999,PEPECASH,30
477298,XCP,0.5,PEPETIP,10
477299,PEPECASH,0.9,THEPEPE,9
477301,PEPETIP,48,XCP,3.6
477304,PEPETIP,25,XCP,12.5
477305,RAREPEPEPRTY,15,XCP,24.75
477310,XCP,14,LORDGLEN,2
477317,PEPECASH,24000,SEGWITPEPE,3
477321,XCP,50,BOMINABLPEPE,1
477323,PEPEKEKCOIN,5,PEPECASH,150
477323,CARCRASHPEPE,1,PEPECASH,500
477323,PEPEGUEVARA,1,PEPECASH,590
477323,KATYPEPE,1,PEPECASH,99
477323,PEPEFREEDOM,1,PEPECASH,50
477323,HICKSPEPE,1,PEPECASH,300
477323,TOWEROFPEPE,1,PEPECASH,129
477323,MINIONPEPE,1,PEPECASH,49
477323,PEPEAMD,5,PEPECASH,125
477323,QBITSPEPE,1,PEPECASH,110
477323,PEPETIP,1,PEPECASH,20
477323,BUDDHAPEPES,1,PEPECASH,30
477323,RICHPEPE,10,PEPECASH,190
477323,PEPECREAM,1,PEPECASH,1000
477323,RPDUMPSTER,1,PEPECASH,48
477324,PEPECASH,78.825,TESTNETPEPE,1085.74380165
477325,PEPENATTI,3,PEPECASH,1152
477340,PEPEBUCKS,1,PEPECASH,200
477340,PEPEBUCKS,1,PEPECASH,200
477340,SANTAPEPE,1,PEPECASH,250
477340,WNPEPEPEPEPE,1,PEPECASH,5
477340,RAREPEPEPUMP,1,PEPECASH,50
477340,PREPEDATOR,1,PEPECASH,300
477341,PEPEKMONGO,1,PEPECASH,250
477341,SMUGCHIPS,3,PEPECASH,300
477341,PEPEZ,1,PEPECASH,200
477342,PEPEPARTY,1,PEPECASH,399
477342,FRENCHPEPE,2,PEPECASH,1500
477353,LITTLEBOPEPE,5,PEPECASH,4440
477353,BANEPEPE,2,PEPECASH,1040
477353,KEISERPEPE,2,PEPECASH,3300
477353,BANEPEPE,8,PEPECASH,4160
477355,PEPETRADERS,1,PEPECASH,50
477362,MOBIUSPEPE,2,PEPECASH,700
477366,PEPECASH,150000,JESUSPEPE,1
477367,RICKYPEPE,1,PEPECASH,500
477368,IRONMANPEPE,1,PEPECASH,1500
477368,KATYPEPE,1,PEPECASH,99
477369,RICKYPEPE,2,PEPECASH,2000
477372,TRUMPEPE,1,PEPECASH,3777
477373,PEPESURF,5,PEPECASH,50
477373,PEPECASH,4500,MODIPEPE,4
477374,BARBARICPEPE,1,PEPECASH,3750
477375,TESTNETPEPE,1000,PEPECASH,70
477376,PEPESURF,5,PEPECASH,50
477376,TESTNETPEPE,1502.14285714,PEPECASH,105.15
477376,PEPESURF,7,PEPECASH,140
477377,RAREPEPEPRTY,4,XCP,7
477377,PEPESURF,3,PEPECASH,60
477380,KATYPEPE,1,PEPECASH,99
477380,PEPECASH,2500,SPEPECTRE,4
477380,PEPECASH,350,PEPECAMO,1
477380,PEPECASH,2400,RINGITPEPE,4
477382,PEPESURF,5,PEPECASH,250
477382,PEPECASH,4400,PEROCHI,4
477382,PEPEGIRL,1,PEPECASH,700
477382,PEPECASH,60,PEPESURF,3
477384,PEPECASH,100,PEPESURF,2
477385,YAMATOPEPE,1,PEPECASH,4443
477385,HULAPEPE,1,PEPECASH,5000
477386,PEPECASH,250,PEPESURF,5
477386,PEROCHI,1,PEPECASH,1200
477386,PEPECASH,1265,GUARDSASKIAN,1
477389,PEPESURF,3,PEPECASH,600
477389,FLINTPEPE,1,PEPECASH,2000
477390,BARBARICPEPE,1,PEPECASH,3750
477391,PEROCHI,1,PEPECASH,1300
477392,TADPOLEPEPE,2,PEPECASH,400
477392,GAMEBOIPEPE,1,PEPECASH,555
477393,PEROCHI,1,PEPECASH,1500
477398,PEPECASH,1830,PEPEGHIDORAH,5
477403,THEPEPE,1,PEPECASH,0.1
477403,PEPEGHIDORAH,1,PEPECASH,450.00045
477406,HANSEIPEPE,1,PEPECASH,660
477406,GIVEKUDOS,1,PEPECASH,0.095
477408,FLINTPEPE,1,PEPECASH,2000
477408,RAREPEPEPRTY,1,XCP,1.75
477410,PEROCHI,1,PEPECASH,1600
477415,OPTIMUSPEPE,2,PEPECASH,19998
477417,ZOMBIEPEPES,1000,PEPECASH,1
477419,PEPEWONKA,4,PEPECASH,4800
477419,PEPEWONKA,1,PEPECASH,1200
477419,PEPEGHIDORAH,2,PEPECASH,900.0009
477420,PEPECASH,4800,PEPESHADES,4
477420,PEPECASH,4500,ISOPEPE,5
477421,PEPEGHIDORAH,1,PEPECASH,450.00045
477424,PEPELAVEY,3,PEPECASH,1500
477425,PEPESURF,1,PEPECASH,500
477426,PEPECASH,12500,PEPEGATES,5
477427,PEPEAMANDA,15,PEPECASH,75000
477427,FLINTPEPE,2,PEPECASH,4000
477427,PEPELITTLE,2,PEPECASH,5998
477427,WILEPEPE,5,PEPECASH,12500
477427,PEPEWONKA,5,PEPECASH,6000
477428,PEPESURF,5,XCP,0.5
477428,PEPESHADES,15,XCP,60
477428,PEPESHADES,5,PEPECASH,6500
477428,PEPECASH,6000,PEPEWONKA,5
477428,PEPEGHIDORAH,6,PEPECASH,2700.0027
477428,FLINTPEPE,8,PEPECASH,16000
477428,PEPESURF,2,PEPECASH,1000
477430,LOWRIDERPEPE,2,PEPECASH,6000
477430,PEPESURF,2,PEPECASH,2000
477430,MODIPEPE,2,PEPECASH,3000
477430,HODLWOOD,5,PEPECASH,17500
477430,PEPEAMANDA,25,PEPECASH,125000
477431,RINGITPEPE,1,PEPECASH,750
477432,ISEEYOUPEPE,2,PEPECASH,3980
477432,PEPESHADES,1,PEPECASH,1300
477433,PEPECASH,900,SPEPECTRE,3
477433,PEPECASH,625,SPEPECTRE,1
477433,PEPECASH,512,SPEPECTRE,2
477434,PHNTOMOFPEPE,1,PEPECASH,2500
477434,SPEPECTRE,2,PEPECASH,500
477435,DANPEPERIAN,1,PEPECASH,1500
477437,PEPETARO,1,PEPECASH,2500
477437,SPEPECTRE,1,PEPECASH,600
477437,PHNTOMOFPEPE,2,PEPECASH,5000
477440,ISEEYOUPEPE,3,PEPECASH,5970
477442,SPEPECTRE,19,PEPECASH,11400
477442,PEPECASH,500,PEPESURF,1
477444,PEPELITTLE,1,PEPECASH,2999
477444,PEPETARO,1,PEPECASH,2500
477444,HODLWOOD,1,PEPECASH,3800
477444,PEPEAMANDA,1,PEPECASH,10000
477444,PHNTOMOFPEPE,1,PEPECASH,3582.94518094
477444,PEPELAVEY,2,PEPECASH,1000
477444,LOWRIDERPEPE,1,PEPECASH,3000
477444,XCP,20,SPEPECTRE,10
477445,RAREPEPEMAG,1,PEPECASH,100
477447,RAREPEPEPUMP,1,PEPECASH,50
477447,PEPECASH,500,PEPELAVEY,1
477447,WNPEPEPEPEPE,1,PEPECASH,5
477449,DOCTORPEPE,1,PEPECASH,750
477455,PEROCHI,1,PEPECASH,1850
477457,PEPEGIRL,1,PEPECASH,700
477459,SPEPECTRE,2,PEPECASH,1800
477462,PEPESHADES,14,PEPECASH,18200
477462,PEPECASH,1850,PEROCHI,1
477463,XCP,56,PEPESHADES,14
477467,MERKLETREEPE,10,PEPECASH,7770
477467,PEPECASH,5000,WILEPEPE,2
477468,PEPECASH,1300,COVPEPERARE,1
477470,PEPECASH,1250,COVPEPERARE,1
477472,SPEPECTRE,1,PEPECASH,900
477475,BTCPEPE,1,PEPECASH,1500
477475,PEPEBALL,10,PEPECASH,500
477478,KOIPEPE,2,PEPECASH,3500
477478,PEPECASH,8000,SEGWITPEPE,1
477489,PEPETARO,1,PEPECASH,2800
477490,PEPECASH,2500,WILEPEPE,1
477490,PEROCHI,1,PEPECASH,2300
477491,GUARDSASKIAN,1,PEPECASH,5000
477491,GUARDSASKIAN,1,PEPECASH,7777
477491,GUARDSASKIAN,1,PEPECASH,10000
477493,SPEPECTRE,17,PEPECASH,15300
477493,PHNTOMOFPEPE,2,PEPECASH,7165.89036188
477493,PEPETARO,1,PEPECASH,2800
477493,GETPEPEFREE,10,PEPECASH,15000
477493,LOWRIDERPEPE,2,PEPECASH,6000
477493,PEPELAVEY,10,PEPECASH,6660
477493,PEPELITTLE,2,PEPECASH,5998
477494,ISEEYOUPEPE,5,PEPECASH,14500
477498,PEPEGHIDORAH,1,PEPECASH,450.00045
477502,GETPEPEFREE,2,PEPECASH,3000
477502,PHNTOMOFPEPE,10,XCP,80
477503,FEELSPEPE,2,PEPECASH,8000
477505,PEPECASH,100000,PUTINPEPE,1
477506,PEPECASH,950,ISOPEPE,1
477506,PEPECASH,2850,ISOPEPE,3
477506,PEPECASH,2000,ISOPEPE,2
477508,PEPECASH,2000,PEPEACIDTRIP,2
477508,PEPECASH,4000,PEPEACIDTRIP,4
477508,PEPECASH,6000,PEPEACIDTRIP,6
477510,PEPECASH,3000,MODIPEPE,2
477515,PEPECASH,10000,GUARDSASKIAN,1
477515,PEPECASH,3596,PEPEACIDTRIP,4
477525,PEPECASH,4500,RICKYPEPE,3
477526,ISOPEPE,1,PEPECASH,1500
477530,ZOMBIEPEPES,1,PEPECASH,0.001
477533,PEPECASH,4800,GUYBRUSH,4
477535,GETPEPEFREE,1,PEPECASH,1500
477535,PEPEACIDTRIP,1,PEPECASH,850
477536,PEPECASH,2500,WILEPEPE,1
477542,PEPEPHONEHOM,8,XCP,24
477542,WHISKEYPEPE,1,PEPECASH,150
477545,GETPEPEFREE,4,PEPECASH,6000
477547,GNITEPEPE,1,PEPECASH,3000
477547,DEXTERPEPE,2,PEPECASH,15000
477547,DEXTERPEPE,1,PEPECASH,7500
477547,DEXTERPEPE,1,PEPECASH,7450
477553,PEPEACIDTRIP,2,PEPECASH,1700
477556,GNITEPEPE,3,PEPECASH,4500
477561,PEPECASH,65000,RAREPEPE,1
477561,PEPECASH,9800,TRUMPRARE,2
477563,GURUPEPE,40,PEPECASH,14000
477563,PEPEONECOIN,1000000,PEPECASH,11098.7791343
477563,PEPECASH,14000,PEPESHADES,10
477563,PEPEPARTY,19,PEPECASH,7581
477563,LUCKYPEPE,2,PEPECASH,198
477563,XOBLORTPEPE,1,PEPECASH,2800
477563,XOBLORTPEPE,2,PEPECASH,5500
477564,PEPEPOWERTWO,1,PEPECASH,19000
477564,PEPEPOWERONE,1,PEPECASH,19000
477564,PEPEPOWERTWO,1,PEPECASH,20000
477569,GNITEPEPE,1,PEPECASH,3000
477570,PEPECASH,8400,XOBLORTPEPE,3
477570,PEPECASH,60000,RAREPEPE,1
477570,PEPESHADES,5,PEPECASH,10000
477570,BLAINEPEPE,1,PEPECASH,22000
477570,BLAINEPEPE,1,PEPECASH,21000
477571,PEPETARO,2,PEPECASH,6000
477571,XCP,4,PEPESHADES,1
477572,GNITEPEPE,1,PEPECASH,2500
477572,XCP,14,PEPETARO,2
477572,PEPEPOWERONE,1,PEPECASH,20000
477575,BARBARICPEPE,3,PEPECASH,11250
477578,PEPESURF,1,PEPECASH,800
477578,SPEPECTRE,1,PEPECASH,1200
477578,SPEPECTRE,1,PEPECASH,1200
477579,PEPELSD,5,PEPECASH,7500
477581,PEPEBALL,1,PEPECASH,50
477581,PEPESURF,1,PEPECASH,1000
477583,NEWYEARPEPE,1,PEPECASH,185
477585,THEPEPE,500,PEPECASH,50
477585,BUDDHAPEPES,2,PEPECASH,154
477585,SNOWDENPEPE,1,PEPECASH,100
477589,DAOPEPEHACK,0.01,PEPECASH,166.66
477598,MEMPOOLPEPE,1,PEPECASH,160
477598,UNITEDPEPE,1,PEPECASH,24
477598,RICHPEPE,3,PEPECASH,57
477598,PEPETIP,3,PEPECASH,60
477599,MINIONPEPE,2,PEPECASH,98
477599,PEPEAMD,5,PEPECASH,125
477599,KEKWAVE,2,PEPECASH,130
477599,KEROPEPE,5,PEPECASH,1665
477599,PEPELEMMING,2,PEPECASH,200
477599,PEPEBALL,5,PEPECASH,250
477600,HODLWOOD,1,PEPECASH,3800
477600,CYBERPEPE,1,PEPECASH,8000
477604,PEPESURF,1,PEPECASH,1000
477606,PEPETRAZ,1,XCP,3
477606,WESTERNPEPE,1,XCP,3
477606,PEPENOSAURUS,2,XCP,4
477606,RESURKEKTION,2,XCP,1
477606,PEPEWANTSYOU,2,XCP,10
477606,PEPEPAWNSHOP,5,XCP,15
477606,THINKINGPEPE,1,XCP,2.5
477607,HWNDUPEPE,3,PEPECASH,33.33
477607,KEKISTAN,2,PEPECASH,148
477607,WARRIORPEPE,2,XCP,4
477607,PACPEPE,3,PEPECASH,300
477607,PEPEATARI,2,PEPECASH,1400
477607,FLAPPYPEPE,1,PEPECASH,1000
477608,MARIACHIPEPE,2,PEPECASH,800
477610,PEPECASH,3000,GNITEPEPE,2
477611,XCP,0.0225,TESTNETPEPE,250
477616,BEACHPEPE,1,PEPECASH,1500
477621,PEPEPASSPORT,1,PEPECASH,80
477621,BADLTPEPE,2,PEPECASH,300
477621,MUNETOPEPE,2,PEPECASH,400
477624,SNOTPEPE,2,PEPECASH,1000
477624,PEPESAIYAN,1,PEPECASH,150
477624,UKIPEPE,1,PEPECASH,1500
477624,PEPEHUNGRY,2,PEPECASH,500
477624,PEPEBUCKS,2,PEPECASH,400
477633,PEPECASH,17200,PUREGOLDPEPE,4
477636,NOFAPPEPE,1,PEPECASH,2500
477643,XCP,35,PEPETARO,5
477644,PEPETIP,1,PEPECASH,20
477644,RARESPURDO,1,PEPECASH,10
477644,HWNDUPEPE,1,PEPECASH,11.11
477644,PEPESOURCE,1,PEPECASH,2750
477644,PEPESAIYAN,1,PEPECASH,150
477644,WNPEPEPEPEPE,1,PEPECASH,5
477646,MUNETOPEPE,2,PEPECASH,400
477648,PEPECARNIVAL,1,PEPECASH,1500
477653,PEPENATTI,2,PEPECASH,780
477654,YETIPEPE,4,PEPECASH,888
477655,GUMMYPEPE,300,PEPECASH,600
477655,PEPLACE,4,PEPECASH,200
477655,PEPECASH,3200,LOWRIDERPEPE,1
477656,SOGGYPEPE,1,PEPECASH,99
477657,PEPESSANGE,1,XCP,4
477658,PEPECARNIVAL,2,PEPECASH,3000
477658,PEPECARNIVAL,7,PEPECASH,10500
477659,XCP,8,PEPECARNIVAL,2
477659,XCP,12.5,PEPECARNIVAL,5
477659,PEPECARNIVAL,10,PEPECASH,15000
477659,PEPECASH,5200,GNITEPEPE,4
477674,PEPECASH,30000,MATISSEPEPE,1
477676,PEPECASH,2241.009,PEPEBONGSPHP,9
477676,PEPECASH,51000,RAREPEPE,1
477688,PEPECASH,3600,GUYBRUSH,2
477688,PEPECASH,900,ISOPEPE,1
477691,RAREPEPEPRTY,10,XCP,16.3
477692,PEROCHI,1,PEPECASH,2500
477693,PEPECASH,10000,PEPEVIAGRA,1
477695,STANDINGPEPE,1,PEPECASH,50
477695,PEPEPASSPORT,1,PEPECASH,80
477695,DOLLARPEPE,1,PEPECASH,77
477695,PEPECONDOM,1,PEPECASH,75
477695,PEPEPLISSKEN,1,PEPECASH,88
477695,RPDUMPSTER,1,PEPECASH,48
477695,SHREMPEPE,1,PEPECASH,75
477695,PHILANTHROPE,3,PEPECASH,999
477695,PEPEBALL,1,PEPECASH,50
477695,PEPEFREEDOM,1,PEPECASH,50
477695,MINIONPEPE,1,PEPECASH,49
477695,KIDPEPE,1,PEPECASH,50
477695,PEPELAVEY,1,PEPECASH,500
477695,SICKDEVPEPE,1,PEPECASH,75
477695,KEKISTAN,1,PEPECASH,74
477695,BTFDPEPE,1,PEPECASH,66
477695,KEKWAVE,1,PEPECASH,65
477698,PEPECASH,1200,PEPEDAVID,1
477699,PEPEACIDTRIP,1,PEPECASH,850
477701,PEPECASH,2700,ISOPEPE,3
477703,PEPEACIDTRIP,1,PEPECASH,850
477706,ISOPEPE,3,PEPECASH,4500
477708,MARSPEPE,1,PEPECASH,100
477708,SMUGCHIPS,1,PEPECASH,100
477708,GNUPEPE,1,PEPECASH,111
477709,KEKISTAN,20,PEPECASH,1480
477710,KEKWAVE,2,PEPECASH,130
477710,SCHROEPEPE,2,PEPECASH,800
477710,KEKWAVE,4,PEPECASH,336
477713,RAREPEPEPRTY,2,XCP,3.5
477714,PEPESCIENCE,1,XCP,1.999
477714,XCP,9,PEPEDRAGO,3
477715,PEPECARNIVAL,2,PEPECASH,4000
477716,PEPEDRAGO,1,PEPECASH,2000
477716,PEPEDRAGO,1,PEPECASH,1000
477716,PEPEEVO,1,PEPECASH,1000
477717,PEPECASH,2500,WILEPEPE,1
477717,PEPEEVO,1,PEPECASH,1500
477717,PEPEEVO,5,PEPECASH,10000
477718,PEPEGHIDORAH,3,PEPECASH,1350.00135
477721,PEPEEVO,1,PEPECASH,2600
477721,XCP,12,PEPEEVO,3
477726,PEPECASH,8000,FEELSPEPE,2
477726,PEPECASH,6001,FUTURESPEPE,1
477730,PEPEBRICCO,1,PEPECASH,800
477736,PEPMONDRIAN,5,PEPECASH,14500
477741,PEPEEVO,1,PEPECASH,2800
477745,THISISFINE,1,PEPECASH,7777
477746,BANEPEPE,1,PEPECASH,545
477746,HEISENPEPE,1,PEPECASH,1000
477746,PEPECASH,1777,PEPECAMO,1
477749,PEPEHERO,1,PEPECASH,3500
477749,PEPEDRAGO,1,PEPECASH,2000
477750,HLYPEPANCAKE,1,PEPECASH,300
477751,HLYPEPANCAKE,2,PEPECASH,600
477751,OBEYPEPE,2,PEPECASH,3980
477752,ROOMRAREPEPE,2,PEPECASH,15400
477755,PEPENIETZSCH,1,PEPECASH,4000
477756,PEPELAVEY,4,PEPECASH,2000
477756,PEPEACIDTRIP,5,PEPECASH,4250
477757,HISTORICPEPE,10,PEPECASH,20000
477757,HISTORICPEPE,35,PEPECASH,70000
477757,MCPEPESCHER,1,PEPECASH,1200
477761,GIVEKUDOS,500,PEPECASH,47.5
477764,MEMETICMAGIC,1,PEPECASH,2900
477764,PEPEBREAKUP,2,PEPECASH,6000
477764,PEPEPOET,1,PEPECASH,7500
477764,PEPEYOTES,3,PEPECASH,4500
477766,PEPESOUP,1,PEPECASH,4000
477769,BAYLOP,1,PEPECASH,1968
477769,HLYPEPANCAKE,3,PEPECASH,900
477769,PEPELEVI,1,PEPECASH,3000
477769,PEPEBRICCO,2,PEPECASH,1600
477769,FEELSPEPE,1,PEPECASH,4500
477769,PEPEEVO,1,PEPECASH,3000
477770,YAMATOPEPE,1,PEPECASH,4444
477771,HLYPEPANCAKE,3,PEPECASH,900
477771,PEPECASH,10000,PEPEMONROE,1
477776,PEPEEVO,1,PEPECASH,3300
477776,HLYPEPANCAKE,1,PEPECASH,300
477777,SALVADORPEPE,1,PEPECASH,18000
477777,THEPEPEZONE,1,PEPECASH,1000
477779,THEPEPE,338,PEPECASH,33.8
477782,HLYPEPANCAKE,5,PEPECASH,1500
477782,PEPEJIRO,1,PEPECASH,1000
477782,PEPELARGE,25,PEPECASH,17500
477783,PEPELSD,1,PEPECASH,2500
477783,TADPOLEPEPE,10,PEPECASH,1500
477783,CULTOFKEK,1,PEPECASH,2500
477783,GAMEBOIPEPE,2,PEPECASH,1110
477783,KAMIKAZEPEPE,1,PEPECASH,1500
477797,PEPEBRICCO,1,PEPECASH,800
477797,PORPEPELAMBO,10,PEPECASH,990
477797,PORPEPELAMBO,2,PEPECASH,198
477797,HLYPEPANCAKE,1,PEPECASH,300
477799,HAIRPEPE,1,PEPECASH,5000
477804,PEPEKEKCOIN,1,PEPECASH,77
477804,CHOCOPEPE,1,PEPECASH,250
477806,GTPEPE,50,PEPECASH,5555.55
477806,MERKLETREEPE,6,PEPECASH,4662
477807,BAGHOLDRPEPE,1,PEPECASH,3150
477808,SICKDEVPEPE,10,PEPECASH,750
477810,TADPOLEPEPE,2,PEPECASH,400
477814,PEPECASH,15000,HISTORICPEPE,5
477821,UZUMAKIPEPE,20,PEPECASH,6000
477823,PEPECASH,10000,UZUMAKIPEPE,20
477823,UKIYOEPEPE,10,PEPECASH,9990
477824,XCP,9,PEPEDRACULA,3
477826,PEPESEARCH,1,PEPECASH,2000
477829,PEPEWAT,1,PEPECASH,800
477831,PEPEWAT,59,PEPECASH,47200
477831,PEPESEARCH,4,PEPECASH,8000
477832,UZUMAKIPEPE,3,PEPECASH,1800
477832,PEPECASH,3000,GUYBRUSH,3
477832,XCP,15,PEPEHOPE,5
477832,UKIYOEPEPE,1,PEPECASH,1390
477834,UKIYOEPEPE,2,PEPECASH,2780
477834,UZUMAKIPEPE,4,PEPECASH,2400
477834,HISTORICPEPE,1,PEPECASH,3250
477834,PEPESEARCH,5,PEPECASH,10000
477837,PEPENGAROO,3,PEPECASH,4500
477839,MIDIPEPE,1,PEPECASH,890
477839,FASTPEPE,5,PEPECASH,1250
477839,XCP,0.333,MARSPEPE,1
477839,UZUMAKIPEPE,3,PEPECASH,1800
477841,XCP,9,PEPESEARCH,3
477841,XCP,9,HISTORICPEPE,3
477841,PEPENGAROO,17,PEPECASH,25500
477842,KEKISTAN,10,PEPECASH,700
477842,UZUMAKIPEPE,2,PEPECASH,1200
477843,HISTORICPEPE,3,PEPECASH,9000
477846,UZUMAKIPEPE,4,PEPECASH,2400
477846,FASTPEPE,4,PEPECASH,1000
477846,PEPEWAT,2,PEPECASH,1900
477846,UKIYOEPEPE,2,PEPECASH,2780
477848,UZUMAKIPEPE,4,PEPECASH,2400
477848,PEPECASH,1332,KEKOFWAR,3
477848,PEPECASH,2800,KEKOFWAR,7
477852,PEPETHREESIX,16,PEPECASH,5056
477852,PEPEWAT,2,PEPECASH,1900
477853,XCP,25,CYBERPEPE,5
477855,PEPECASH,9000,PEPEEVO,3
477858,PEPETHREESIX,3,PEPECASH,1548
477859,PEPECASH,25000,HISTORICPEPE,10
477860,DIERCHANCHU,1,PEPECASH,7777
477861,KEKOFWAR,2,PEPECASH,1000
477865,PEPECASH,1800,PEPETERSON,4
477867,PEPEHOPE,1,PEPECASH,2999
477867,PEPECASH,2040,PEPELYNMASON,2
477867,KANDINSKYPEP,1,PEPECASH,6000
477871,UZUMAKIPEPE,2,PEPECASH,1400
477875,UZUMAKIPEPE,18,PEPECASH,12600
477875,PEPECASH,500,PEPEKARMA,1
477875,PEPECASH,808,PEPEKARMA,2
477878,UZUMAKIPEPE,20,PEPECASH,16000
477878,PEPECASH,404,PEPEKARMA,1
