RespondentID,"Generally speaking, how would you rate your level of knowledgeÊof cuisines from different parts of the world?","How much, if at all, are you interested in cuisines from different parts of the world?",Please rate how much you like the traditional cuisine of Algeria:,Please rate how much you like the traditional cuisine of Argentina.,Please rate how much you like the traditional cuisine ofÊAustralia.,Please rate how much you like the traditional cuisine of Belgium.,Please rate how much you like the traditional cuisine of Bosnia and Herzegovina.,Please rate how much you like the traditional cuisine of Brazil.,Please rate how much you like the traditional cuisine of Cameroon.,Please rate how much you like the traditional cuisine of Chile.,Please rate how much you like the traditional cuisine of Colombia.,Please rate how much you like the traditional cuisine of Costa Rica.,Please rate how much you like the traditional cuisine of Croatia.,Please rate how much you like the traditional cuisine of Ecuador.,Please rate how much you like the traditional cuisine of England.,Please rate how much you like the traditional cuisine of France.,Please rate how much you like the traditional cuisine of Germany.,Please rate how much you like the traditional cuisine of Ghana.,Please rate how much you like the traditional cuisine of Greece.,Please rate how much you like the traditional cuisine of Honduras.,Please rate how much you like the traditional cuisine of Iran.,Please rate how much you like the traditional cuisine of Italy.,Please rate how much you like the traditional cuisine of Ivory Coast.,Please rate how much you like the traditional cuisine of Japan.,Please rate how much you like the traditional cuisine of Mexico.,Please rate how much you like the traditional cuisine of the Netherlands.,Please rate how much you like the traditional cuisine of Nigeria.,Please rate how much you like the traditional cuisine of Portugal.,Please rate how much you like the traditional cuisine of Russia.,Please rate how much you like the traditional cuisine of South Korea.,Please rate how much you like the traditional cuisine of Spain.,Please rate how much you like the traditional cuisine of Switzerland.,Please rate how much you like the traditional cuisine of United States.,Please rate how much you like the traditional cuisine of Uruguay.,Please rate how much you like the traditional cuisine of China.,Please rate how much you like the traditional cuisine of India.,Please rate how much you like the traditional cuisine of Thailand.,Please rate how much you like the traditional cuisine of Turkey.,Please rate how much you like the traditional cuisine of Cuba.,Please rate how much you like the traditional cuisine of Ethiopia.,Please rate how much you like the traditional cuisine of Vietnam.,Please rate how much you like the traditional cuisine of Ireland.,Gender,Age,Household Income,Education,Location (Census Region)
3306445773,Intermediate,Some,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,4,N/A,N/A,4,N/A,4,3,N/A,N/A,N/A,N/A,N/A,4,3,3,N/A,4,4,4,N/A,4,N/A,4,N/A,Female,> 60,"$100,000 - $149,999",Graduate degree,East South Central
3306445653,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,Female,30-44,,Graduate degree,South Atlantic
3306445571,Novice,Not at allÊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306445569,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,5,2,N/A,5,N/A,4,3,N/A,5,3,4,4,N/A,5,4,N/A,N/A,N/A,N/A,4,5,N/A,4,N/A,4,5,5,N/A,4,N/A,4,N/A,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3306445236,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,N/A,N/A,3,N/A,N/A,4,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$150,000+",Some college or Associate degree,Pacific
3306445000,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,3,N/A,3,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3306443988,Intermediate,Some,3,3,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,4,3,N/A,4,N/A,3,4,N/A,3,3,3,N/A,3,3,N/A,4,N/A,4,N/A,3,3,N/A,3,3,N/A,3,4,Female,45-60,"$25,000 - $49,999",Graduate degree,New England
3306443892,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,3,N/A,N/A,4,N/A,3,4,N/A,N/A,4,N/A,N/A,4,4,4,N/A,3,2,N/A,N/A,N/A,N/A,N/A,3,Male,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
3306443874,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,N/A,N/A,3,N/A,N/A,4,N/A,4,4,N/A,4,N/A,N/A,3,3,N/A,5,N/A,4,3,N/A,N/A,3,3,N/A,N/A,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3306443845,Advanced,A lot,N/A,4,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,3,3,3,4,N/A,4,N/A,N/A,4,N/A,5,4,4,N/A,4,2,N/A,3,4,3,N/A,4,5,4,N/A,5,N/A,4,3,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
3306443744,Novice,Not muchÊ,N/A,N/A,4,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,4,3,5,N/A,3,N/A,N/A,5,N/A,3,4,N/A,N/A,N/A,2,N/A,4,N/A,5,N/A,4,1,3,N/A,3,N/A,3,3,Female,30-44,"$100,000 - $149,999",Bachelor degree,West North Central
3306443601,Intermediate,A lot,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,3,3,3,N/A,5,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,3,5,N/A,4,N/A,3,N/A,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3306443553,Intermediate,A lot,N/A,N/A,N/A,N/A,N/A,4,5,5,4,5,N/A,N/A,4,4,4,N/A,5,N/A,5,5,N/A,4,5,N/A,5,3,N/A,5,N/A,N/A,5,N/A,5,5,5,4,4,4,4,N/A,Female,45-60,"$50,000 - $99,999",Graduate degree,West South Central
3306442941,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,3,4,4,N/A,4,N/A,N/A,4,N/A,4,5,N/A,4,4,N/A,N/A,5,3,4,N/A,4,5,5,4,4,3,4,2,Male,> 60,"$150,000+",Graduate degree,East North Central
3306441987,Advanced,A lot,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,3,N/A,5,N/A,N/A,5,N/A,2,4,2,N/A,4,3,4,4,4,5,N/A,5,5,5,4,5,3,5,3,Female,45-60,,Graduate degree,East North Central
3306441968,Intermediate,Some,N/A,4,N/A,N/A,N/A,3,N/A,N/A,4,3,3,N/A,2,3,2,N/A,4,4,N/A,5,N/A,N/A,5,N/A,N/A,N/A,4,3,4,N/A,3,N/A,2,2,2,5,4,N/A,N/A,3,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3306441838,Novice,Some,N/A,3,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,N/A,4,N/A,3,4,3,N/A,N/A,N/A,N/A,3,N/A,4,N/A,2,2,N/A,N/A,3,N/A,3,3,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3306441827,Expert,A lot,N/A,5,4,5,N/A,4,N/A,5,4,4,N/A,3,4,4,4,N/A,5,3,N/A,5,3,4,3,4,2,5,N/A,3,5,5,4,3,3,4,3,3,5,3,3,2,Female,> 60,,Graduate degree,Mountain
3306441817,Intermediate,Some,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,4,N/A,4,N/A,N/A,5,N/A,3,3,N/A,N/A,N/A,3,N/A,3,N/A,3,N/A,3,3,3,3,N/A,N/A,N/A,N/A,Male,> 60,"$50,000 - $99,999",Bachelor degree,East North Central
3306441468,Intermediate,A lot,N/A,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,N/A,2,4,3,N/A,3,N/A,N/A,5,N/A,3,4,N/A,N/A,3,3,N/A,4,3,5,N/A,3,3,N/A,N/A,3,2,3,2,Female,> 60,"$25,000 - $49,999",High school degree,West North Central
3306441221,Intermediate,A lot,N/A,4,3,3,N/A,N/A,N/A,4,4,4,N/A,4,5,4,4,N/A,5,5,N/A,5,N/A,5,4,3,3,4,4,4,4,3,2,N/A,4,5,5,4,3,4,5,3,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
3306441146,Novice,Some,4,5,4,4,N/A,5,N/A,4,4,4,N/A,4,5,5,5,4,5,4,4,5,4,5,5,4,4,5,4,5,5,4,5,4,5,5,5,4,5,4,5,4,Female,> 60,"$150,000+",Some college or Associate degree,West South Central
3306440989,Intermediate,A lot,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,4,3,5,3,4,5,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,2,4,5,N/A,5,N/A,4,5,5,N/A,4,N/A,4,3,Female,30-44,"$25,000 - $49,999",Graduate degree,Mountain
3306440925,Intermediate,Some,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,5,N/A,5,N/A,N/A,5,N/A,2,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,3,N/A,N/A,3,N/A,N/A,4,Female,45-60,,Bachelor degree,East South Central
3306440874,Intermediate,Some,N/A,3,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,2,5,4,N/A,4,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,4,4,N/A,4,3,3,3,N/A,N/A,3,3,,,,,
3306440380,Advanced,Some,2,N/A,3,2,N/A,3,N/A,N/A,2,3,N/A,N/A,3,4,3,N/A,5,N/A,N/A,4,N/A,4,3,N/A,N/A,N/A,3,2,2,N/A,4,N/A,3,3,4,N/A,4,N/A,2,4,Female,30-44,"$150,000+",Some college or Associate degree,South Atlantic
3306440274,Novice,Some,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,3,N/A,N/A,N/A,N/A,5,N/A,3,3,3,N/A,N/A,N/A,N/A,3,N/A,3,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3306440215,Novice,Not muchÊ,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,5,N/A,3,N/A,N/A,3,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,3,N/A,3,N/A,N/A,3,Female,45-60,"$0 - $24,999",Less than high school degree,West South Central
3306439775,Intermediate,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,> 60,,Graduate degree,Pacific
3306439190,Novice,A lot,,,,,,,,,,,,,,,,,,,,,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,,,,,
3306438888,Intermediate,Some,N/A,5,N/A,N/A,N/A,3,N/A,N/A,4,3,N/A,N/A,4,5,4,N/A,4,N/A,N/A,5,N/A,4,4,N/A,N/A,N/A,3,N/A,4,N/A,5,5,4,5,4,N/A,4,N/A,5,N/A,Male,45-60,,Graduate degree,West South Central
3306438281,Intermediate,Some,N/A,3,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,4,N/A,5,N/A,N/A,4,N/A,4,4,4,N/A,3,3,N/A,4,5,4,N/A,4,2,3,3,3,N/A,N/A,3,Female,> 60,,Bachelor degree,Mountain
3306438014,Intermediate,A lot,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,3,3,4,N/A,3,4,3,3,4,N/A,3,3,3,4,3,3,N/A,3,3,4,N/A,4,2,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3306437843,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,3,N/A,3,N/A,N/A,5,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,3,4,N/A,4,3,3,N/A,3,N/A,N/A,3,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3306435606,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,3,3,3,N/A,4,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,2,4,5,N/A,3,N/A,5,4,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,New England
3306435565,Novice,Not muchÊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306434705,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,3,N/A,4,3,N/A,N/A,N/A,N/A,N/A,N/A,1,5,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3306434409,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,4,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,4,4,N/A,N/A,N/A,N/A,N/A,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
3306434283,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,5,N/A,5,N/A,N/A,5,N/A,5,4,N/A,N/A,N/A,4,N/A,N/A,4,5,N/A,5,3,N/A,N/A,3,N/A,N/A,4,Female,> 60,"$150,000+",Some college or Associate degree,Middle Atlantic
3306432943,Novice,Not muchÊ,2,3,4,3,2,3,2,3,3,3,2,2,4,3,3,2,3,3,2,3,2,3,3,2,2,3,3,1,3,3,4,2,3,1,1,2,3,2,2,2,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3306432910,Novice,A lot,4,4,3,N/A,N/A,4,N/A,4,4,4,N/A,4,2,4,N/A,4,4,4,4,3,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,N/A,4,4,4,4,4,4,N/A,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain
3306430769,Novice,Not muchÊ,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,4,N/A,4,N/A,N/A,4,N/A,N/A,4,3,N/A,N/A,N/A,N/A,4,4,4,N/A,4,3,3,N/A,3,N/A,3,3,Male,> 60,"$150,000+",Graduate degree,Mountain
3306430644,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,> 60,"$25,000 - $49,999",Graduate degree,East North Central
3306430623,Intermediate,Some,N/A,N/A,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,3,3,4,N/A,4,N/A,N/A,5,N/A,3,5,5,N/A,N/A,3,4,5,5,5,N/A,5,N/A,N/A,N/A,3,N/A,N/A,4,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3306430368,Advanced,A lot,5,4,2,2,N/A,3,N/A,3,3,4,N/A,4,3,5,2,N/A,5,N/A,4,5,N/A,5,4,N/A,N/A,4,4,4,5,N/A,3,N/A,5,5,5,N/A,4,4,5,4,Female,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic
3306429859,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,4,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,4,3,N/A,N/A,N/A,N/A,N/A,N/A,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
3306427828,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,N/A,3,2,3,N/A,N/A,2,3,2,4,N/A,2,4,N/A,N/A,N/A,2,3,4,N/A,4,N/A,3,2,1,N/A,3,N/A,1,2,Female,18-29,"$150,000+",Some college or Associate degree,Middle Atlantic
3306427597,Novice,Not muchÊ,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,2,N/A,N/A,N/A,N/A,4,N/A,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,1,1,1,N/A,N/A,N/A,1,N/A,Male,45-60,,Bachelor degree,South Atlantic
3306427286,Intermediate,Some,2,3,3,N/A,N/A,3,N/A,4,N/A,N/A,N/A,N/A,2,4,4,N/A,4,N/A,N/A,5,N/A,3,5,N/A,N/A,4,4,4,5,N/A,5,3,4,4,4,N/A,3,2,3,4,Male,> 60,,Bachelor degree,Middle Atlantic
3306427060,Intermediate,Some,N/A,3,2,N/A,N/A,4,N/A,3,N/A,4,N/A,4,2,4,3,N/A,4,3,N/A,5,N/A,4,5,3,N/A,N/A,2,N/A,3,2,3,N/A,4,5,5,N/A,4,4,4,N/A,Male,45-60,"$25,000 - $49,999",Bachelor degree,Mountain
3306426592,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,2,N/A,N/A,4,3,N/A,N/A,N/A,2,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,Female,18-29,,Some college or Associate degree,Middle Atlantic
3306426399,Novice,Not at allÊ,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
3306425713,Novice,Not at allÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,N/A,2,2,N/A,4,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,3,1,N/A,N/A,N/A,N/A,N/A,3,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,West South Central
3306425679,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306425367,Novice,A lot,N/A,N/A,4,N/A,N/A,4,N/A,4,3,3,N/A,N/A,2,5,2,N/A,4,N/A,N/A,5,N/A,3,3,4,N/A,N/A,N/A,N/A,4,N/A,5,N/A,3,3,N/A,N/A,4,3,2,N/A,Female,18-29,,Some college or Associate degree,West South Central
3306425202,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,N/A,3,N/A,N/A,4,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,5,3,N/A,N/A,N/A,N/A,3,3,Male,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3306424441,Intermediate,A lot,N/A,4,3,4,N/A,4,N/A,4,3,3,N/A,N/A,3,5,4,N/A,5,N/A,N/A,5,N/A,4,5,3,N/A,3,N/A,4,4,4,4,N/A,4,3,4,3,3,N/A,3,3,Female,45-60,,Bachelor degree,East North Central
3306424409,Intermediate,Some,N/A,3,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,3,3,3,N/A,3,N/A,N/A,4,N/A,4,3,N/A,N/A,3,N/A,3,3,3,4,N/A,4,2,3,N/A,3,N/A,3,3,Male,> 60,"$150,000+",Bachelor degree,Middle Atlantic
3306424292,Novice,Some,,,,,,,,,,,,,,,,,,,,,N/A,3,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,,,,,
3306423577,Novice,A lot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,2,N/A,5,N/A,N/A,5,N/A,5,5,N/A,N/A,N/A,N/A,3,5,N/A,4,N/A,4,2,4,N/A,4,N/A,3,3,Female,45-60,,Some college or Associate degree,West South Central
3306423149,Advanced,A lot,N/A,4,N/A,3,N/A,4,N/A,N/A,N/A,3,N/A,N/A,4,5,3,N/A,4,3,N/A,4,N/A,5,3,3,N/A,N/A,3,4,4,N/A,3,N/A,4,5,4,N/A,4,N/A,4,3,Male,> 60,"$150,000+",Graduate degree,West South Central
3306422662,Intermediate,A lot,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,4,N/A,4,N/A,4,5,N/A,5,5,N/A,N/A,N/A,4,N/A,5,3,5,N/A,5,5,4,4,4,N/A,4,3,Female,30-44,"$150,000+",Bachelor degree,Pacific
3306421713,Intermediate,Some,N/A,4,3,N/A,N/A,5,N/A,3,3,N/A,N/A,3,2,3,4,N/A,4,N/A,3,4,N/A,4,3,3,N/A,4,3,2,3,3,4,N/A,4,4,4,3,5,2,2,3,Female,30-44,"$150,000+",Bachelor degree,West South Central
3306421701,Intermediate,Some,N/A,4,3,4,N/A,4,N/A,4,3,4,N/A,N/A,3,4,4,N/A,5,3,N/A,5,N/A,4,4,4,N/A,N/A,4,3,4,4,3,N/A,3,N/A,3,4,N/A,N/A,4,3,Female,> 60,"$100,000 - $149,999",Bachelor degree,Mountain
3306420691,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,N/A,N/A,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,3,N/A,N/A,N/A,4,N/A,N/A,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
3306420638,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,3,N/A,4,N/A,N/A,4,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,4,3,N/A,N/A,N/A,N/A,N/A,3,Female,> 60,,Bachelor degree,Pacific
3306420559,Intermediate,Some,4,4,3,3,4,4,N/A,4,4,4,4,4,3,4,4,N/A,4,4,3,4,N/A,2,4,3,N/A,4,N/A,2,4,3,3,4,3,5,3,4,4,3,N/A,3,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3306420548,Advanced,A lot,N/A,4,N/A,N/A,N/A,4,N/A,4,4,5,N/A,4,2,4,2,4,4,4,N/A,5,4,5,5,N/A,N/A,N/A,2,4,5,N/A,5,4,4,5,4,N/A,4,4,N/A,2,Female,18-29,,Graduate degree,Pacific
3306419904,Intermediate,Not muchÊ,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,5,3,3,4,3,4,3,4,3,3,4,3,4,4,5,3,4,3,4,4,3,3,4,4,Female,30-44,,Bachelor degree,New England
3306419715,Intermediate,Some,N/A,4,3,N/A,N/A,4,N/A,3,4,N/A,N/A,4,3,4,3,N/A,3,N/A,N/A,5,4,5,5,3,N/A,3,4,5,5,4,3,N/A,5,5,5,N/A,5,4,5,3,Male,30-44,"$0 - $24,999",Bachelor degree,Pacific
3306418122,Intermediate,A lot,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,2,3,3,N/A,N/A,N/A,N/A,4,N/A,4,4,3,N/A,N/A,N/A,4,4,N/A,3,N/A,4,4,4,N/A,3,N/A,4,N/A,Female,> 60,,Graduate degree,Mountain
3306417933,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306417200,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,2,N/A,4,N/A,N/A,4,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East South Central
3306416693,Intermediate,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,N/A,3,N/A,N/A,3,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,4,3,3,N/A,3,N/A,N/A,N/A,Male,> 60,,Some college or Associate degree,East North Central
3306416130,Novice,Some,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,2,4,3,N/A,4,N/A,N/A,4,,,,,,,,,,,,,,,,,,,,,,,,,
3306415825,Novice,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306415654,Intermediate,A lot,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,2,N/A,3,N/A,N/A,4,N/A,4,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,4,4,N/A,4,N/A,3,2,Female,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
3306415381,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,3,2,N/A,N/A,N/A,N/A,N/A,N/A,Female,18-29,"$25,000 - $49,999",Bachelor degree,Mountain
3306413596,Novice,Some,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,N/A,N/A,N/A,N/A,N/A,4,N/A,5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,Male,> 60,,Some college or Associate degree,East North Central
3306413435,Novice,Not muchÊ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,3,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain
3306413146,Novice,Some,N/A,N/A,4,4,4,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,N/A,4,N/A,N/A,4,N/A,N/A,5,4,N/A,N/A,4,N/A,N/A,N/A,5,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,Male,> 60,,Some college or Associate degree,West North Central
3306412514,Intermediate,A lot,N/A,3,3,3,N/A,3,N/A,N/A,3,N/A,N/A,3,4,5,5,N/A,5,N/A,3,5,N/A,4,5,3,3,3,N/A,3,3,N/A,5,N/A,4,4,5,3,4,4,4,4,Female,> 60,"$150,000+",Graduate degree,Middle Atlantic
