name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
Sean Marshall,2013,CIN,NL,4,1,1,0.7662118,102,0.7312118,0.1788494,marss002
Cory Gearrin,2013,ATL,NL,3,1,2,0.7648118,103,0.7298118,0.0419915,gearc001
Shawn Camp,2013,CHN,NL,3,3,4,0.7620118,105,0.7270117,-0.7082766,camps002
Tyler Clippard,2013,WAS,NL,30,7,1,0.7676118,101,0.7326118,1.504549,clipt001
John Axford,2013,SLN,NL,2,0,1,0.7732118,97,0.7382118,0.2722598,axfoj001
Alfredo Figaro,2013,MIL,NL,3,0,2,0.7620118,105,0.7270117,0.4258617,figaa001
Blake Parker,2013,CHN,NL,10,2,1,0.7620118,105,0.7270117,0.6634466,parkb001
Anthony Bass,2013,SDN,NL,0,0,0,0.7816118,91,0.7466118,,bassa001
Burke Badenhop,2013,MIL,NL,3,4,4,0.7620118,105,0.7270117,-1.086323,badeb001
Josh Outman,2013,COL,NL,6,2,3,0.7438118,118,0.7088118,0.1713431,outmj001
Jake Diekman,2013,PHI,NL,10,3,1,0.7662118,102,0.7312118,0.2570085,diekj001
Aroldis Chapman,2013,CIN,NL,36,5,4,0.7662118,102,0.7312118,3.130565,chapa001
Justin Freeman,2013,CIN,NL,0,0,0,0.7662118,102,0.7312118,,freej001
Mark Melancon,2013,PIT,NL,42,6,1,0.7774118,94,0.7424118,3.309402,melam001
Tyler Thornburg,2013,MIL,NL,0,0,1,0.7620118,105,0.7270117,,thort001
Chris Hatcher,2013,MIA,NL,0,1,0,0.7648118,103,0.7298118,-0.3795021,hatcc002
Jeremy Affeldt,2013,SFN,NL,12,9,8,0.7844118,89,0.7494118,-1.943576,affej001
Barry Zito,2013,SFN,NL,0,0,0,0.7844118,89,0.7494118,,zitob001
Joe Thatcher,2013,SDN,NL,7,2,7,0.7816118,91,0.7466118,0.145857,thatj001
Ryan Webb,2013,MIA,NL,10,6,4,0.7648118,103,0.7298118,-0.8720341,webbr001
Steven Ames,2013,MIA,NL,1,1,0,0.7648118,103,0.7298118,-0.2390043,amess001
Randy Choate,2013,SLN,NL,10,1,6,0.7732118,97,0.7382118,0.9774289,choar001
Pedro Feliciano,2013,NYN,NL,3,2,4,0.7760118,95,0.7410118,-0.3666306,felip002
Josh Edgin,2013,NYN,NL,6,1,1,0.7760118,95,0.7410118,0.4227171,edgij001
Sam LeCure,2013,CIN,NL,24,4,5,0.7662118,102,0.7312118,1.833557,lecus001
Eric O'Flaherty,2013,ATL,NL,8,3,0,0.7648118,103,0.7298118,-0.0145233,oflae001
Maikel Cleto,2013,SLN,NL,0,0,0,0.7732118,97,0.7382118,,cletm001
Bobby Parnell,2013,NYN,NL,29,6,2,0.7760118,95,0.7410118,1.593585,parnb001
J.P. Howell,2013,LAN,NL,9,1,5,0.7760118,95,0.7410118,0.8267385,howej003
Wilton Lopez,2013,COL,NL,14,8,3,0.7438118,118,0.7088118,-0.8288066,lopew001
Sean O'Sullivan,2013,SDN,NL,0,0,0,0.7816118,91,0.7466118,,osuls001
Jake Westbrook,2013,SLN,NL,0,0,0,0.7732118,97,0.7382118,,westj001
Freddy Garcia,2013,ATL,NL,0,1,0,0.7648118,103,0.7298118,-0.3795021,garcf002
Roy Oswalt,2013,COL,NL,0,1,0,0.7438118,118,0.7088118,-0.3685821,oswar001
Ronald Belisario,2013,LAN,NL,18,10,9,0.7760118,95,0.7410118,-1.429132,belir001
Mitchell Boggs,2013,COL,NL,0,0,0,0.7438118,118,0.7088118,,boggm001
Javy Guerra,2013,LAN,NL,0,1,0,0.7760118,95,0.7410118,-0.3853261,guerj002
Tyler Cloyd,2013,PHI,NL,5,0,0,0.7662118,102,0.7312118,0.6988494,cloyt001
Chad Gaudin,2013,SFN,NL,2,3,1,0.7844118,89,0.7494118,-0.9084706,gaudc001
Burch Smith,2013,SDN,NL,0,0,0,0.7816118,91,0.7466118,,smitb005
Kameron Loe,2013,CHN,NL,1,0,0,0.7620118,105,0.7270117,0.1419539,loe-k001
Kenley Jansen,2013,LAN,NL,43,6,3,0.7760118,95,0.7410118,3.479019,jansk001
Dan Jennings,2013,MIA,NL,4,3,5,0.7648118,103,0.7298118,-0.5765148,jennd003
Zach Putnam,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,putnz001
Yusmeiro Petit,2013,SFN,NL,0,0,0,0.7844118,89,0.7494118,,petiy001
Mike Fiers,2013,MIL,NL,3,1,0,0.7620118,105,0.7270117,0.0478156,fierm001
Brad Hand,2013,MIA,NL,1,0,0,0.7648118,103,0.7298118,0.1404979,handb001
Donovan Hand,2013,MIL,NL,2,2,0,0.7620118,105,0.7270117,-0.4721844,handd001
John McDonald,2013,PHI,NL,0,0,0,0.7662118,102,0.7312118,,mcdoj003
Sandy Rosario,2013,SFN,NL,9,3,5,0.7844118,89,0.7494118,0.0036706,rosas001
Bryan Morris,2013,PIT,NL,14,7,2,0.7774118,94,0.7424118,-0.8271366,morrb002
Hisanori Takahashi,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,takah001
Seth Maness,2013,SLN,NL,11,2,7,0.7732118,97,0.7382118,0.7296886,manes001
Tony Sipp,2013,ARI,NL,4,1,8,0.7662118,102,0.7312118,0.1788494,sippt001
Carlos Martinez,2013,SLN,NL,4,0,2,0.7732118,97,0.7382118,0.5445195,martc006
Stephen Fife,2013,LAN,NL,0,0,0,0.7760118,95,0.7410118,,fifes001
Brandon League,2013,LAN,NL,15,5,3,0.7760118,95,0.7410118,0.0934773,leagb001
Guillermo Moscoso,2013,SFN,NL,1,1,0,0.7844118,89,0.7494118,-0.2593882,moscg001
Luke Gregerson,2013,SDN,NL,32,8,6,0.7816118,91,0.7466118,1.110475,gregl001
Jean Machi,2013,SFN,NL,10,3,4,0.7844118,89,0.7494118,0.1339766,machj002
Brooks Raley,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,raleb001
Ricky Nolasco,2013,LAN,NL,0,0,0,0.7760118,95,0.7410118,,nolar001
Greg Reynolds,2013,CIN,NL,0,0,0,0.7662118,102,0.7312118,,reyng001
Chris Withrow,2013,LAN,NL,12,2,1,0.7760118,95,0.7410118,0.8454342,withc001
Matt Guerrier,2013,LAN,NL,1,1,2,0.7760118,95,0.7410118,-0.2506523,guerm001
Jake Dunning,2013,SFN,NL,3,2,1,0.7844118,89,0.7494118,-0.3884705,dunnj001
Brandon Kintzler,2013,MIL,NL,20,4,11,0.7620118,105,0.7270117,1.326893,kintb001
Chang-Yong Lim,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,lim-c001
Tony Cingrani,2013,CIN,NL,1,0,1,0.7662118,102,0.7312118,0.1397699,cingt001
Jared Hughes,2013,PIT,NL,3,2,1,0.7774118,94,0.7424118,-0.3702706,hughj001
Charles Brewer,2013,ARI,NL,0,0,0,0.7662118,102,0.7312118,,brewc001
Scott Downs,2013,ATL,NL,5,2,1,0.7648118,103,0.7298118,-0.0565148,downs001
Jeurys Familia,2013,NYN,NL,3,0,0,0.7760118,95,0.7410118,0.4040216,famij001
Matt Langwell,2013,ARI,NL,0,0,0,0.7662118,102,0.7312118,,langm002
Brad Boxberger,2013,SDN,NL,4,2,0,0.7816118,91,0.7466118,-0.2494287,boxbb001
Carlos Torres,2013,NYN,NL,11,1,1,0.7760118,95,0.7410118,1.096087,torrc001
Alberto Cabrera,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,cabra003
Scott Rice,2013,NYN,NL,18,7,7,0.7760118,95,0.7410118,-0.273153,rices001
Rafael Betancourt,2013,COL,NL,10,4,4,0.7438118,118,0.7088118,0.0398505,betar001
Tom Gorzelanny,2013,MIL,NL,6,3,2,0.7620118,105,0.7270117,-0.2824149,gorzt001
Sergio Romo,2013,SFN,NL,37,9,4,0.7844118,89,0.7494118,1.31407,romos001
Josh Harrison,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,harrj002
Kyle Farnsworth,2013,PIT,NL,3,1,0,0.7774118,94,0.7424118,0.0157835,farnk001
Alex Wood,2013,ATL,NL,0,1,2,0.7648118,103,0.7298118,-0.3795021,wooda002
Vin Mazzaro,2013,PIT,NL,17,3,0,0.7774118,94,0.7424118,1.118918,mazzv001
Eury De la Rosa,2013,ARI,NL,1,0,4,0.7662118,102,0.7312118,0.1397699,delae002
Edinson Volquez,2013,LAN,NL,0,0,0,0.7760118,95,0.7410118,,volqe001
Arquimedes Caminero,2013,MIA,NL,0,0,0,0.7648118,103,0.7298118,,camia001
Tim Byrdak,2013,NYN,NL,0,0,1,0.7760118,95,0.7410118,,byrdt001
Jeff Francis,2013,COL,NL,0,0,0,0.7438118,118,0.7088118,,franj003
David Hernandez,2013,ARI,NL,28,10,1,0.7662118,102,0.7312118,0.111255,hernd002
Will Harris,2013,ARI,NL,11,2,3,0.7662118,102,0.7312118,0.7770084,harrw002
Keith Butler,2013,SLN,NL,2,0,0,0.7732118,97,0.7382118,0.2722598,butlk001
Vic Black,2013,NYN,NL,3,2,3,0.7760118,95,0.7410118,-0.3666306,blacv001
Javier Lopez,2013,SFN,NL,13,3,14,0.7844118,89,0.7494118,0.5248941,lopej002
Huston Street,2013,SDN,NL,28,7,2,0.7816118,91,0.7466118,0.9716659,streh001
Steve Cishek,2013,MIA,NL,33,7,1,0.7648118,103,0.7298118,1.979915,cishs001
Jeanmar Gomez,2013,PIT,NL,5,0,1,0.7774118,94,0.7424118,0.6697294,gomej002
Randall Delgado,2013,ARI,NL,0,0,0,0.7662118,102,0.7312118,,delgr001
Kevin Siegrist,2013,SLN,NL,7,2,5,0.7732118,97,0.7382118,0.1851691,siegk001
Mike Kickham,2013,SFN,NL,0,0,0,0.7844118,89,0.7494118,,kickm001
George Kontos,2013,SFN,NL,6,2,6,0.7844118,89,0.7494118,0.0024471,kontg001
Xavier Cedeno,2013,WAS,NL,0,0,2,0.7676118,101,0.7326118,,cedex001
Fernando Abad,2013,WAS,NL,2,4,0,0.7676118,101,0.7326118,-1.245749,abadf001
J.J. Putz,2013,ARI,NL,11,5,5,0.7662118,102,0.7312118,-0.363682,putzj001
Rafael Soriano,2013,WAS,NL,27,7,3,0.7676118,101,0.7326118,1.087423,sorir001
Trevor Cahill,2013,ARI,NL,3,0,0,0.7662118,102,0.7312118,0.4193096,cahit001
Rob Johnson,2013,SLN,NL,0,0,0,0.7732118,97,0.7382118,,johnr009
Ross Ohlendorf,2013,WAS,NL,0,0,0,0.7676118,101,0.7326118,,ohler001
Jonathan Papelbon,2013,PHI,NL,31,6,3,0.7662118,102,0.7312118,2.051485,papej001
Shaun Marcum,2013,NYN,NL,8,2,0,0.7760118,95,0.7410118,0.3067387,marcs001
Andrew Cashner,2013,SDN,NL,0,1,1,0.7816118,91,0.7466118,-0.3882381,casha001
Sam Freeman,2013,SLN,NL,3,0,1,0.7732118,97,0.7382118,0.4083897,frees001
Brian Wilson,2013,LAN,NL,5,1,0,0.7760118,95,0.7410118,0.2880431,wilsb001
Stolmy Pimentel,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,pimes001
Alfredo Simon,2013,CIN,NL,11,6,6,0.7662118,102,0.7312118,-0.743912,simoa001
Colt Hynes,2013,SDN,NL,0,1,2,0.7816118,91,0.7466118,-0.3882381,hynec001
Fernando Salas,2013,SLN,NL,4,4,1,0.7732118,97,0.7382118,-0.9909609,salaf001
Craig Kimbrel,2013,ATL,NL,38,5,1,0.7648118,103,0.7298118,3.441409,kimbc001
Jeff Manship,2013,COL,NL,0,0,0,0.7438118,118,0.7088118,,mansj001
Rex Brothers,2013,COL,NL,30,2,5,0.7438118,118,0.7088118,3.805372,brotr001
Manny Corpas,2013,COL,NL,5,2,0,0.7438118,118,0.7088118,0.0199253,corpm001
Chad Durbin,2013,PHI,NL,1,0,2,0.7662118,102,0.7312118,0.1397699,durbc001
Vic Black,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,blacv001
Duke Welker,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,welkd001
David Aardsma,2013,NYN,NL,6,4,2,0.7760118,95,0.7410118,-0.7332612,aardd001
Luis Ayala,2013,ATL,NL,4,1,4,0.7648118,103,0.7298118,0.1824894,ayall001
Anthony Recker,2013,NYN,NL,0,0,0,0.7760118,95,0.7410118,,recka001
Michael Stutes,2013,PHI,NL,3,1,1,0.7662118,102,0.7312118,0.0390795,stutm001
Miles Mikolas,2013,SDN,NL,0,0,0,0.7816118,91,0.7466118,,mikom001
Carlos Marmol,2013,CHN,NL,6,3,1,0.7620118,105,0.7270117,-0.2824149,marmc001
Brad Ziegler,2013,ARI,NL,33,6,1,0.7662118,102,0.7312118,2.331025,ziegb001
Aaron Laffey,2013,NYN,NL,0,0,0,0.7760118,95,0.7410118,,laffa001
Ethan Martin,2013,PHI,NL,0,1,0,0.7662118,102,0.7312118,-0.3802301,marte002
Chris Capuano,2013,LAN,NL,0,0,1,0.7760118,95,0.7410118,,capuc001
Luis Garcia,2013,PHI,NL,4,1,0,0.7662118,102,0.7312118,0.1788494,garcl005
Adam Ottavino,2013,COL,NL,6,4,4,0.7438118,118,0.7088118,-0.5658211,ottaa001
Raul Valdes,2013,PHI,NL,0,0,0,0.7662118,102,0.7312118,,valdr002
Chad Bettis,2013,COL,NL,1,2,1,0.7438118,118,0.7088118,-0.5857463,bettc001
Tim Stauffer,2013,SDN,NL,12,1,1,0.7816118,91,0.7466118,1.192904,staut001
John Axford,2013,MIL,NL,17,9,2,0.7620118,105,0.7270117,-0.9891989,axfoj001
Rob Wooten,2013,MIL,NL,6,3,1,0.7620118,105,0.7270117,-0.2824149,wootr001
B.J. Rosenberg,2013,PHI,NL,6,0,1,0.7662118,102,0.7312118,0.8386192,roseb003
Henry Rodriguez,2013,WAS,NL,2,1,0,0.7676118,101,0.7326118,-0.1028743,rodrh002
Alex Burnett,2013,CHN,NL,0,0,0,0.7620118,105,0.7270117,,burna002
LaTroy Hawkins,2013,NYN,NL,18,4,5,0.7760118,95,0.7410118,0.882825,hawkl001
Kyuji Fujikawa,2013,CHN,NL,3,2,1,0.7620118,105,0.7270117,-0.3302305,fujik001
J.J. Hoover,2013,CIN,NL,21,7,2,0.7662118,102,0.7312118,0.2735565,hoovj002
Phillippe Aumont,2013,PHI,NL,4,1,2,0.7662118,102,0.7312118,0.1788494,aumop001
Matt Guerrier,2013,CHN,NL,3,1,3,0.7620118,105,0.7270117,0.0478156,guerm001
Brandon Cumpton,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,cumpb001
Chris Narveson,2013,MIL,NL,0,0,0,0.7620118,105,0.7270117,,narvc001
Jason Grilli,2013,PIT,NL,28,3,1,0.7774118,94,0.7424118,2.592321,grilj001
Craig Stammen,2013,WAS,NL,14,4,3,0.7676118,101,0.7326118,0.4227539,stamc001
Curtis Partch,2013,CIN,NL,5,1,0,0.7662118,102,0.7312118,0.3186192,partc001
Tony Watson,2013,PIT,NL,29,6,3,0.7774118,94,0.7424118,1.568106,watst001
Chaz Roe,2013,ARI,NL,5,2,2,0.7662118,102,0.7312118,-0.0616108,roe-c001
Matt Belisle,2013,COL,NL,30,12,3,0.7438118,118,0.7088118,0.1195515,belim001
Kevin Gregg,2013,CHN,NL,28,10,3,0.7620118,105,0.7270117,0.1942478,gregk001
Pedro Villarreal,2013,CIN,NL,0,0,0,0.7662118,102,0.7312118,,villp001
Brad Brach,2013,SDN,NL,3,0,1,0.7816118,91,0.7466118,0.3952856,bracb001
Justin Grimm,2013,CHN,NL,2,1,1,0.7620118,105,0.7270117,-0.0941383,grimj002
Logan Kensing,2013,COL,NL,0,0,0,0.7438118,118,0.7088118,,kensl001
Mitchell Boggs,2013,SLN,NL,2,5,0,0.7732118,97,0.7382118,-1.647091,boggm001
Onelki Garcia,2013,LAN,NL,0,0,0,0.7760118,95,0.7410118,,garco001
Cesar Jimenez,2013,PHI,NL,1,1,2,0.7662118,102,0.7312118,-0.2404602,jimec002
Zach Duke,2013,WAS,NL,0,0,0,0.7676118,101,0.7326118,,dukez001
Logan Ondrusek,2013,CIN,NL,8,1,1,0.7662118,102,0.7312118,0.7379289,ondrl001
Ryan Reid,2013,PIT,NL,0,0,1,0.7774118,94,0.7424118,,reidr001
Kris Johnson,2013,PIT,NL,5,1,0,0.7774118,94,0.7424118,0.2836751,johnk004
Cristhian Martinez,2013,ATL,NL,0,0,0,0.7648118,103,0.7298118,,martc005
Zach Phillips,2013,MIA,NL,0,1,0,0.7648118,103,0.7298118,-0.3795021,philz001
Zeke Spruill,2013,ARI,NL,0,0,0,0.7662118,102,0.7312118,,spruz001
Victor Marte,2013,SLN,NL,0,2,0,0.7732118,97,0.7382118,-0.7677402,martv002
Jose Contreras,2013,PIT,NL,0,0,0,0.7774118,94,0.7424118,,contj002
Edgmer Escalona,2013,COL,NL,5,5,2,0.7438118,118,0.7088118,-1.085821,escae001
Thad Weber,2013,SDN,NL,0,0,0,0.7816118,91,0.7466118,,webet001
Robbie Erlin,2013,SDN,NL,0,0,0,0.7816118,91,0.7466118,,erlir001
Santiago Casilla,2013,SFN,NL,27,5,4,0.7844118,89,0.7494118,1.569788,garcj002
Jeremy Horst,2013,PHI,NL,2,2,1,0.7662118,102,0.7312118,-0.4809205,horsj001
Joe Savery,2013,PHI,NL,2,0,1,0.7662118,102,0.7312118,0.2795397,savej001
Joe Kelly,2013,SLN,NL,2,2,2,0.7732118,97,0.7382118,-0.4954804,kellj001
Joe Paterson,2013,ARI,NL,0,0,0,0.7662118,102,0.7312118,,patej001
Josh Wall,2013,LAN,NL,0,1,0,0.7760118,95,0.7410118,-0.3853261,wallj002
Luis Avilan,2013,ATL,NL,25,3,7,0.7648118,103,0.7298118,2.37394,avill001
Jimmy Nelson,2013,MIL,NL,0,0,0,0.7620118,105,0.7270117,,nelsj004
Justin Wilson,2013,PIT,NL,17,3,5,0.7774118,94,0.7424118,1.118918,wilsj004
Darin Downs,2014,HOU,AL,4,1,4,0.7785463,102,0.7435462,0.1467798,downd001
Matt West,2014,TEX,AL,0,0,0,0.7799463,101,0.7449462,,westm002
Taylor Thompson,2014,CHA,AL,0,0,0,0.7799463,101,0.7449462,,thomt001
Dominic Leone,2014,SEA,AL,5,3,2,0.7883463,95,0.7533463,-0.5339205,leond003
Jose Cisnero,2014,HOU,AL,0,1,1,0.7785463,102,0.7435462,-0.386644,cisnj001
Troy Patton,2014,BAL,AL,0,1,1,0.7813463,100,0.7463462,-0.3881,pattt001
Hector Noesi,2014,TEX,AL,0,0,0,0.7799463,101,0.7449462,,noesh001
Alex Claudio,2014,TEX,AL,0,0,0,0.7799463,101,0.7449462,,claua001
Steve Delabar,2014,TOR,AL,6,2,1,0.7785463,102,0.7435462,0.0268476,delas001
Justin Germano,2014,TEX,AL,0,0,0,0.7799463,101,0.7449462,,germj001
Greg Holland,2014,KCA,AL,32,4,3,0.7757463,104,0.7407463,2.77323,hollg001
Samuel Deduno,2014,HOU,AL,0,1,0,0.7785463,102,0.7435462,-0.386644,dedus001
Todd Redmond,2014,TOR,AL,4,3,1,0.7785463,102,0.7435462,-0.6265082,redmt002
A.J. Achter,2014,MIN,AL,0,0,0,0.7771463,103,0.7421463,,achta001
Josh Zeid,2014,HOU,AL,2,3,0,0.7785463,102,0.7435462,-0.8932202,zeidj001
Casey Coleman,2014,KCA,AL,0,0,0,0.7757463,104,0.7407463,,colec001
Carson Smith,2014,SEA,AL,1,0,1,0.7883463,95,0.7533463,0.1282599,smitc004
Scott Downs,2014,KCA,AL,2,2,1,0.7757463,104,0.7407463,-0.5007522,downs001
Fernando Salas,2014,ANA,AL,19,1,3,0.7883463,95,0.7533463,2.045199,salaf001
Jerome Williams,2014,HOU,AL,3,5,1,0.7785463,102,0.7435462,-1.533152,willj003
Kevin Jepsen,2014,ANA,AL,26,3,0,0.7883463,95,0.7533463,2.159539,jepsk001
Chad Jenkins,2014,TOR,AL,8,0,1,0.7785463,102,0.7435462,1.066848,jenkc001
Erik Bedard,2014,TBA,AL,0,0,0,0.7855462,97,0.7505462,,bedae001
Burke Badenhop,2014,BOS,AL,10,2,13,0.7799463,101,0.7449462,0.5515353,badeb001
J.P. Arencibia,2014,TEX,AL,0,0,0,0.7799463,101,0.7449462,,arenj001
Mike Foltynewicz,2014,HOU,AL,0,0,1,0.7785463,102,0.7435462,,foltm001
Frank Francisco,2014,CHA,AL,0,0,0,0.7799463,101,0.7449462,,franf001
Nick Tepesch,2014,TEX,AL,0,1,0,0.7799463,101,0.7449462,-0.387372,tepen001
Mitch Moreland,2014,TEX,AL,0,0,0,0.7799463,101,0.7449462,,morem001
Bryan Mitchell,2014,NYA,AL,0,0,0,0.7799463,101,0.7449462,,mitcb001
Paul Clemens,2014,HOU,AL,1,1,0,0.7785463,102,0.7435462,-0.2532881,clemp002
Scott Atchison,2014,CLE,AL,16,5,12,0.7855462,97,0.7505462,0.1240355,atchs001
Kirby Yates,2014,TBA,AL,1,2,0,0.7855462,97,0.7505462,-0.6508521,yatek001
Robbie Ray,2014,DET,AL,0,0,0,0.7757463,104,0.7407463,,ray-r002
Erasmo Ramirez,2014,SEA,AL,0,0,0,0.7883463,95,0.7533463,,ramie004
Logan Darnell,2014,MIN,AL,0,0,0,0.7771463,103,0.7421463,,darnl001
Scott Carroll,2014,CHA,AL,0,0,0,0.7799463,101,0.7449462,,carrs001
Chaz Roe,2014,NYA,AL,0,0,0,0.7799463,101,0.7449462,,roe-c001
Dean Anna,2014,NYA,AL,0,0,0,0.7799463,101,0.7449462,,annad001
Aaron Thompson,2014,MIN,AL,0,0,1,0.7771463,103,0.7421463,,thoma003
Andrew Miller,2014,BAL,AL,13,1,4,0.7813463,100,0.7463462,1.326599,milla002
Carlos Carrasco,2014,CLE,AL,8,1,1,0.7855462,97,0.7505462,0.6474437,carrc003
Mike Carp,2014,BOS,AL,0,0,0,0.7799463,101,0.7449462,,carpm001
Chris Capuano,2014,BOS,AL,7,1,5,0.7799463,101,0.7449462,0.5410236,capuc001
Matt Daley,2014,NYA,AL,2,1,2,0.7799463,101,0.7449462,-0.1221161,dalem002
Daniel Webb,2014,CHA,AL,7,6,3,0.7799463,101,0.7449462,-1.395836,webbd001
Ryan Feierabend,2014,TEX,AL,1,0,1,0.7799463,101,0.7449462,0.1326279,feier001
Dellin Betances,2014,NYA,AL,38,6,6,0.7799463,101,0.7449462,2.71563,betad001
Nate Jones,2014,CHA,AL,0,1,0,0.7799463,101,0.7449462,-0.387372,jonen001
Andre Rienzo,2014,CHA,AL,0,0,0,0.7799463,101,0.7449462,,riena001
Aaron Poreda,2014,TEX,AL,3,2,2,0.7799463,101,0.7449462,-0.3768602,porea001
Zach Britton,2014,BAL,AL,42,3,2,0.7813463,100,0.7463462,4.375498,britz001
Cesar Cabral,2014,NYA,AL,0,0,0,0.7799463,101,0.7449462,,cabrc001
Jim Johnson,2014,OAK,AL,7,3,2,0.7855462,97,0.7505462,-0.2628404,johnj010
Josh Fields,2014,HOU,AL,12,6,4,0.7785463,102,0.7435462,-0.7195927,fielj002
Joe Thatcher,2014,ANA,AL,1,1,1,0.7883463,95,0.7533463,-0.2634801,thatj001
Michael Mariot,2014,KCA,AL,0,0,0,0.7757463,104,0.7407463,,marim001
Matt Shoemaker,2014,ANA,AL,4,1,0,0.7883463,95,0.7533463,0.1212997,shoem001
Danny Worth,2014,DET,AL,0,0,0,0.7757463,104,0.7407463,,wortd001
Yoervis Medina,2014,SEA,AL,14,4,7,0.7883463,95,0.7533463,0.2286791,mediy001
Blaine Hardy,2014,DET,AL,8,1,1,0.7757463,104,0.7407463,0.6933075,hardb001
Matt Guerrier,2014,MIN,AL,2,1,1,0.7771463,103,0.7421463,-0.1177481,guerm001
Joe Beimel,2014,SEA,AL,4,0,7,0.7883463,95,0.7533463,0.5130398,beimj001
Chad Qualls,2014,HOU,AL,18,5,3,0.7785463,102,0.7435462,0.4671868,qualc001
Josh Outman,2014,NYA,AL,1,0,0,0.7799463,101,0.7449462,0.1326279,outmj001
Jake Buchanan,2014,HOU,AL,6,2,0,0.7785463,102,0.7435462,0.0268476,buchj001
Nick Maronde,2014,ANA,AL,0,0,2,0.7883463,95,0.7533463,,maron001
J.A. Happ,2014,TOR,AL,0,0,0,0.7785463,102,0.7435462,,happj001
Eric Surkamp,2014,CHA,AL,9,5,5,0.7799463,101,0.7449462,-0.7432087,surke001
Jared Burton,2014,MIN,AL,19,9,1,0.7771463,103,0.7421463,-0.9256498,burtj001
Shawn Kelley,2014,NYA,AL,21,6,4,0.7799463,101,0.7449462,0.460955,kells001
Mike Morin,2014,ANA,AL,6,4,1,0.7883463,95,0.7533463,-0.7974005,morim002
Buck Farmer,2014,DET,AL,0,0,0,0.7757463,104,0.7407463,,farmb001
T.J. House,2014,CLE,AL,0,0,0,0.7855462,97,0.7505462,,houst002
Aaron Brooks,2014,KCA,AL,0,0,0,0.7757463,104,0.7407463,,brooa001
Juan Oviedo,2014,TBA,AL,3,1,4,0.7855462,97,0.7505462,-0.0011361,nunel001
Edward Mujica,2014,BOS,AL,14,5,2,0.7799463,101,0.7449462,-0.080069,mujie001
Kyle Crockett,2014,CLE,AL,4,1,1,0.7855462,97,0.7505462,0.1285799,crock001
Drake Britton,2014,BOS,AL,1,0,1,0.7799463,101,0.7449462,0.1326279,britd001
Ernesto Frieri,2014,ANA,AL,13,3,0,0.7883463,95,0.7533463,0.4921591,friee001
Scott Baker,2014,TEX,AL,3,0,0,0.7799463,101,0.7449462,0.3978839,bakes002
Brad Brach,2014,BAL,AL,8,2,2,0.7813463,100,0.7463462,0.2789996,bracb001
Eric O'Flaherty,2014,OAK,AL,2,1,1,0.7855462,97,0.7505462,-0.1308521,oflae001
John Axford,2014,CLE,AL,13,4,6,0.7855462,97,0.7505462,0.1251716,axfoj001
Joe Nathan,2014,DET,AL,25,8,1,0.7757463,104,0.7407463,0.2887941,nathj001
Drew Smyly,2014,DET,AL,0,0,0,0.7757463,104,0.7407463,,smyld001
Vinnie Pestano,2014,ANA,AL,0,0,1,0.7883463,95,0.7533463,,pestv001
Lisalverto Bonilla,2014,TEX,AL,0,0,0,0.7799463,101,0.7449462,,bonil001
Josh Tomlin,2014,CLE,AL,3,2,2,0.7855462,97,0.7505462,-0.3914201,tomlj001
Tom Wilhelmsen,2014,SEA,AL,14,1,1,0.7883463,95,0.7533463,1.403899,wilht001
Heath Hembree,2014,BOS,AL,4,0,0,0.7799463,101,0.7449462,0.5305118,hembh001
Matt Lindstrom,2014,CHA,AL,7,3,3,0.7799463,101,0.7449462,-0.2337205,lindm001
Hector Santiago,2014,ANA,AL,4,0,0,0.7883463,95,0.7533463,0.5130398,santh001
Jarrett Grube,2014,ANA,AL,0,0,0,0.7883463,95,0.7533463,,grubj002
Kyle Drabek,2014,TOR,AL,0,0,0,0.7785463,102,0.7435462,,drabk001
Koji Uehara,2014,BOS,AL,36,7,3,0.7799463,101,0.7449462,2.063002,uehak001
Donnie Joseph,2014,KCA,AL,0,0,0,0.7757463,104,0.7407463,,josed001
Rob Rasmussen,2014,TOR,AL,0,0,2,0.7785463,102,0.7435462,,rasmr001
Aaron Sanchez,2014,TOR,AL,13,2,2,0.7785463,102,0.7435462,0.9603393,sanca006
Tommy Hunter,2014,BAL,AL,21,5,6,0.7813463,100,0.7463462,0.8293986,huntt002
Tim Collins,2014,KCA,AL,2,3,0,0.7757463,104,0.7407463,-0.8859403,collt001
Adam Dunn,2014,CHA,AL,0,0,0,0.7799463,101,0.7449462,,dunna001
Corey Knebel,2014,DET,AL,0,0,0,0.7757463,104,0.7407463,,knebc001
Jose Ramirez,2014,NYA,AL,0,2,0,0.7799463,101,0.7449462,-0.7747441,ramij004
Michael Kohn,2014,ANA,AL,4,0,1,0.7883463,95,0.7533463,0.5130398,kohnm001
