pollno	race	year	location	type_simple	type_detail	pollster	partisan	polldate	samplesize	cand1_name	cand1_pct	cand2_name	cand2_pct	cand3_pct	margin_poll	electiondate	cand1_actual	cand2_actual	margin_actual	error	bias	rightcall	comment
5386138	2012_Pres-G_GA	2012	GA	Pres-G	Pres-G	SurveyUSA		10/27/2012	574	Democrat	44	Republican	52		-8	11/6/2012	45.38535128	53.18556155	-7.800210267	0.199789733	-0.199789733	1	
5386139	2012_Pres-G_IN	2012	IN	Pres-G	Pres-G	Pharos Research Group		10/27/2012	753	Democrat	42	Republican	55		-13	11/6/2012	43.83639628	54.03701964	-10.20062336	2.799376638	-2.799376638	1	
5386140	2012_Pres-G_MA	2012	MA	Pres-G	Pres-G	Suffolk University		10/27/2012	600	Democrat	63	Republican	31		32	11/6/2012	60.6661096	37.51727952	23.14883007	8.851169925	8.851169925	1	
5386141	2012_Pres-G_MN	2012	MN	Pres-G	Pres-G	SurveyUSA		10/27/2012	574	Democrat	50	Republican	43		7	11/6/2012	52.65230315	44.95820111	7.694102047	0.694102047	-0.694102047	1	
5386142	2012_Pres-G_MT	2012	MT	Pres-G	Pres-G	Pharos Research Group		10/27/2012	799	Democrat	43	Republican	50		-7	11/6/2012	41.66061212	55.30172307	-13.64111096	6.641110955	6.641110955	1	
5386143	2012_Pres-G_ND	2012	ND	Pres-G	Pres-G	Mason-Dixon Polling & Research, Inc.		10/27/2012	625	Democrat	40	Republican	54		-14	11/6/2012	38.69081013	58.32214911	-19.63133898	5.631338977	5.631338977	1	
5386144	2012_Pres-G_ND	2012	ND	Pres-G	Pres-G	Pharos Research Group		10/27/2012	752	Democrat	38	Republican	55		-17	11/6/2012	38.69081013	58.32214911	-19.63133898	2.631338977	2.631338977	1	
5386145	2012_Pres-G_NE	2012	NE	Pres-G	Pres-G	Pharos Research Group		10/27/2012	761	Democrat	39	Republican	58		-19	11/6/2012	38.02731442	59.80319218	-21.77587776	2.775877761	2.775877761	1	
5386146	2012_Pres-G_NH	2012	NH	Pres-G	Pres-G	Public Policy Polling		10/27/2012	874	Democrat	49	Republican	47		2	11/6/2012	51.97968415	46.40379649	5.575887658	3.575887658	-3.575887658	1	
5386147	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Gravis Marketing		10/27/2012	730	Democrat	50	Republican	49		1	11/6/2012	50.57668361	47.60272613	2.973957482	1.973957482	-1.973957482	1	
5386148	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Public Policy Polling		10/27/2012	718	Democrat	51	Republican	47		4	11/6/2012	50.57668361	47.60272613	2.973957482	1.026042518	1.026042518	1	
5386149	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	TCJ Research		10/27/2012	1000	Democrat	46.6	Republican	50.3		-3.7	11/6/2012	50.57668361	47.60272613	2.973957482	6.673957482	-6.673957482	0	
5386150	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/27/2012	827	Democrat	49.1	Republican	45	2.6	4.1	11/6/2012	50.57668361	47.60272613	2.973957482	1.126042518	1.126042518	1	aka JZ Analytics (online)
5386151	2012_Pres-G_OR	2012	OR	Pres-G	Pres-G	Davis, Hibbitts & Midghall, Inc.		10/27/2012	500	Democrat	49	Republican	42		7	11/6/2012	54.23932665	42.14987118	12.08945548	5.089455476	-5.089455476	1	
5386152	2012_Pres-G_OR	2012	OR	Pres-G	Pres-G	Elway Research		10/27/2012	405	Democrat	47	Republican	41		6	11/6/2012	54.23932665	42.14987118	12.08945548	6.089455476	-6.089455476	1	
5386153	2012_Pres-G_US	2012	US	Pres-G	Pres-G	American Research Group		10/27/2012	1200	Democrat	48	Republican	48		0	11/6/2012	51.00647842	47.14987728	3.856601138	3.856601138	-3.856601138	0.5	
5386154	2012_Pres-G_US	2012	US	Pres-G	Pres-G	CBS News/New York Times		10/27/2012	563	Democrat	48	Republican	47		1	11/6/2012	51.00647842	47.14987728	3.856601138	2.856601138	-2.856601138	1	
5386155	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Princeton Survey Research Associates International		10/27/2012	713	Democrat	50	Republican	45		5	11/6/2012	51.00647842	47.14987728	3.856601138	1.143398862	1.143398862	1	aka National Journal/PSRAI
5386156	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Public Policy Polling		10/27/2012	1200	Democrat	48	Republican	49		-1	11/6/2012	51.00647842	47.14987728	3.856601138	4.856601138	-4.856601138	0	
5386157	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Public Policy Polling		10/27/2012	1400	Democrat	49	Republican	49		0	11/6/2012	51.00647842	47.14987728	3.856601138	3.856601138	-3.856601138	0.5	aka PPP/Daily Kos/SEIU
5386158	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/27/2012	1500	Democrat	47	Republican	49		-2	11/6/2012	51.00647842	47.14987728	3.856601138	5.856601138	-5.856601138	0	
5386159	2012_Pres-G_US	2012	US	Pres-G	Pres-G	TCJ Research		10/27/2012	1500	Democrat	46	Republican	50.9		-4.9	11/6/2012	51.00647842	47.14987728	3.856601138	8.756601138	-8.756601138	0	
5386160	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/27/2012	1076	Democrat	45.3	Republican	46.6	2	-1.3	11/6/2012	51.00647842	47.14987728	3.856601138	5.156601138	-5.156601138	0	aka JZ Analytics (online)
5386161	2012_Pres-G_VA	2012	VA	Pres-G	Pres-G	Zogby Interactive/JZ Analytics		10/27/2012	827	Democrat	48.25	Republican	46.55	0.9	1.7	11/6/2012	51.1564568	47.2831029	3.8733539	2.1733539	-2.1733539	1	aka JZ Analytics (online)
5386162	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	Marquette University		10/27/2012	1243	Democrat	51	Republican	43		8	11/6/2012	52.82776165	45.88549077	6.942270878	1.057729122	1.057729122	1	
5386163	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	St. Norbert College		10/27/2012	402	Democrat	52	Republican	43		9	11/6/2012	52.82776165	45.88549077	6.942270878	2.057729122	2.057729122	1	
5386164	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	TCJ Research		10/27/2012	1000	Democrat	47.6	Republican	49.5		-1.9	11/6/2012	52.82776165	45.88549077	6.942270878	8.842270878	-8.842270878	0	
5386165	2012_Sen-G_FL	2012	FL	Sen-G	Sen-G	Public Policy Polling		10/27/2012	687	Democrat	50	Republican	42		8	11/6/2012	55.23175611	42.22576071	13.0059954	5.0059954	-5.0059954	1	
5386166	2012_Sen-G_FL	2012	FL	Sen-G	Sen-G	Zogby Interactive/JZ Analytics		10/27/2012	827	Democrat	50	Republican	41		9	11/6/2012	55.23175611	42.22576071	13.0059954	4.0059954	-4.0059954	1	aka JZ Analytics
5386167	2012_Sen-G_IN	2012	IN	Sen-G	Sen-G	Pharos Research Group		10/27/2012	753	Democrat	46	Republican	47		-1	11/6/2012	50.03235433	44.29668628	5.735668046	6.735668046	-6.735668046	0	
5386168	2012_Sen-G_MA	2012	MA	Sen-G	Sen-G	Suffolk University		10/27/2012	600	Democrat	53	Republican	46		7	11/6/2012	53.74045676	46.19114585	7.54931091	0.54931091	-0.54931091	1	
5386169	2012_Sen-G_MT	2012	MT	Sen-G	Sen-G	Pharos Research Group		10/27/2012	799	Democrat	48	Republican	47		1	11/6/2012	48.57838236	44.86036876	3.718013603	2.718013603	-2.718013603	1	
5386170	2012_Sen-G_ND	2012	ND	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/2012	625	Democrat	45	Republican	47		-2	11/6/2012	50.22985747	49.33193289	0.897924582	2.897924582	-2.897924582	0	
5386171	2012_Sen-G_ND	2012	ND	Sen-G	Sen-G	Pharos Research Group		10/27/2012	752	Democrat	50	Republican	48		2	11/6/2012	50.22985747	49.33193289	0.897924582	1.102075418	1.102075418	1	
5386172	2012_Sen-G_NE	2012	NE	Sen-G	Sen-G	Pharos Research Group		10/27/2012	761	Democrat	47	Republican	50		-3	11/6/2012	42.22556723	57.77443277	-15.54886554	12.54886554	12.54886554	1	
5386173	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	Gravis Marketing		10/27/2012	730	Democrat	48	Republican	47		1	11/6/2012	50.7010756	44.69971061	6.001364989	5.001364989	-5.001364989	1	
5386174	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	Public Policy Polling		10/27/2012	718	Democrat	53	Republican	42		11	11/6/2012	50.7010756	44.69971061	6.001364989	4.998635011	4.998635011	1	
5386175	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	TCJ Research		10/27/2012	1000	Democrat	48.5	Republican	44.6		3.9	11/6/2012	50.7010756	44.69971061	6.001364989	2.101364989	-2.101364989	1	
5386176	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	Zogby Interactive/JZ Analytics		10/27/2012	827	Democrat	43	Republican	42		1	11/6/2012	50.7010756	44.69971061	6.001364989	5.001364989	-5.001364989	1	aka JZ Analytics
5386177	2012_Sen-G_VA	2012	VA	Sen-G	Sen-G	Zogby Interactive/JZ Analytics		10/27/2012	827	Democrat	46.7	Republican	45.1		1.6	11/6/2012	52.86594905	46.96080896	5.905140082	4.305140082	-4.305140082	1	aka JZ Analytics
5386178	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	Marquette University		10/27/2012	1243	Democrat	47	Republican	43		4	11/6/2012	51.40886373	45.86033613	5.548527602	1.548527602	-1.548527602	1	
5386179	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	St. Norbert College		10/27/2012	402	Democrat	43	Republican	46		-3	11/6/2012	51.40886373	45.86033613	5.548527602	8.548527602	-8.548527602	0	
5386180	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	TCJ Research		10/27/2012	1000	Democrat	45.3	Republican	47.7		-2.4	11/6/2012	51.40886373	45.86033613	5.548527602	7.948527602	-7.948527602	0	
5386181	2012_Gov-G_NC	2012	NC	Gov-G	Gov-G	SurveyUSA		10/28/2012	682	Democrat	36	Republican	53		-17	11/6/2012	43.22856929	54.62278117	-11.39421189	5.605788114	-5.605788114	1	
5386182	2012_House-G_IL-10	2012	IL-10	House-G	House-G	We Ask America		10/28/2012	1257	Democrat	46.4	Republican	53.6		-7.2	11/6/2012	50.61161848	49.38838152	1.223236966	8.423236966	-8.423236966	0	
5386183	2012_House-G_IL-11	2012	IL-11	House-G	House-G	We Ask America		10/28/2012	1303	Democrat	50.4	Republican	49.6		0.8	11/6/2012	58.5650524	41.42747596	17.13757644	16.33757644	-16.33757644	1	
5386184	2012_House-G_IL-12	2012	IL-12	House-G	House-G	We Ask America		10/28/2012	1313	Democrat	50.6	Republican	45.6	3.8	5	11/6/2012	51.65340238	42.73809093	8.91531145	3.91531145	-3.91531145	1	
5386185	2012_House-G_IL-13	2012	IL-13	House-G	House-G	We Ask America		10/28/2012	1360	Democrat	45.1	Republican	50.2	3.9	-5.1	11/6/2012	46.20887613	46.54924673	-0.340370603	4.759629397	-4.759629397	1	
5386186	2012_House-G_IL-17	2012	IL-17	House-G	House-G	We Ask America		10/28/2012	1325	Democrat	48	Republican	52		-4	11/6/2012	53.27542589	46.71798057	6.557445317	10.55744532	-10.55744532	0	
5386187	2012_House-G_IL-8	2012	IL-8	House-G	House-G	We Ask America		10/28/2012	1010	Democrat	54.6	Republican	45.4		9.2	11/6/2012	54.74216452	45.25783548	9.484329041	0.284329041	-0.284329041	1	
5386188	2012_House-G_NY-11	2012	NY-11	House-G	House-G	Siena College		10/28/2012	627	Democrat	34	Republican	52	5	-18	11/6/2012	46.80254197	52.21561131	-5.413069347	12.58693065	-12.58693065	1	
5386189	2012_House-G_NY-19	2012	NY-19	House-G	House-G	Siena College		10/28/2012	649	Democrat	43	Republican	48		-5	11/6/2012	47.14634155	52.85365845	-5.707316901	0.707316901	0.707316901	1	
5386190	2012_House-G_OK-2	2012	OK-2	House-G	House-G	SoonerPoll.com		10/28/2012	300	Democrat	33	Republican	45		-12	11/6/2012	38.33854724	57.3400316	-19.00148437	7.001484366	7.001484366	1	
5386191	2012_House-G_US	2012	US	House-G	House-G	YouGov		10/28/2012	688	Democrat	41	Republican	45		-4	11/6/2012	48.75150904	47.5930913	1.15841774	5.15841774	-5.15841774	0	
5386192	2012_Pres-G_MI	2012	MI	Pres-G	Pres-G	EPIC-MRA		10/28/2012	600	Democrat	48	Republican	42		6	11/6/2012	54.04421961	44.57566156	9.468558048	3.468558048	-3.468558048	1	
5386193	2012_Pres-G_MI	2012	MI	Pres-G	Pres-G	Glengariff Group, Inc.		10/28/2012	600	Democrat	47.7	Republican	45		2.7	11/6/2012	54.04421961	44.57566156	9.468558048	6.768558048	-6.768558048	1	aka Detroit News
5386194	2012_Pres-G_NC	2012	NC	Pres-G	Pres-G	SurveyUSA		10/28/2012	682	Democrat	45	Republican	50		-5	11/6/2012	48.35096858	50.3930641	-2.042095525	2.957904475	-2.957904475	1	
5386195	2012_Pres-G_NE	2012	NE	Pres-G	Pres-G	Gravis Marketing		10/28/2012	1168	Democrat	39	Republican	61		-22	11/6/2012	38.02731442	59.80319218	-21.77587776	0.224122239	-0.224122239	1	
5386196	2012_Pres-G_NV	2012	NV	Pres-G	Pres-G	Grove Insight		10/28/2012	500	Democrat	49	Republican	43		6	11/6/2012	52.35624947	45.67531564	6.680933829	0.680933829	-0.680933829	1	
5386197	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/28/2012	750	Democrat	48	Republican	50		-2	11/6/2012	50.57668361	47.60272613	2.973957482	4.973957482	-4.973957482	0	
5386198	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	SurveyUSA		10/28/2012	603	Democrat	48	Republican	45		3	11/6/2012	50.57668361	47.60272613	2.973957482	0.026042518	0.026042518	1	
5386199	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	University of Cincinnati (Ohio Poll)		10/28/2012	1182	Democrat	48	Republican	46	2	2	11/6/2012	50.57668361	47.60272613	2.973957482	0.973957482	-0.973957482	1	
5386200	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Google Consumer Surveys		10/28/2012	1834	Democrat	45.6	Republican	46.7		-1.1	11/6/2012	51.00647842	47.14987728	3.856601138	4.956601138	-4.956601138	0	
5386201	2012_Pres-G_US	2012	US	Pres-G	Pres-G	YouGov		10/28/2012	688	Democrat	48	Republican	47		1	11/6/2012	51.00647842	47.14987728	3.856601138	2.856601138	-2.856601138	1	
5386202	2012_Sen-G_MI	2012	MI	Sen-G	Sen-G	EPIC-MRA		10/28/2012	600	Democrat	54	Republican	33		21	11/6/2012	58.79807037	37.9844648	20.81360557	0.18639443	0.18639443	1	
5386203	2012_Sen-G_MI	2012	MI	Sen-G	Sen-G	Glengariff Group, Inc.		10/28/2012	600	Democrat	52	Republican	38		14	11/6/2012	58.79807037	37.9844648	20.81360557	6.81360557	-6.81360557	1	aka Detroit News
5386204	2012_Sen-G_NE	2012	NE	Sen-G	Sen-G	Gravis Marketing		10/28/2012	1168	Democrat	44	Republican	56		-12	11/6/2012	42.22556723	57.77443277	-15.54886554	3.548865544	3.548865544	1	
5386205	2012_Sen-G_NV	2012	NV	Sen-G	Sen-G	Grove Insight		10/28/2012	500	Democrat	43	Republican	44		-1	11/6/2012	44.70612996	45.86627648	-1.160146522	0.160146522	0.160146522	1	
5386206	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	SurveyUSA		10/28/2012	603	Democrat	46	Republican	41		5	11/6/2012	50.7010756	44.69971061	6.001364989	1.001364989	-1.001364989	1	
5386207	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	University of Cincinnati (Ohio Poll)		10/28/2012	1182	Democrat	49	Republican	44		5	11/6/2012	50.7010756	44.69971061	6.001364989	1.001364989	-1.001364989	1	
5386208	2012_Gov-G_IN	2012	IN	Gov-G	Gov-G	Howey Politics/DePauw University		10/29/2012	800	Democrat	40	Republican	47		-7	11/6/2012	46.54995461	49.50080452	-2.950849905	4.049150095	-4.049150095	1	aka Howey/DePauw
5386209	2012_House-G_CA-52	2012	CA-52	House-G	House-G	SurveyUSA		10/29/2012	628	Democrat	46	Republican	46		0	11/6/2012	51.1814403	48.8185597	2.362880606	2.362880606	-2.362880606	0.5	
5386210	2012_House-G_UT-1	2012	UT-1	House-G	House-G	Dan Jones & Associates		10/29/2012	194	Democrat	15	Republican	72		-57	11/6/2012	24.68598286	71.47331465	-46.78733179	10.21266821	-10.21266821	1	
5386211	2012_House-G_UT-2	2012	UT-2	House-G	House-G	Dan Jones & Associates		10/29/2012	229	Democrat	28	Republican	44		-16	11/6/2012	33.46516727	62.17103543	-28.70586815	12.70586815	12.70586815	1	
5386212	2012_House-G_UT-3	2012	UT-3	House-G	House-G	Dan Jones & Associates		10/29/2012	232	Democrat	18	Republican	68		-50	11/6/2012	23.39422147	76.60577853	-53.21155706	3.211557059	3.211557059	1	
5386213	2012_House-G_UT-4	2012	UT-4	House-G	House-G	Dan Jones & Associates		10/29/2012	414	Democrat	43	Republican	48		-5	11/6/2012	48.84396009	48.53084472	0.313115376	5.313115376	-5.313115376	0	
5386214	2012_Pres-G_CO	2012	CO	Pres-G	Pres-G	CNN/Opinion Research Corp.		10/29/2012	733	Democrat	50	Republican	48		2	11/6/2012	51.44561533	46.08530215	5.360313176	3.360313176	-3.360313176	1	
5386215	2012_Pres-G_CO	2012	CO	Pres-G	Pres-G	Grove Insight		10/29/2012	500	Democrat	48	Republican	45		3	11/6/2012	51.44561533	46.08530215	5.360313176	2.360313176	-2.360313176	1	
5386216	2012_Pres-G_CO	2012	CO	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	750	Democrat	47	Republican	50		-3	11/6/2012	51.44561533	46.08530215	5.360313176	8.360313176	-8.360313176	0	
5386217	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	Grove Insight		10/29/2012	600	Democrat	48	Republican	47		1	11/6/2012	49.90189204	49.02686297	0.875029071	0.124970929	0.124970929	1	
5386218	2012_Pres-G_FL	2012	FL	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	1000	Democrat	48	Republican	50		-2	11/6/2012	49.90189204	49.02686297	0.875029071	2.875029071	-2.875029071	0	aka Pulse Opinion Research
5386219	2012_Pres-G_IA	2012	IA	Pres-G	Pres-G	Marist College		10/29/2012	1142	Democrat	50	Republican	44		6	11/6/2012	51.98801653	46.17786851	5.810148024	0.189851976	0.189851976	1	aka NBC/Marist
5386220	2012_Pres-G_IN	2012	IN	Pres-G	Pres-G	Howey Politics/DePauw University		10/29/2012	800	Democrat	41	Republican	51		-10	11/6/2012	43.83639628	54.03701964	-10.20062336	0.200623362	0.200623362	1	aka Howey/DePauw
5386221	2012_Pres-G_MA	2012	MA	Pres-G	Pres-G	Western New England University		10/29/2012	535	Democrat	58	Republican	40		18	11/6/2012	60.6661096	37.51727952	23.14883007	5.148830075	-5.148830075	1	
5386222	2012_Pres-G_MT	2012	MT	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	500	Democrat	43	Republican	53		-10	11/6/2012	41.66061212	55.30172307	-13.64111096	3.641110955	3.641110955	1	
5386223	2012_Pres-G_NH	2012	NH	Pres-G	Pres-G	Marist College		10/29/2012	1013	Democrat	49	Republican	47		2	11/6/2012	51.97968415	46.40379649	5.575887658	3.575887658	-3.575887658	1	aka NBC/Marist
5386224	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Columbus Dispatch		10/29/2012	1501	Democrat	50	Republican	48		2	11/6/2012	50.57668361	47.60272613	2.973957482	0.973957482	-0.973957482	1	
5386225	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Grove Insight		10/29/2012	500	Democrat	48	Republican	45		3	11/6/2012	50.57668361	47.60272613	2.973957482	0.026042518	0.026042518	1	
5386226	2012_Pres-G_OH	2012	OH	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	1000	Democrat	48	Republican	46		2	11/6/2012	50.57668361	47.60272613	2.973957482	0.973957482	-0.973957482	1	aka Pulse Opinion Research
5386227	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Fox News/Anderson Robbins Research/Shaw & Company Research		10/29/2012	1128	Democrat	46	Republican	46		0	11/6/2012	51.00647842	47.14987728	3.856601138	3.856601138	-3.856601138	0.5	aka Fox News
5386228	2012_Pres-G_US	2012	US	Pres-G	Pres-G	Ipsos, online		10/29/2012	4085	Democrat	47	Republican	46		1	11/6/2012	51.00647842	47.14987728	3.856601138	2.856601138	-2.856601138	1	
5386229	2012_Pres-G_UT	2012	UT	Pres-G	Pres-G	Dan Jones & Associates		10/29/2012	870	Democrat	26	Republican	69		-43	11/6/2012	24.6667274	72.54660527	-47.87987787	4.879877868	4.879877868	1	
5386230	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	Marist College		10/29/2012	1065	Democrat	49	Republican	46		3	11/6/2012	52.82776165	45.88549077	6.942270878	3.942270878	-3.942270878	1	aka NBC/Marist
5386231	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	1000	Democrat	49	Republican	48		1	11/6/2012	52.82776165	45.88549077	6.942270878	5.942270878	-5.942270878	1	aka Pulse Opinion Research
5386232	2012_Pres-G_WI	2012	WI	Pres-G	Pres-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	750	Democrat	49	Republican	49		0	11/6/2012	52.82776165	45.88549077	6.942270878	6.942270878	-6.942270878	0.5	
5386233	2012_Sen-G_FL	2012	FL	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	1000	Democrat	50	Republican	46		4	11/6/2012	55.23175611	42.22576071	13.0059954	9.0059954	-9.0059954	1	aka Pulse Opinion Research
5386234	2012_Sen-G_IN	2012	IN	Sen-G	Sen-G	Howey Politics/DePauw University		10/29/2012	800	Democrat	47	Republican	36		11	11/6/2012	50.03235433	44.29668628	5.735668046	5.264331954	5.264331954	1	aka Howey/DePauw
5386235	2012_Sen-G_MT	2012	MT	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	500	Democrat	49	Republican	48		1	11/6/2012	48.57838236	44.86036876	3.718013603	2.718013603	-2.718013603	1	
5386236	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	Columbus Dispatch		10/29/2012	1501	Democrat	51	Republican	45		6	11/6/2012	50.7010756	44.69971061	6.001364989	0.001364989	-0.001364989	1	
5386237	2012_Sen-G_OH	2012	OH	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	1000	Democrat	50	Republican	43		7	11/6/2012	50.7010756	44.69971061	6.001364989	0.998635011	0.998635011	1	aka Pulse Opinion Research
5386238	2012_Sen-G_UT	2012	UT	Sen-G	Sen-G	Dan Jones & Associates		10/29/2012	870	Democrat	26	Republican	63		-37	11/6/2012	29.98040522	65.31009503	-35.32968981	1.670310189	-1.670310189	1	
5386239	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	Marist College		10/29/2012	1065	Democrat	48	Republican	47		1	11/6/2012	51.40886373	45.86033613	5.548527602	4.548527602	-4.548527602	1	aka NBC/Marist
5386240	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	Marist College		10/29/2012	1332	Democrat	48	Republican	46		2	11/6/2012	51.40886373	45.86033613	5.548527602	3.548527602	-3.548527602	1	aka NBC/Marist
5386241	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	1000	Democrat	47	Republican	48		-1	11/6/2012	51.40886373	45.86033613	5.548527602	6.548527602	-6.548527602	0	aka Pulse Opinion Research
5386242	2012_Sen-G_WI	2012	WI	Sen-G	Sen-G	Rasmussen Reports/Pulse Opinion Research		10/29/2012	750	Democrat	48	Republican	48		0	11/6/2012	51.40886373	45.86033613	5.548527602	5.548527602	-5.548527602	0.5	
5386243	2012_Gov-G_MT	2012	MT	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/30/2012	625	Democrat	46	Republican	49		-3	11/6/2012	48.90493889	47.33902943	1.565909462	4.565909462	-4.565909462	0	
5386244	2012_Gov-G_NC	2012	NC	Gov-G	Gov-G	Public Policy Polling		10/30/2012	730	Democrat	39	Republican	50		-11	11/6/2012	43.22856929	54.62278117	-11.39421189	0.394211886	0.394211886	1	
5386245	2012_Gov-G_UT	2012	UT	Gov-G	Gov-G	Dan Jones & Associates		10/30/2012	870	Democrat	24	Republican	69		-45	11/6/2012	27.58225338	68.41287441	-40.83062103	4.169378972	-4.169378972	1	aka Deseret News/KSL
5386246	2012_Gov-G_WA	2012	WA	Gov-G	Gov-G	SurveyUSA		10/30/2012	555	Democrat	47	Republican	46		1	11/6/2012	51.53949125	48.46050875	3.07898251	2.07898251	-2.07898251	1	
5386247	2012_House-G_GA-12	2012	GA-12	House-G	House-G	20/20 Insight		10/30/2012	450	Democrat	50	Republican	44		6	11/6/2012	53.70000888	46.29999112	7.400017752	1.400017752	-1.400017752	1	
5386248	2012_House-G_MT-1	2012	MT-1	House-G	House-G	Mason-Dixon Polling & Research, Inc.		10/30/2012	625	Democrat	40	Republican	51	1	-11	11/6/2012	42.71876433	53.25134448	-10.53258015	0.467419852	-0.467419852	1	
