"food","characteristic","p_values"
"DT_VB12","smoke_often",0.809945
"PROTEINBARSTYPE","neutralCable",0.809966
"GROUP_OTHER_EGGS_OR_OMELETS_TOTAL_GRAMS","right_hand",0.809973
"SOMEJUICEFREQ","mathReading",0.809977
"OMEGASUPPYEARS","dog",0.810052
"GREENSALADQUAN","dog",0.810052
"ROASTCHICKENFREQ","rash",0.810124
"DT_CALC","belly",0.810227
"GROUP_CORN_BREAD_HUSH_PUPPIES_TOTAL_GRAMS","right_hand",0.810314
"V_STARCHY_TOTAL","neutralCable",0.810444
"FOL_DFE","belly",0.810468
"DT_CRYPT","uhCrash",0.810527
"OILS_M","unfavCable",0.810583
"AVOCADOFREQ","neutralCable",0.810617
"TOCPHG","dog",0.810654
"TOCPHG","cat",0.810802
"SUP_ZINC","noCrash",0.810855
"VEGETABLESOUPFREQ","left_hand",0.810866
"GROUP_SOY_MILK_TOTAL_GRAMS","smoke_often",0.810921
"GROUP_SOY_MILK_TOTAL_GRAMS","Jewish",0.810921
"GROUP_POULTRY_UNCOATED_ATE_SKIN_TOTAL_GRAMS","neutralCable",0.810937
"MILKONCEREALQUAN","smoke_rarely",0.810988
"SOMEJUICEQUAN","smoke_rarely",0.810988
"MINERALSYESORNO","smoke_rarely",0.810988
"GROUP_COOK_FAT_MARGARINE_LOW_FAT_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_COCOA_KRISPIES_PEBBLES_PUFFS_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_OTHER_FIBER_CEREAL_TOTAL_GRAMS","smoke_rarely",0.810988
"COOKINGFATLARD","smoke_rarely",0.810988
"SUP_LZ","smoke_rarely",0.810988
"GROUP_ALL_BRAN_ORIGINAL_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_GRAPE_NUTS_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_ICE_CREAM_LOW_SUGAR_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_CAKE_LOW_SUGAR_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_COOK_FAT_OTHER_OIL_COCONUT_VARIOUS_NFS_VEGETABLE_OILS_TOTAL_GRAMS","smoke_rarely",0.810988
"KASHIGOLNORHR2HRTYPE","smoke_rarely",0.810988
"SPECIALKFLAVSTYPE","smoke_rarely",0.810988
"COOKINGFATLOWFATMARG","smoke_rarely",0.810988
"COOKINGFATOTHER","smoke_rarely",0.810988
"ANTIOXIDANTCOMBOYEARS","smoke_rarely",0.810988
"VITAMINAYEARS","smoke_rarely",0.810988
"OMEGA3DONTKNOWTYPE","smoke_rarely",0.810988
"BLACK","smoke_rarely",0.810988
"GROUP_LATTE_CAPPUCCINO_NON_FAT_MILK_TOTAL_GRAMS","smoke_rarely",0.810988
"APPLEJACKSTYPE","smoke_rarely",0.810988
"CAPNCRUNCHTYPE","smoke_rarely",0.810988
"COCOAKRISPIESTYPE","smoke_rarely",0.810988
"COOKINGFATSTICKMARG","smoke_rarely",0.810988
"COOKINGFATSOFTTUBMARG","smoke_rarely",0.810988
"GROUP_FRAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS","smoke_rarely",0.810988
"ALLBRANORIGTYPE","smoke_rarely",0.810988
"CINNTOASTCRTYPE","smoke_rarely",0.810988
"OTHERFIBERCEREALTYPE","smoke_rarely",0.810988
"GROUP_APPLE_JACKS_COOKIE_CRISP_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_CAP_N_CRUNCH_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_MOCHA_NON_FAT_MILK_TOTAL_GRAMS","smoke_rarely",0.810988
"NATIVEAMER","smoke_rarely",0.810988
"GROUP_CAKE_LOW_FAT_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_CINNAMON_TOAST_CRUNCH_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_SODA_DIET_NO_CAFFEINE_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_COOK_FAT_MARGARINE_STICK_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_COOK_FAT_MARGARINE_TUB_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS","smoke_rarely",0.810988
"GROUP_COOK_FAT_ANIMAL_FAT_TOTAL_GRAMS","smoke_rarely",0.810988
"DT_CRYPT","rash",0.810996
"DT_M221","rash",0.81119
"GROUP_SWEET_POTATO_YAM_TOTAL_GRAMS","heart_disease",0.811235
"YOGURTQUAN","unfavCable",0.811316
"WATERFREQ","left_hand",0.811373
"COOKEDGREENSFREQ","dog",0.811413
"GROUP_GRANOLA_TOTAL_GRAMS","belly",0.811447
"OTHERNUTSFREQ","dog",0.811539
"EXERGYMTIME","noCrash",0.811756
"GROUP_RAISIN_BRAN_TOTAL_GRAMS","favCable",0.811779
"SUP_VK","ever_smoked",0.811838
"SUP_VK","never_smoked",0.811838
"GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS","belly",0.811901
"FRIEDORBREADEDFISHQUAN","cancer",0.811908
"SUGARINCOFFEE","cancer",0.811908
"F24D0","neutralCable",0.811933
"PHYSTR","dog",0.81195
"EPICATECG3","Jewish",0.811955
"GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS","heart_disease",0.812071
"YOGURTFREQ","unfavCable",0.812213
"WINEFREQ","uhCrash",0.812251
"PAC_4","neutralCable",0.812266
"COFFEEFREQ","noCrash",0.812291
"F20D3","Dems",0.812357
"F18D1T","atheist",0.812405
"GROUP_PICKLES_SAUERKRAUT_KIMCHI_TOTAL_GRAMS","atheist",0.812422
"CHOCOLATECANDYQUAN","atheist",0.812514
"DT_M181","smoke_often",0.812522
"GROUP_CHEESE_FULL_FAT_TOTAL_GRAMS","quit_smoking",0.81253
"GROUP_YOGURT_PLAIN_LOW_FAT_TOTAL_GRAMS","Jewish",0.81263
"DT_FOLAC","cat",0.812634
"MEALREPLACEMENTDRINKSTYPE","uhCrash",0.812649
"CATECHIN","Dems",0.812661
"GROUP_RAISIN_BRAN_TOTAL_GRAMS","smoke_often",0.812676
"GROUP_RAISIN_BRAN_TOTAL_GRAMS","Jewish",0.812676
"GROUP_FEET_NECK_TAIL_TONGUE_CHITLINS_TOTAL_GRAMS","cancer",0.812685
"WATERQUAN","mathReading",0.812714
"GROUP_BAGELS_WHOLEGRAIN_TOTAL_GRAMS","belly",0.812771
"VITAMINB6AMOUNT","yesCrash",0.812818
"GROUP_PEACH_NECTARINE_TOTAL_GRAMS","atheist",0.812834
"BARBECUESAUCEQUAN","left_hand",0.812901
"BARBECUESAUCEQUAN","yesCrash",0.812901
"F20D3N3","belly",0.812906
"DT_FIBER_SOL","right_hand",0.812909
"F22D1C","Jewish",0.812922
"GROUP_BREAKFAST_PASTRY_MUFFINS_QUICK_BREAD_TOTAL_GRAMS","unfavCable",0.81294
"GROUP_SANDWICH_BUNS_MULTIGRAIN_TOTAL_GRAMS","noCrash",0.812982
"GROUP_BOTH_RED_AND_WHITE_WINE_TOTAL_GRAMS","readingMath",0.812999
"GROUP_TORTILLA_MIX_TOTAL_GRAMS","mathReading",0.813061
"BCOMPLEXTYPEVITSYEARS","noCrash",0.813114
"GROUP_PORK_FAT_OFF_TOTAL_GRAMS","unfavCable",0.813163
"T_ISOFLAVONES","smoke_rarely",0.81319
"SLICEDCHEESEFREQ","quit_smoking",0.813201
"BAGELTYPE","Dems",0.813204
"F24D1C","neutralCable",0.813229
"BETN_C","rash",0.813486
"ICEDTEAFREQ","left_hand",0.813628
"GROUP_CAKE_REGULAR_TOTAL_GRAMS","smoke_often",0.813704
"DT_B12AD","quit_smoking",0.813808
"GROUP_WINE_RED_TOTAL_GRAMS","right_hand",0.813817
"GROUP_APPLES_PEARS_RAW_TOTAL_GRAMS","favCable",0.813924
"CREAMCHEESEFREQ","dog",0.813977
"STEAKQUAN","dog",0.814004
"PF_MEAT","readingMath",0.814069
"JOBWALKTIME","diabetes",0.814069
"GROUP_CORN_TOTAL_GRAMS","quit_smoking",0.814071
"GROUP_FRENCH_FRIES_FRIED_POTATOES_TOTAL_GRAMS","quit_smoking",0.81408
"DT_P182","mathReading",0.814107
"F15D0","belly",0.814157
"ADD_SUGARS","left_hand",0.814184
"BEEFPORKDISHQUAN","mathReading",0.814202
"GROUP_OTHER_NOODLES_WHOLE_GRAIN_TOTAL_GRAMS","belly",0.814226
"BEERTYPE","Dems",0.814252
"DT_CAFFN","cat",0.814269
"GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS","Dems",0.814282
"POPCORNFREQ","uhCrash",0.814537
"OTHERCANDIESQUAN","heart_disease",0.814538
"GROUP_FRIED_OR_COATED_CHIX_ATE_SKIN_TOTAL_GRAMS","belly",0.814626
"GROUP_YOGURT_SWEET_LOW_FAT_TOTAL_GRAMS","uhCrash",0.814629
"V_STARCHY_OTHER","rash",0.814644
"OTHERNUTSFREQ","belly",0.814692
"GROUP_ENERGY_DRINKS_SUGAR_TOTAL_GRAMS","heart_disease",0.814701
"CALCIUMYEARS","currently_smoke",0.8148
"A_NUT_S","dog",0.814883
"DT_CHLN","currently_smoke",0.8149
"GROUP_TORTILLA_MIX_TOTAL_GRAMS","unfavCable",0.814909
"POPCORNFREQ","cancer",0.814913
"F18D2CN6","quit_smoking",0.815002
"F22D4","currently_smoke",0.815157
"F18D1T","cat",0.815185
"REFRIEDBEANSQUAN","ever_smoked",0.815247
"REFRIEDBEANSQUAN","never_smoked",0.815247
"VITA_IU","dog",0.815265
"BUNSQUAN","favCable",0.815458
"GRANOLATYPE","right_hand",0.815458
"GRANOLATYPE","atheist",0.815458
"BUTTERQUAN","quit_smoking",0.815458
"OTHERWHOLEGRAINCEREALTYPE","favCable",0.815458
"CHEERIOSPLAINTYPE","favCable",0.815458
"RAISINBRANTYPE","favCable",0.815458
"COOKINGFATCORN","favCable",0.815458
"SAUCEICECREAMQUAN","favCable",0.815458
"RAISINBRANTYPE","quit_smoking",0.815458
"MEATSUBSTITUTESQUAN","quit_smoking",0.815458
"GROUP_OYSTERS_TOTAL_GRAMS","neutralCable",0.815557
"T_FLAVONOLS","diabetes",0.815576
"DT_S140","unfavCable",0.815577
"D_SOY","uhCrash",0.815635
"VITA_IU","left_hand",0.815636
"DT_THEO","mathReading",0.815647
"SODAFREQ","currently_smoke",0.815707
"JOBSTANDFREQ","Jewish",0.815745
"MEALREPLACEMENTDRINKSTYPE","belly",0.815781
"MEALREPLACEMENTDRINKSTYPE","currently_smoke",0.815781
"YOGURTFREQ","neutralCable",0.815816
"F18D2T","cat",0.81583
"PAC10","heart_disease",0.815963
"GRITSQUAN","noCrash",0.81603
"ENERGYDRINKSQUAN","noCrash",0.81603
"GROUP_RAISIN_BRAN_TOTAL_GRAMS","diabetes",0.816119
"GROUP_HI_C_CRANBERRY_JUICE_TANG_TOTAL_GRAMS","quit_smoking",0.816131
"PRENATALVITSAMOUNT","diabetes",0.816157
"SALADDRESSINGSTYPE","dog",0.816219
"GROUP_REDUCED_FAT_2_PCT_MILK_TOTAL_GRAMS","smoke_often",0.8164
"PF_MEAT","diabetes",0.816525
"GROUP_TORTILLA_MIX_TOTAL_GRAMS","dog",0.816564
"FATOILFREQ","diabetes",0.816573
"CHOCAL","unfavCable",0.816614
"DT_VITB6","mathReading",0.816645
"RAWTOMATOESQUAN","diabetes",0.816668
"TOMATOJUICEFREQ","belly",0.816746
"MEATBALLSQUAN","dog",0.816837
"OYSTERSFREQ","cancer",0.816897
"CORNQUAN","heart_disease",0.81694
"F16D1T","cancer",0.817001
"GROUP_LOW_FAT_1_PCT_MILK_TOTAL_GRAMS","smoke_often",0.817029
"GROUP_LOW_FAT_1_PCT_MILK_TOTAL_GRAMS","Jewish",0.817029
"LENTILSOUPQUAN","never_smoked",0.817035
"LENTILSOUPQUAN","ever_smoked",0.817035
"DT_IRON","belly",0.817088
"GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS","atheist",0.817096
"FISHOILTYPE","dog",0.817164
"FOL_DFE","cat",0.817192
"GROUP_POULTRY_UNCOATED_TOTAL_GRAMS","yesCrash",0.817242
"GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS","smoke_rarely",0.817259
"JOBLIFTFREQ","left_hand",0.817332
"JOBLIFTFREQ","yesCrash",0.817332
"FIBERSUPPYEARS","yesCrash",0.817332
"CABBAGEQUAN","left_hand",0.817332
"CABBAGEQUAN","yesCrash",0.817332
"PF_EGGS","diabetes",0.817341
"PSEGGS","diabetes",0.817341
"GROUP_FRIED_OR_COATED_CHIX_NO_SKIN_TOTAL_GRAMS","noCrash",0.81735
"ENERGYDRINKSTYPE","quit_smoking",0.817386
"DT_SODI","unfavCable",0.817404
"RAWTOMATOESFREQ","ever_smoked",0.817529
"RAWTOMATOESFREQ","never_smoked",0.817529
"HISTN_G","atheist",0.817585
"WATERQUAN","cat",0.817724
"F_CITMLB","cancer",0.817847
"SALMONQUAN","right_hand",0.817942
"D_YOGURT","quit_smoking",0.818032
"SER_G","noCrash",0.818052
"NARING","dog",0.818119
"CALCIUMQUAN","unfavCable",0.818199
"MARGARINEQUAN","left_hand",0.818232
"CORNBREADFREQ","noCrash",0.818268
"GROUP_LATTE_CAPPUCCINO_WHOLE_MILK_TOTAL_GRAMS","currently_smoke",0.818298
"MELONSQUAN","cancer",0.818346
"GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS","rash",0.81848
"GROUP_SALAD_DRESSING_LOW_FAT_TOTAL_GRAMS","mathReading",0.818595
"HEAVYWORKFREQ","currently_smoke",0.818633
"CHILDCARETIME","currently_smoke",0.81871
"PROTEINBARSQUAN","belly",0.81871
"CORNCHIPSFREQ","neutralCable",0.818793
"CORNCHIPSFREQ","uhCrash",0.818793
"VEALLAMBGAMEQUAN","left_hand",0.818801
"VEALLAMBGAMEQUAN","yesCrash",0.818801
"GROUP_CABBAGE_SLAW_CHINESE_CABBAGES_TOTAL_GRAMS","neutralCable",0.818889
"BROWNRICEFREQ","smoke_often",0.818916
"PROTEINBARSTYPE","right_hand",0.818935
"V_TOTAL","smoke_rarely",0.818953
"ORANGESFREQ","yesCrash",0.819021
"ISORHMNTN","dog",0.819037
"ARG_G","smoke_often",0.819146
"SUP_NIAC","dog",0.819195
"COOKEDGREENSFREQ","neutralCable",0.819249
"FOLICACIDAMOUNT","Jewish",0.81932
"FOLICACIDAMOUNT","smoke_often",0.81932
"HICFREQ","readingMath",0.819356
"VITD_IU","unfavCable",0.819364
"T_FLAVONOLS","cancer",0.819403
"DT_VITD","unfavCable",0.819433
"GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS","left_hand",0.819632
"LACS","neutralCable",0.819654
"OTHERFISHFREQ","mathReading",0.819706
"PF_ORGAN","cancer",0.819739
"GLUS","never_smoked",0.819781
"GLUS","ever_smoked",0.819781
"V_REDOR_TOTAL","yesCrash",0.819782
"PSVEGORN","yesCrash",0.819782
"NIACIN_EQUIV_NE","ever_smoked",0.819789
"NIACIN_EQUIV_NE","never_smoked",0.819789
"SUP_IRON","diabetes",0.819849
"DT_SUG_T","quit_smoking",0.819915
"GROUP_BROWN_RICE_DISHES_WITH_TOTAL_GRAMS","right_hand",0.819955
"ORANGEJUICETYPE","Dems",0.820113
"OILS_M","cat",0.820123
"OTHERCHIPSQUAN","neutralCable",0.820181
"BRISKWALKTIME","neutralCable",0.82026
"GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS","currently_smoke",0.820265
"COOKIESTYPE","dog",0.820315
"COTTAGECHEESEQUAN","belly",0.820425
"HOTDOGTYPE","right_hand",0.820425
"CANNEDFRUITQUAN","right_hand",0.820425
"COTTAGECHEESEQUAN","currently_smoke",0.820425
"EXERGYMFREQ","cancer",0.820507
"GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS","yesCrash",0.820528
"BACONSAUSAGEQUAN","unfavCable",0.82053
"VITAMINB6AMOUNT","readingMath",0.820547
"PSOILS","mathReading",0.820617
"HAMBURGERTYPE","favCable",0.820668
"PF_TOTAL","never_smoked",0.820729
"PF_TOTAL","ever_smoked",0.820729
"GALCATEGC","atheist",0.820942
"EGGROLLFREQ","uhCrash",0.820963
"DRIEDFRUITFREQ","diabetes",0.821084
"GROUP_SODA_SUGAR_NO_CAFFEINE_TOTAL_GRAMS","smoke_often",0.821243
"GROUP_SODA_SUGAR_NO_CAFFEINE_TOTAL_GRAMS","Jewish",0.821243
"POPSICLESQUAN","mathReading",0.821414
"TRP_G","Jewish",0.821426
"YOGURTTYPE","yesCrash",0.821504
"AVOCADOQUAN","favCable",0.821514
"METMINS","neutralCable",0.821522
"COOKINGFATBUTTER","yesCrash",0.82159
"SALADDRESSINGSQUAN","dog",0.821689
"CARROTSFREQ","atheist",0.821735
"PAC_1","smoke_often",0.82174
"JOBSTANDTIME","left_hand",0.82187
"SLOWWALKTIME","cancer",0.821874
"CHOCAL","Jewish",0.821883
"POTATOESQUAN","diabetes",0.822022
"GROUP_SALAD_DRESSING_FAT_FREE_TOTAL_GRAMS","smoke_often",0.822069
"GROUP_SALAD_DRESSING_FAT_FREE_TOTAL_GRAMS","Jewish",0.822069
"STEAKQUAN","cancer",0.822097
"DT_P205","noCrash",0.82221
"DT_MOIS","Dems",0.822261
"TOFUFREQ","yesCrash",0.822273
"GROUP_LATTE_CAPPUCCINO_SOY_MILK_TOTAL_GRAMS","smoke_often",0.822344
"GROUP_LATTE_CAPPUCCINO_SOY_MILK_TOTAL_GRAMS","Jewish",0.822344
"CAKESTYPE","cancer",0.822406
"PUDDINGFREQ","belly",0.822554
"OILS","mathReading",0.822579
"GROUP_FROSTED_FLAKES_TOTAL_GRAMS","Jewish",0.82263
"GROUP_FROSTED_FLAKES_TOTAL_GRAMS","smoke_often",0.82263
"PF_SEAFD_HI","cat",0.82274
"EPICATEGC","left_hand",0.822769
"SER_G","mathReading",0.822811
"VITA_IU","readingMath",0.822861
"DT_CRYPT","quit_smoking",0.822902
"FOLICACIDYEARS","dog",0.82291
"SHELLFISHFREQ","readingMath",0.823001
"TOCTRB","dog",0.823078
"PF_ORGAN","noCrash",0.823108
"GROUP_HOT_TEA_CAFFEINE_TOTAL_GRAMS","noCrash",0.823382
"GROUP_PEACH_NECTARINE_TOTAL_GRAMS","cancer",0.823404
"F18D2CN6","rash",0.823519
"F24D0","dog",0.823599
"GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS","Jewish",0.823621
"PETUNIDIN","ever_smoked",0.823854
"PETUNIDIN","never_smoked",0.823854
"T_FLAVANONES","dog",0.823905
"SWEETPOTATOESFREQ","ever_smoked",0.823907
"SWEETPOTATOESFREQ","never_smoked",0.823907
"DT_CALC","Jewish",0.823925
"GROUP_HIGH_PROTEIN_DRINKS_REGULAR_TOTAL_GRAMS","heart_disease",0.823991
"COFFEESUGARTEASPOONS","uhCrash",0.824038
"DT_S100","rash",0.824039
"GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS","smoke_often",0.824143
"OTHERCRACKERSQUAN","Jewish",0.824395
"GROUP_POPCORN_REGULAR_TOTAL_GRAMS","smoke_often",0.824434
"SUP_VITA","rash",0.824434
"PAC_7","ever_smoked",0.824447
"PAC_7","never_smoked",0.824447
"ROASTCHICKENQUAN","uhCrash",0.824455
"ROASTCHICKENQUAN","neutralCable",0.824455
"YOGURTFREQ","atheist",0.824519
"GROUP_HAMBURGER_PATTY_TOTAL_GRAMS","belly",0.824595
"CAKESFREQ","noCrash",0.824684
"ASP_G","ever_smoked",0.824788
"ASP_G","never_smoked",0.824788
"APPLESQUAN","quit_smoking",0.82481
"OTHERPIESQUAN","favCable",0.82481
"B_CAROTENE_EQUIV","dog",0.824861
"GROUP_PEANUT_BUTTER_NUT_BUTTER_TOTAL_GRAMS","currently_smoke",0.824874
"F18D2TT","Jewish",0.82488
"DT_S180","dog",0.8249
"GROUP_CEREAL_GRANOLA_BARS_TOTAL_GRAMS","belly",0.82495
"F_WHOLE","quit_smoking",0.824959
"GROUP_COTTAGE_CHEESE_RICOTTA_TOTAL_GRAMS","noCrash",0.824992
"GROUP_OTHER_MILK_ALMOND_TOTAL_GRAMS","atheist",0.825008
"SWEETPOTATOESFREQ","yesCrash",0.825047
"SWEETPOTATOESFREQ","left_hand",0.825047
"FATRNP","never_smoked",0.825069
"FATRNP","ever_smoked",0.825069
"DT_SEL","quit_smoking",0.825069
"GROUP_MAYO_REGULAR_TOTAL_GRAMS","readingMath",0.825234
"GROUP_SHELLFISH_EXCEPT_OYSTERS_TOTAL_GRAMS","unfavCable",0.825248
"GROUP_BAGELS_MIX_TOTAL_GRAMS","heart_disease",0.825299
"DT_P184","heart_disease",0.825515
"MEATBALLSFREQ","cat",0.825702
"F13D0","Jewish",0.825759
"GROUP_HOT_TEA_CAFFEINE_TOTAL_GRAMS","smoke_often",0.825767
"SLICEDCHEESEFREQ","belly",0.825808
"DRIEDFRUITFREQ","uhCrash",0.825815
"TOCTRA","mathReading",0.825929
"COFFEEQUAN","Jewish",0.825984
"DT_TFAT","cancer",0.825984
"GROUP_SANDWICH_BUNS_MULTIGRAIN_TOTAL_GRAMS","uhCrash",0.826169
"CANNEDFRUITFREQ","Dems",0.826189
"ICEDTEATYPE","ever_smoked",0.826311
"ICEDTEATYPE","never_smoked",0.826311
"VEALLAMBGAMEFREQ","cat",0.826328
"CARROTSQUAN","dog",0.826328
"VAL_G","mathReading",0.826395
"GROUP_CANDY_NOT_CHOCOLATE_TOTAL_GRAMS","Jewish",0.826401
"BROCCOLIQUAN","smoke_rarely",0.826493
"ASH","belly",0.826511
"GROUP_TORTILLA_OR_CORN_CHIPS_CORN_NUTS_TOTAL_GRAMS","noCrash",0.826523
"METMINRECR","cat",0.826638
"GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS","smoke_often",0.826692
"F20D0","unfavCable",0.826822
"LENTILSOUPQUAN","heart_disease",0.826835
"MACANDCHEESEQUAN","cancer",0.826848
"GROUP_PEANUTS_OTHER_NUTS_SEEDS_TOTAL_GRAMS","unfavCable",0.826872
"GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS","belly",0.826909
"SUP_B12","unfavCable",0.826916
"FISHOILTYPE","Dems",0.827036
"GROUP_GREENS_SPINACH_COOKED_TOTAL_GRAMS","currently_smoke",0.827037
"TORTILLASFREQ","uhCrash",0.827111
"ERIODICTYL","favCable",0.827117
"DT_MOIS","dog",0.827231
"GROUP_COOKIES_REGULAR_TOTAL_GRAMS","cat",0.82729
"BEANSQUAN","right_hand",0.827307
"PIZZAFREQ","diabetes",0.827387
"GROUP_DRINKS_WITH_SOME_JUICE_TOTAL_GRAMS","quit_smoking",0.827471
"THR_G","Jewish",0.827512
"IRONAMOUNT","heart_disease",0.827551
"G_REFINED","atheist",0.827751
"GROUP_MAYO_REGULAR_TOTAL_GRAMS","uhCrash",0.827773
"F18D3I","smoke_often",0.82779
"GLY_G","never_smoked",0.827814
"GLY_G","ever_smoked",0.827814
"DT_VB12","unfavCable",0.827856
"FRUS","smoke_rarely",0.827902
"ORANGEJUICEFREQ","neutralCable",0.827994
"AVOCADOQUAN","Jewish",0.827995
"GREENSALADQUAN","mathReading",0.828099
"ALA_G","mathReading",0.828135
"GROUP_STEAK_ROAST_FAT_OFF_TOTAL_GRAMS","uhCrash",0.828158
"SPAGHETTIQUAN","unfavCable",0.828262
"POTATOESQUAN","unfavCable",0.828262
"D_CHEESE","smoke_often",0.828264
"LACS","rash",0.828272
"OILS","cat",0.828295
"GROUP_STEAK_ROAST_TOTAL_GRAMS","Dems",0.828358
"DHA_EPA","unfavCable",0.828401
"GROUP_SHELLFISH_EXCEPT_OYSTERS_TOTAL_GRAMS","uhCrash",0.828456
"MILKONCEREALFREQ","diabetes",0.828542
"SUP_B2","readingMath",0.828578
"GROUP_SOLID_TOTAL_GRAMS","dog",0.828611
"ENERGYDRINKSFREQ","heart_disease",0.828637
"GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS","smoke_often",0.828655
"GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS","Jewish",0.828655
"SLICEDCHEESETYPE","mathReading",0.82872
"GROUP_OTHER_FRESH_FRUIT_FRUIT_SALAD_TOTAL_GRAMS","favCable",0.828723
"DT_NITROGEN","Jewish",0.828746
"GROUP_LATTE_CAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS","Jewish",0.828768
"V_STARCHY_POTATO","Jewish",0.828775
"PSVEGPOT","Jewish",0.828775
"PASTRIESQUAN","diabetes",0.829035
"OATSQUARESTYPE","diabetes",0.829035
"BOTHKINDSCOFFEETYPE","diabetes",0.829035
"FROSTEDFLAKESTYPE","diabetes",0.829035
"OTHERUNSWEETCEREALTYPE","diabetes",0.829035
"WHOLEGRAINCEREALQUAN","cancer",0.829154
"MAYOQUAN","currently_smoke",0.829218
"MAYOQUAN","belly",0.829218
"BEANSFREQ","right_hand",0.829263
"GROUP_CHOCOLATE_CANDY_TOTAL_GRAMS","Dems",0.829266
"CABBAGEFREQ","readingMath",0.829269
"FORMONONETIN","cat",0.829298
"ASP_G","cancer",0.82931
"PSOILS","cat",0.829321
"ICECREAMTYPE","yesCrash",0.829328
"DT_THIA","Jewish",0.829464
"DT_LUTZE","unfavCable",0.82951
"DT_P205","belly",0.82961
"GROUP_MEAT_SUBSTITUTES_VEGETABLE_MEATS_TOTAL_GRAMS","belly",0.829651
"F18D3I","Jewish",0.829697
"SUP_FIBER","yesCrash",0.829771
"COCKTAILSFREQ","heart_disease",0.829834
"BRISKWALKTIME","rash",0.829846
"GROUP_SANDWICH_BUNS_WHOLEGRAIN_TOTAL_GRAMS","Jewish",0.829846
"GROUP_SANDWICH_BUNS_WHOLEGRAIN_TOTAL_GRAMS","smoke_often",0.829846
"F16D1C","readingMath",0.829886
"WALNUTSQUAN","uhCrash",0.829965
"GROUP_COOKIES_LOW_FAT_TOTAL_GRAMS","smoke_often",0.829969
"GROUP_COOKIES_LOW_FAT_TOTAL_GRAMS","Jewish",0.829969
"COFFEEFREQ","heart_disease",0.830052
"TOMATOJUICEQUAN","readingMath",0.830082
"PF_CUREDMEAT","cat",0.830098
"DONUTSQUAN","mathReading",0.830199
"BAGELQUAN","left_hand",0.830216
"SODACAFFEINE","yesCrash",0.830216
"TACOQUAN","smoke_rarely",0.830265
"AF_TOT_S","quit_smoking",0.83032
"DT_THIA","mathReading",0.830322
"DT_FOLAC","atheist",0.83036
"VEGETABLESOUPFREQ","Dems",0.830361
"RIBSQUAN","yesCrash",0.830387
"D_CHEESE","quit_smoking",0.830436
"YOGURTTYPE","readingMath",0.83044
"GROUP_COTTAGE_CHEESE_RICOTTA_TOTAL_GRAMS","unfavCable",0.830472
"GROUP_SOLID_TOTAL_FREQUENCY","uhCrash",0.830564
"MALS","ever_smoked",0.830599
"MALS","never_smoked",0.830599
"SLICEDCHEESEFREQ","unfavCable",0.830618
"CHILDCAREFREQ","cat",0.830697
"ONEADAYYEARS","favCable",0.830737
"DT_RET","rash",0.830852
"COOKIESQUAN","diabetes",0.830863
"AV_TOT_S","cat",0.830899
"DT_MOIS","left_hand",0.830925
"COFFEEDRINKSKIND","atheist",0.830946
"COFFEEDRINKSTYPE","favCable",0.830961
"PSVEGNBP","cat",0.830977
"GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS","diabetes",0.831005
"ERGCAL","cancer",0.831069
"GROUP_FRIED_FISH_FISH_STICKS_SANDWICH_BREADED_FILLETS_TOTAL_GRAMS","right_hand",0.831111
