RespondentID,"In your opinion, which sentence is more gramatically correct?","Prior to reading about it above, had you heard of the serial (or Oxford) comma?","How much, if at all, do you care about the use (or lack thereof) of the serial (or Oxford) comma in grammar?",How would you write the following sentence?,"When faced with using the word ""data"", have you ever spent time considering if the word was a singular or plural noun?","How much, if at all, do you care about the debate over the use of the word ""data"" as a singluar or plural noun?","In your opinion, how important or unimportant is proper use of grammar?",Gender,Age,Household Income,Education,Location (Census Region)
3288594622,"It's important for a person to be honest, kind and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3288594136,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",No,Not much,Very important,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central
3288591854,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Somewhat important,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3288590727,"It's important for a person to be honest, kind and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3288588826,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Somewhat important,Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
3288587762,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Male,> 60,"$100,000 - $149,999",Bachelor degree,West South Central
3288582451,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Male,45-60,"$0 - $24,999",Bachelor degree,
3288582330,"It's important for a person to be honest, kind, and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important,Female,18-29,"$0 - $24,999",Less than high school degree,East North Central
3288582033,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important,Female,18-29,"$0 - $24,999",High school degree,South Atlantic
3288580869,"It's important for a person to be honest, kind, and loyal.",No,Not at all,,,,,,,,,
3288580309,"It's important for a person to be honest, kind and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,
3288579792,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,,,,,
3288579709,"It's important for a person to be honest, kind and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Neither important nor unimportant (neutral),Male,30-44,"$100,000 - $149,999",Graduate degree,New England
3288578688,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,A lot,Very important,Female,> 60,,Graduate degree,East North Central
3288578167,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,
3288573891,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Female,30-44,"$25,000 - $49,999",High school degree,East North Central
3288572867,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important,Female,45-60,"$150,000+",Bachelor degree,East North Central
3288568685,"It's important for a person to be honest, kind and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3288567868,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,,,,,,
3288564765,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",No,Some,Very important,Female,18-29,,Bachelor degree,East North Central
3288561880,"It's important for a person to be honest, kind and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",No,Some,Very important,Male,45-60,,Some college or Associate degree,West South Central
3288559153,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Somewhat important,Female,45-60,,Bachelor degree,Pacific
3288558996,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Somewhat important,Female,18-29,"$0 - $24,999",Bachelor degree,Middle Atlantic
3288558009,"It's important for a person to be honest, kind and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Female,45-60,,Graduate degree,Pacific
3288553386,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Neither important nor unimportant (neutral),Male,30-44,"$150,000+",High school degree,East South Central
3288552256,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important,Female,18-29,,Some college or Associate degree,East North Central
3288551520,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Male,> 60,"$25,000 - $49,999",Bachelor degree,West South Central
3288545808,"It's important for a person to be honest, kind and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important,Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3288541283,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important,Male,18-29,"$50,000 - $99,999",High school degree,Pacific
3288539898,"It's important for a person to be honest, kind, and loyal.",No,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3288536129,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Female,45-60,,Bachelor degree,New England
3288534590,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important,Female,18-29,"$0 - $24,999",High school degree,West North Central
3288533805,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not at all,Very important,Female,30-44,,Graduate degree,Middle Atlantic
3288532837,"It's important for a person to be honest, kind and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3288527307,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,A lot,Very important,Male,30-44,"$25,000 - $49,999",Graduate degree,West South Central
3288525891,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",Yes,Some,Very important,Male,> 60,,Graduate degree,New England
3288522804,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Somewhat important,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3288520415,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,,,,,
3288517189,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Female,45-60,"$150,000+",Graduate degree,Middle Atlantic
3288515948,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",No,Some,Very important,Male,45-60,"$25,000 - $49,999",High school degree,East North Central
3288515924,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Somewhat important,Female,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3288514196,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data are inconclusive.",No,A lot,Very important,Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3288513911,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important,Female,18-29,"$0 - $24,999",Bachelor degree,East North Central
3288511432,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important,Male,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
